"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","Name","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","ECP/REA","","","","","","","","","","",""
"485","127","    127-01-26102","TANK, SSDG FUEL SERV ","TANK      ","SERVICE           ","   ","100788","FOX VALLEY M","941070","4","21812","1","0","1","21812","06/01/2018","8","         ","            ","             ","","","","","","","","","","","",""
"485","127","    127-01-26201","TANK, SSDG LUBE OIL  ","TANK      ","STORAGE           ","   ","100788","FOX VALLEY M","941070","5","7538","1","0","1","7538","06/01/2018","8","         ","            ","             ","","","","","","","","","","","",""
"SWBS: ","127","127M - INDEPENDENT","TANKS              ","          ","                  ","   ","      ","            ","    Total","for","SWBS    ","   127 :      110012.00","","","","","","","","","","","","","","","","","","","",""
"485","150","   12-33E0401520","BAR, FLAT, 1/4"" X 1- ","          ","                  ","   ","58214","PIERCE ALUMI","766076","24","29.53","63","0","63","1860.39","08/26/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","   13-3340300425","ANGLE, 4"" X 3"" X 1/4 ","ANGLE     ","                  ","   ","58214","PIERCE ALUMI","766078","8","375","4","3","1","375","08/26/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","   13-3350300425","ANGLE, 5"" X 3"" X 1/4 ","ANGLE     ","                  ","   ","58214","PIERCE ALUMI","766079","10","300","5","3","2","600","08/21/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","   18-350006CR12","BAR, ROUND, 3/8"" DIA ","BAR       ","ROUND             ","   ","58214","PIERCE ALUMI","766079","14","55.5","6","1","5","277.5","08/21/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-0043B","PANEL, EXTRUDED, 300 ","PANEL     ","                  ","   ","105057","NORTHERN MAC","766096","1","0","25","0","25","0","08/02/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-2043B","PANEL, EXTRUDED, 825 ","PANEL     ","                  ","   ","105057","NORTHERN MAC","766096","2","0","2","0","2","0","08/02/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-0043D","PANEL, EXTRUDED, 960 ","PANEL     ","                  ","   ","105057","NORTHERN MAC","766096","3","0","7","0","7","0","08/02/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-2043D","PANEL, EXTRUDED, 322 ","PANEL     ","                  ","   ","105057","NORTHERN MAC","766096","4","0","18","0","18","0","08/02/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-0045B","PANEL, EXTRUDED, 282 ","PANEL     ","                  ","   ","105057","NORTHERN MAC","766096","5","0","27","0","27","0","08/02/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-0045D","PANEL, EXTRUDED, 282 ","PANEL     ","                  ","   ","105057","NORTHERN MAC","766096","6","0","6","0","6","0","08/02/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-0047D","PANEL, EXTRUDED, 300 ","PANEL     ","                  ","   ","105057","NORTHERN MAC","766096","7","0","16","0","16","0","08/02/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-3047D","PANEL, EXTRUDED, 825 ","PANEL     ","                  ","   ","105057","NORTHERN MAC","766096","8","0","5","0","5","0","08/02/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-4047B","PANEL, EXTRUDED, 282 ","PANEL     ","                  ","   ","105057","NORTHERN MAC","766096","9","0","9","0","9","0","08/02/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","150-00-0043B-P01","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105941","FRICTION STI","766099","1","43830.76","1","0","1","43830.76","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","150-00-0043B-P02","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105941","FRICTION STI","766099","2","43830.76","1","0","1","43830.76","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","150-00-0043B-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105941","FRICTION STI","766099","3","43830.76","1","0","1","43830.76","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","150-00-0043B-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105941","FRICTION STI","766099","4","43830.76","1","0","1","43830.76","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","150-00-0043B-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105941","FRICTION STI","766099","5","43830.76","1","0","1","43830.76","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","150-00-0043B-P06","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105941","FRICTION STI","766099","6","43830.76","1","0","1","43830.76","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-0043D","PANEL, EXTRUDED, 960 ","PANEL     ","                  ","   ","105941","FRICTION STI","766099","8","3364.34","29","0","29","97565.86","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-0045D","PANEL, EXTRUDED, 282 ","PANEL     ","                  ","   ","105941","FRICTION STI","766099","10","1696.43","3","0","3","5089.29","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-0047B","PANEL, EXTRUDED, 282 ","PANEL     ","                  ","   ","105941","FRICTION STI","766099","11","1673.34","53","0","53","88687.02","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-0047D","PANEL, EXTRUDED, 300 ","PANEL     ","                  ","   ","105941","FRICTION STI","766099","12","3020.23","7","0","7","21141.61","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-2047D","PANEL, EXTRUDED, 302 ","PANEL     ","                  ","   ","105941","FRICTION STI","766099","15","3035.62","6","0","6","18213.72","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-3047D","PANEL, EXTRUDED, 825 ","PANEL     ","                  ","   ","105941","FRICTION STI","766099","16","750.45","1","0","1","750.45","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-4045D","PANEL, EXTRUDED, 462 ","PANEL     ","                  ","   ","105941","FRICTION STI","766099","17","1703.82","2","0","2","3407.64","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-4047D","PANEL, EXTRUDED, 300 ","PANEL     ","                  ","   ","105941","FRICTION STI","766099","19","3138.6","2","0","2","6277.2","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-5043D","PANEL, EXTRUDED, 5MM ","PANEL     ","                  ","   ","105941","FRICTION STI","766099","20","1933.11","2","0","2","3866.22","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-MPO1A","PANEL, EXTRUDED, 205 ","PANEL     ","                  ","   ","105941","FRICTION STI","766099","21","1564.74","2","0","2","3129.48","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-MPO1B","PANEL, EXTRUDED, 194 ","PANEL     ","                  ","   ","105941","FRICTION STI","766099","22","1477.42","2","0","2","2954.84","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","    150-00-00001","ABS HSNC ADDER FOR F ","ABS       ","                  ","   ","105941","FRICTION STI","766099","23","75","102","0","102","7650","02/01/2018","4","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-32M040T20","PLATE, .157(4MM) X 9 ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","2","917.72","3","0","3","2753.16","10/11/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-32M050T20","PLATE, .194(5MM) X 9 ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","3","1556.92","6","0","6","9341.52","10/11/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-32M060T20","PLATE, .236(6MM) X 9 ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","4","1412.19","10","0","10","14121.9","10/11/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-32M080T20","PLATE, .315(8MM) X 9 ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","5","2133","1","0","1","2133","10/11/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-32M090T20","PLATE, .354(9MM) X 9 ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","6","2038.18","7","0","7","14267.26","10/11/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-32M095T20","PLATE, 0.374""(9.5MM) ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","7","2717.68","4","0","4","10870.72","10/11/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-32M110T20","PLATE, .433(11MM) X  ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","8","2688.58","3","0","3","8065.74","10/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-32M130T20","PLATE, 13MM x 8'-0""  ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","9","2947.8","2","0","2","5895.6","10/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-32M190T20","PLATE, .748(19MM) X  ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","10","4644.75","1","0","1","4644.75","10/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-32M410E04","PLATE, 1.614""(41MM)  ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","11","1653.69","1","0","1","1653.69","10/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-33E030G08","PLATE, 3/16"" X 4' X  ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","12","209.48","2","0","2","418.96","10/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-33E040N12","PLATE, 1/4"" X 6' X 1 ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","13","520.7","14","0","14","7289.8","10/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-33E060G08","PLATE, 3/8"" X 4' X 8 ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","14","414.05","1","0","1","414.05","10/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-33E080G08","PLATE, 1/2"" X 4' X 8 ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","15","553.7","1","0","1","553.7","10/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-33M040T20","PLATE, .157(4MM) X 9 ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","16","797.4","20","0","20","15948","10/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-33M050T20","PLATE, .194(5MM) X 9 ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","17","1000.73","39","0","39","39028.47","10/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-33M060T20","PLATE, .236(6MM) X 9 ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","18","1198.71","25","0","25","29967.75","10/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-33M080T20","PLATE, .315(8MM) X 9 ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","20","1586.03","33","0","33","52338.99","10/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
"485","150","    11-33M095T20","PLATE, .374(9.5MM) X ","PLATE     ","                  ","   ","58214","PIERCE ALUMI","766104","22","1904.63","9","0","9","17141.67","10/31/2017","8","         ","            ","             ","","","","","","","","","","","",""
