"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","",""
"485","507","    507-10-LPA1U","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","6","7669.27","1","0","1","7669.27","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPF1U","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","7","6696.29","1","0","1","6696.29","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPF2U","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","8","5955.81","1","0","1","5955.81","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPD2M","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","9","145.88","1","0","1","145.88","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPD3T","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","10","2066.59","1","0","1","2066.59","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPD2S","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","11","6305.47","1","0","1","6305.47","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPF3L","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","12","3937.26","1","0","1","3937.26","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPF1L","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","13","134.77","1","0","1","134.77","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPD1T","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","14","374.38","1","0","1","374.38","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPE1U","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","15","3228.85","1","0","1","3228.85","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPD4S","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","16","11173.18","1","0","1","11173.18","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPD3S","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","17","2012.9","1","0","1","2012.9","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPE2U","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","18","5164.94","1","0","1","5164.94","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPA1L","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","19","4709.56","1","0","1","4709.56","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPA2L","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","20","6239.12","1","0","1","6239.12","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPS2L","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","21","3771.8","1","0","1","3771.8","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPE1L","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","22","5414.47","1","0","1","5414.47","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPE2L","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","23","10177.68","1","0","1","10177.68","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPS1U","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","24","4622.47","1","0","1","4622.47","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPS2U","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","25","3793.56","1","0","1","3793.56","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPB1U","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","26","501.55","1","0","1","501.55","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPEXT","EXTERIOR LABELS      ","          ","                  ","   ","105073","691718","27","10447.36","1","0","1","10447.36","07/01/2019","8","         ","            ","","",""
"485","507","    507-10-LPS3U","LABELS WITHIN GRAND  ","          ","                  ","   ","105073","691718","28","43.55","1","0","1","43.55","07/01/2019","8","         ","            ","","",""
"SWBS: ","507","507M - MACH,PIPE","DESIGNAT&MARK        ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 507 :      158554.51","","","","","","","","",""
"485","508","    508-01-0057A","MOD TO CONTRACT TO P ","SERVICE   ","MODIFICATION      ","   ","104597","510159","1","1","150000","0","150000","150000","10/26/2018","8","         ","            ","","",""
"SWBS: ","508","508M - THRMAL INSUL-MAC,EQ,PIP","       ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 508 :      150000.00","","","","","","","","",""
"485","512","    512-01-00014","VENTILATION WATERTIG ","VALVE     ","VENTILATION       ","   ","103406","510131","1","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0005","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","2","1918","1","0","1","1918","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0005-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","3","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0006","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","4","5026","1","0","1","5026","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0006-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","5","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0009","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","6","1917","1","0","1","1917","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0009-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","7","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0010","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","8","1917","1","0","1","1917","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0010-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","9","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0011","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","10","5026","1","0","1","5026","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0011-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","11","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0012","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","12","2627","1","0","1","2627","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0012-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","13","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0013","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","14","1917","1","0","1","1917","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0013-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","15","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0014","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","16","1917","1","0","1","1917","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0014-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","17","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0015","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","18","2788","1","0","1","2788","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0015-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","19","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0019","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","20","10242","1","0","1","10242","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0019-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","21","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0020","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","22","2177","1","0","1","2177","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0020-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","23","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0021","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","24","2177","1","0","1","2177","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0021-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","25","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0022","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","26","1917","1","0","1","1917","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0022-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","27","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0023","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","28","1917","1","0","1","1917","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0023-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","29","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0024","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","30","1917","1","0","1","1917","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0024-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","31","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0025","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","32","1917","1","0","1","1917","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0025-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","33","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0027","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","34","2482","1","0","1","2482","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0027-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","35","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0028","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","36","7492","1","0","1","7492","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0028-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","37","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0029","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","38","2482","1","0","1","2482","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0029-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","39","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0032","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","40","3552","1","0","1","3552","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0032-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","41","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0034","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","42","1917","1","0","1","1917","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0034-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","43","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0035","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","44","1917","1","0","1","1917","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0035-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","45","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0036","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","46","8213","1","0","1","8213","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0036-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","47","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0038","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","48","2924","1","0","1","2924","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0038-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","49","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0039","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","50","7798","1","0","1","7798","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0039-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","51","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0040","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","52","8361","1","0","1","8361","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0040-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","53","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0041","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","54","7187","1","0","1","7187","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0041-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","55","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0043","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","56","2177","1","0","1","2177","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0043-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","57","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0044","VALVE, VENT, WATERTI ","VALVE     ","VENT              ","   ","103406","510131","58","7187","1","0","1","7187","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0044-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","59","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0045","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","60","3673","1","0","1","3673","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0045-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","61","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0046","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","62","2788","1","0","1","2788","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0046-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","63","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0047","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","64","7492","1","0","1","7492","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0047-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","65","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0048","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","66","7918","1","0","1","7918","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0048-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","67","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0049","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","68","3924","1","0","1","3924","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0049-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","69","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0050","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","70","3673","1","0","1","3673","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0050-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","71","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0051","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","72","3552","1","0","1","3552","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0051-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","73","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0052","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","74","3924","1","0","1","3924","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0052-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","75","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0053","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","76","2788","1","0","1","2788","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0053-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","77","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0054","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","78","2924","1","0","1","2924","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0054-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","79","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0055","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","80","8170","1","0","1","8170","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0055-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","81","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0056","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","82","10036","1","0","1","10036","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0056-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","83","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0057","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","84","10036","1","0","1","10036","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0057-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","85","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0058","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","86","3673","1","0","1","3673","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0058-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","87","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0059","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","88","3094","1","0","1","3094","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0059-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","89","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0060","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","90","7918","1","0","1","7918","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0060-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","91","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0061","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","92","3673","1","0","1","3673","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0061-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","93","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0062","VALVE, VENTILATION,  ","VALVE     ","VENTILATION       ","   ","103406","510131","94","12279","1","0","1","12279","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0062-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","95","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0063","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","96","9272","1","0","1","9272","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0063-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","97","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0064","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","98","8170","1","0","1","8170","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0064-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","99","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0065","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","100","6881","1","0","1","6881","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0065-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","101","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0066","VALVE, VENTILATION,  ","VALVE     ","VENTILATION       ","   ","103406","510131","102","7492","1","0","1","7492","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0066-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","103","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0067","VALVE, VENTILATION,  ","VALVE     ","VENTILATION       ","   ","103406","510131","104","8361","1","0","1","8361","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0067-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","105","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0068","VALVE, VENTILATION,  ","VALVE     ","VENTILATION       ","   ","103406","510131","106","8170","1","0","1","8170","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0068-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","107","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0069","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","108","3673","1","0","1","3673","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0069-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","109","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0070","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","110","7187","1","0","1","7187","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0070-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","111","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0072","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","112","8213","1","0","1","8213","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0072-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","113","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0073","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","114","10036","1","0","1","10036","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0073-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","115","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0076","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","116","7492","1","0","1","7492","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0076-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","117","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0077","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","118","6316","1","0","1","6316","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0077-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","119","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0082","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","120","3552","1","0","1","3552","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0082-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","121","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0083","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","122","3552","1","0","1","3552","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0083-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","123","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0084","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","124","8361","1","0","1","8361","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0084-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","125","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0085","VALVE, VENTILATION,  ","VALVE     ","VENTILATION       ","   ","103406","510131","126","8213","1","0","1","8213","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0085-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","127","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0091","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","128","1917","1","0","1","1917","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0091-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","129","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0092","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","130","2482","1","0","1","2482","12/08/2016","8","         ","            ","","",""
