"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","",""
"485","512","512-01-V0092-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","131","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0093","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","132","7492","1","0","1","7492","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0093-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","133","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0094","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","134","8213","1","0","1","8213","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0094-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","135","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0121","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","136","8213","1","0","1","8213","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0121-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","137","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0124","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","138","8361","1","0","1","8361","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0124-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","139","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0125","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","140","7343","1","0","1","7343","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0125-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","141","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0126","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","142","7187","1","0","1","7187","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0126-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","143","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0127","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","144","7187","1","0","1","7187","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0127-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","145","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0128","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","146","7195","1","0","1","7195","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0128-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","147","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0129","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","148","10037","1","0","1","10037","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0129-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","149","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0135","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","150","2482","1","0","1","2482","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0135-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","151","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0136","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","152","2482","1","0","1","2482","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0136-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","153","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0137","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","154","1917","1","0","1","1917","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0137-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","155","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0138","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","156","2788","1","0","1","2788","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0138-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","157","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0145","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","158","7918","1","0","1","7918","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0145-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","159","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0149","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","160","7492","1","0","1","7492","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0149-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","161","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0150","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","162","7492","1","0","1","7492","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0150-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","163","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0151","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","164","7492","1","0","1","7492","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0151-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","165","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0160","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","166","3552","1","0","1","3552","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0160-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","167","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0162","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","168","6316","1","0","1","6316","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0162-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","169","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0163","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","170","6575","1","0","1","6575","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0163-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","171","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0164","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","172","6316","1","0","1","6316","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0164-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","173","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0165","VALVE, VENT, WATERTI ","VALVE     ","VENTILATION       ","   ","103406","510131","174","7492","1","0","1","7492","12/08/2016","8","         ","            ","","",""
"485","512","512-01-V0165-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","103406","510131","175","0","1","0","1","0","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-V0P01","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510131","176","70660","1","0","1","70660","12/08/2016","8","         ","            ","","",""
"485","512","512-01-00014-801","ELECTRICAL CABLE ASS ","ASSEMBLY  ","CABLE             ","   ","103406","510131","177","328.12","44","0","44","14437.5","12/08/2016","8","         ","            ","","",""
"485","512","512-01-00014-802","ELECTRICAL CABLE ASS ","ASSEMBLY  ","CABLE             ","   ","103406","510131","178","656.25","10","0","10","6562.5","12/08/2016","8","         ","            ","","",""
"485","512","    512-01-00007","HVAC TURNKEY SYSTEM  ","SYSTEM    ","HVAC              ","   ","103406","510132","1","0","1","0","1","0","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","4","130447.16","1","0","1","130447.16","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","6","150275.13","1","0","1","150275.13","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P06","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","7","150275.13","1","0","1","150275.13","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P07","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","8","150275.13","1","0","1","150275.13","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P08","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","9","150275.13","1","0","1","150275.13","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P09","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","10","150275.13","1","0","1","150275.13","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P10","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","11","150275.13","1","0","1","150275.13","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P11","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","12","150275.13","1","0","1","150275.13","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P12","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","13","150275.13","1","0","1","150275.13","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P13","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","14","118098.17","1","0","1","118098.17","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P14","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","15","118098.17","1","0","1","118098.17","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P15","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","16","80138.04","1","0","1","80138.04","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P16","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","17","80138.04","1","0","1","80138.04","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P17","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","18","80138.04","1","0","1","80138.04","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P18","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","19","80138.04","1","0","1","80138.04","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P19","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","20","50613.5","1","0","1","50613.5","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P20","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","21","50613.5","1","0","1","50613.5","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P22","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","23","67484.67","1","0","1","67484.67","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P23","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","24","67484.67","1","0","1","67484.67","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P24","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","25","67484.67","1","0","1","67484.67","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P25","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","26","67484.67","1","0","1","67484.67","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P27","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","28","67484.67","1","0","1","67484.67","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P28","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","29","67484.67","1","0","1","67484.67","03/03/2018","8","         ","            ","","",""
"485","512","512-01-00007-P29","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","103406","510132","30","67484.67","1","0","1","67484.67","03/03/2018","8","         ","            ","","",""
