"Buyer","Project","SWBS","Cont Supp","Item","LinkedSPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount"
"8019","483","251","      ","251-06-GT03S","607303-000000027","LOUVER ASSEMBLY, GAS TURBINE","1","1","10/07/2017","96","07/03/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","251","      ","251-06-GT04P","607303-000000028","LOUVER ASSEMBLY, GAS TURBINE","1","1","10/07/2017","96","07/03/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","251","      ","251-06-GT04S","607303-000000029","LOUVER ASSEMBLY, GAS TURBINE","1","1","10/07/2017","96","07/03/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","251","      ","251-06-GT05P","607303-000000030","LOUVER ASSEMBLY, GAS TURBINE","1","1","10/07/2017","96","07/03/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","251","      ","251-06-GT05S","607303-000000031","LOUVER ASSEMBLY, GAS TURBINE","1","1","10/07/2017","96","07/03/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","251","      ","251-06-GTLVR","607303-000000032","LOUVERS, GAS TURBINE EXHAUST","1","1","10/07/2017","96","07/03/2017"," LO   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","251","      ","251-06-SC002","604811-000000001","SCREEN FRAME ASSEMBLY, GAS  ","2","2","10/07/2017","96","07/03/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","251","      ","251-06-SC003","604811-000000002","SCREEN FRAME ASSEMBLY, GAS  ","2","2","10/07/2017","96","07/03/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","251","      ","251-06-SC005","604811-000000003","SCREEN FRAME ASSEMBLY, GAS  ","2","2","10/07/2017","96","07/03/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","251","      ","251-06-SC01P","604811-000000004","SCREEN FRAME ASSEMBLY, GAS  ","1","1","10/07/2017","96","07/03/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","251","      ","251-06-SC01S","604811-000000005","SCREEN FRAME ASSEMBLY, GAS  ","1","1","10/07/2017","96","07/03/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","251","      ","251-06-SC04P","604811-000000006","SCREEN FRAME ASSEMBLY, GAS  ","1","1","10/07/2017","96","07/03/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","251","      ","251-06-SC04S","604811-000000007","SCREEN FRAME ASSEMBLY, GAS  ","1","1","10/07/2017","96","07/03/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","259","      ","259-05-00041","804817-000000001","BEARING RING, MACHINED, 316L","4","4","04/21/2017","28","03/24/2017"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","160","640"
"8019","483","259","      ","259-05-00046","804817-000000002","BEARING RING, MACHINED, 316L","4","4","04/21/2017","28","03/24/2017"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","450","1800"
"8019","483","259","      ","259-05-00109","604012-000000001","PIPE ANCHOR, BASE FDN MNT, S","1","2","12/27/2017","84","10/04/2017"," EA   ","0","0","1"," No     ","05/04/2016","05/31/2017","300","300"
"8019","483","259","      ","259-05-00555","111302-000000001","LUG, WELDING, 11"" X 6"", 321 ","2","2","12/20/2017","56","10/25/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","259","      ","259-05-00559","803914-000000001","CLAMP, PIPE, 13-1/4"" DIA, SS","1","1","12/20/2017","56","10/25/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","500","500"
"8019","483","259","      ","259-05-00561","803914-000000003","CLAMP, PIPE, 13-1/4"" DIA    ","2","2","12/20/2017","56","10/25/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","300","600"
"8019","483","259","      ","259-05-00562","710000-000000001","MOUNT SUPPORT LUG, CRES 321,","2","2","12/20/2017","42","11/08/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","75","150"
"8019","483","259","      ","259-05-00584","803414-000000003","COLLAR, PIPE, FOR 12"" NPS PI","1","1","12/20/2017","45","11/05/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","200","200"
"8019","483","259","      ","259-05-00900","SRV527-030900001","DIESEL EXHAUST PIPE SUPPORT ","2","2","02/08/2017","100","10/31/2016"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","4095","8190"
"8019","483","259","      ","259-05-0107D","804514-000000001","PIPE RING, FOR 14"" PIPE, SEE","1","0","04/21/2017","45","03/07/2017"," EA   ","0","1","1"," No     ","08/07/2015","05/31/2017","340","340"
"8019","483","259","      ","259-05-0107D","804514-000000001","PIPE RING, FOR 14"" PIPE, SEE","1","0","04/21/2017","45","03/07/2017"," EA   ","0","1","1"," No     ","08/07/2015","05/31/2017","340","340"
"8019","483","259","      ","259-05-0400A","804514-000000002","PIPE COLLAR HALF, FOR 14"" PI","2","2","04/21/2017","45","03/07/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","1400","2800"
"8019","483","259","      ","259-05-0400B","804514-000000003","PIPE COLLAR HALF, FOR 14"" PI","2","2","04/21/2017","45","03/07/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","1800","3600"
"8019","483","259","      ","259-06-79ASY","090305-000000002","SWAY BRACE ASSEMBLY, 546MM L","16","16","12/06/2017","14","11/22/2017"," EA   ","0","0","16"," No     ","08/07/2015","05/31/2017","106","1696"
"8019","483","259","      ","259-06-80ASY","603200-000000050","SWAY BRACE ASSY, 1036MM, STL","16","16","08/19/2017","14","08/05/2017"," EA   ","0","0","16"," No     ","12/21/2015","05/31/2017","55","880"
"8019","483","259","      ","259-07-00054","804814-000000002","BEARING RING, CRES 321, 1/4""","2","2","06/19/2017","14","06/05/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","1250","2500"
"8019","483","259","      ","259-07-00070","804814-000000003","BEARING RING, CRES 321, 0.25","2","2","08/07/2017","56","06/12/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","1700","3400"
"8019","483","259","      ","259-07-00900","606900-000000011","DIESEL EXHAUST PIPE SUPT. RI","4","4","12/06/2017","42","10/25/2017"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","259","      ","259-07-00903","500816-000000006","PIPE ANCHOR, 36"", 321 STAINL","2","2","12/06/2017","60","10/07/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","6000","12000"
"8019","483","259","      ","259-07-LV001","607303-000000021","LOUVERS, COMBUSTION, FABRICA","2","2","05/27/2017","123","01/24/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","321","      ","321-02-00668","SRV526-030600022","SERVICE, VENDOR, TO REMOVE  ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","505","      ","505-01-00119","12-12E0301320","BAR, FLAT, 3/16"" x 1-1/4"" x ","2","2","01/18/2017","240","05/23/2016"," EA   ","0","0","2"," No     ","05/26/2017","05/31/2017","0","0"
"8019","483","512","      ","512-01-00015","SRV527-030500001","HVAC PENETRATION SLEEVE FABR","1","1","04/28/2017","60","02/27/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-01-LV999","607303-000000033","LOUVERS, HVAC VENTILATION,  ","1","1","06/24/2017","96","03/20/2017"," LO   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV001","607303-000000001","LOUVER ASSEMBLY,            ","4","4","06/24/2017","96","03/20/2017"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV002","607303-000000002","LOUVER ASSEMBLY,            ","1","1","06/24/2017","96","03/20/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV003","607303-000000003","LOUVER ASSEMBLY,            ","1","1","05/27/2017","96","02/20/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV004","607303-000000004","LOUVER ASSEMBLY,            ","4","4","08/19/2017","96","05/15/2017"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV005","607303-000000005","LOUVER ASSEMBLY,            ","2","2","08/19/2017","96","05/15/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV006","607303-000000006","LOUVER ASSEMBLY,            ","1","1","08/19/2017","96","05/15/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV007","607303-000000007","LOUVER ASSEMBLY,            ","1","1","07/29/2017","96","04/24/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV008","607303-000000008","LOUVER ASSEMBLY,            ","2","2","07/29/2017","96","04/24/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV009","607303-000000009","LOUVER ASSEMBLY,            ","1","1","10/14/2017","96","07/10/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV010","607303-000000010","LOUVER ASSEMBLY,            ","1","1","07/29/2017","96","04/24/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV012","607303-000000012","LOUVER ASSEMBLY,            ","1","1","08/12/2017","96","05/08/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV013","607303-000000013","LOUVER ASSEMBLY,            ","1","1","06/24/2017","96","03/20/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV014","607303-000000014","LOUVER ASSEMBLY,            ","1","1","06/24/2017","96","03/20/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV015","607303-000000015","LOUVER ASSEMBLY,            ","1","1","08/19/2017","96","05/15/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV016","607303-000000016","LOUVER ASSEMBLY,            ","1","1","08/05/2017","96","05/01/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV017","607303-000000017","LOUVER ASSEMBLY,            ","1","1","08/05/2017","96","05/01/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV018","607303-000000018","LOUVER ASSEMBLY,            ","1","1","08/05/2017","96","05/01/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV019","607303-000000019","LOUVER ASSEMBLY,            ","2","2","08/05/2017","96","05/01/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV020","607303-000000020","LOUVER ASSEMBLY,            ","1","1","08/05/2017","96","05/01/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","512","      ","512-06-LV021","607303-000000035","LOUVER ASSY, W=609MM, H=711M","1","1","08/05/2017","96","05/01/2017"," EA   ","0","0","1"," No     ","02/11/2016","05/31/2017","0","0"
"8019","483","512","      ","512-06-SP077","608212-000000015","SPOOL, 3"" IPS SCH 40, 10"" OA","5","3","02/22/2017","96","11/18/2016"," EA   ","2","0","3"," No     ","08/07/2015","05/31/2017","143","429"
"8019","483","512","      ","512-06-SP366","608212-000000130","SPOOL, 6"" IPS SCH 40, 10"" OA","5","4","04/28/2017","96","01/22/2017"," EA   ","1","3","1"," No     ","08/07/2015","05/31/2017","160","160"
"8019","483","512","      ","512-06-SP824","608203-000000121","SPOOL, 10"" ID, .625"" THK, 21","2","2","08/12/2017","96","05/08/2017"," EA   ","0","0","2"," No     ","11/10/2015","05/31/2017","0","0"
"8019","483","571","      ","571-01-00110","703700-000000008","COVER FOR GYPSY WINCH       ","1","1","07/16/2018","123","03/15/2018"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","581","      ","581-01-00003","703900-000000001","ANCHOR CHAIN, CONSISTING OF ","1","1","07/02/2018","150","02/02/2018"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","1","1"
"8019","483","581","      ","581-01-00004","705106-000000001","OUTBOARD SWIVEL SHOT ASSY   ","1","1","07/02/2018","210","12/04/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","1","1"
"8019","483","581","      ","581-01-00005","700800-000000001","CHAIN STOPPER ASSY          ","2","2","07/02/2018","210","12/04/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","581","      ","581-01-00010","701906-000000001","END LINK, FOR 1-1/2""        ","3","3","07/02/2018","210","12/04/2017"," EA   ","1","0","2"," No     ","08/07/2015","05/31/2017","1","2"
"8019","483","581","      ","581-01-00011","703900-000000007","DETACHABLE LINK, 1-1/2""     ","18","18","07/02/2018","210","12/04/2017"," EA   ","0","0","18"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","581","      ","581-01-00013","700506-000000001","SWIVEL, W/ DETACHABLE LINK  ","1","1","07/02/2018","210","12/04/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","581","      ","581-01-00014","700800-000000004","WRENCH, CHAIN STOPPER       ","1","1","07/02/2018","210","12/04/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","1","1"
"8019","483","581","      ","581-01-00015","700600-000000004","DETACHABLE LINK TOOL BOX    ","1","1","07/02/2018","150","02/02/2018"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","581","      ","581-01-00020","705300-000000001","TOWING CHAIN ASSEMBLY       ","1","1","06/04/2018","210","11/06/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","1","1"
"8019","483","581","      ","581-01-00026","703406-000000001","ANCHOR WINDLASS SIZING CHAIN","1","1","06/04/2018","150","01/05/2018"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","1","1"
"8019","483","581","      ","581-01-00027","651120-000000001","GRATING                     ","8","8","09/25/2017","40","08/16/2017"," EA   ","0","0","8"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","581","      ","581-01-00038","704700-000000002","SHACKLE, BITTER END, 1-3/8"" ","1","1","06/04/2018","30","05/05/2018"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","582","      ","582-01-00022","702706-000000003","PELICAN HOOK, TOWING        ","1","1","07/02/2018","150","02/02/2018"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","1","1"
"8019","483","582","      ","582-01-00023","702700-000000003","BUOY MOORING SHACKLE ASSY   ","1","1","07/02/2018","150","02/02/2018"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","1","1"
"8019","483","582","      ","582-01-00024","702700-000000004","BUOY MOORING SWIVEL         ","1","1","07/02/2018","210","12/04/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","582","      ","582-01-00202","700900-000000012","SHACKLE, TOWING PAD, 1-3/4"" ","1","1","07/02/2018","90","04/03/2018"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","582","      ","582-01-00202","700900-000000012","SHACKLE, TOWING PAD, 1-3/4"" ","1","1","07/02/2018","90","04/03/2018"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8019","483","582","      ","582-01-S0001","700022-000000001","PAD, AFT TOWING, PORTABLE   ","1","1","07/02/2018","60","05/03/2018"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","23681.54","23681.54"
"8019","483","582","      ","582-01-S0002","700022-000000003","PAD, FWD TOWING, STEEL      ","1","1","07/02/2018","60","05/03/2018"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","2601","2601"
"8019","483","583","      ","583-01-000S2","500702030000-001","RACK, HOSE, , 1/4"" THK AL   ","1","1","07/29/2017","123","03/28/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","169.67","169.67"
"8019","483","583","      ","583-01-000S4","727316-000000001","STAPLE ASSY, ALUMINUM       ","2","2","10/30/2017","123","06/29/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","82.58","165.16"
"8019","483","583","      ","583-01-000S6","727316-000000002","FAB, SUB-ASSY S6, SAFETY    ","4","4","07/24/2017","123","03/23/2017"," EA   ","0","0","4"," No     ","10/28/2015","05/31/2017","94.51","378.04"
"8019","483","583","      ","583-01-000S9","727316-000000003","RACK, HOSE, JP-5, FAB IAW, A","1","1","11/06/2017","123","07/06/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","164.17","164.17"
"8019","483","583","      ","583-01-0027A","180100-000000001","FDN, BOAT CONT CAB, 2""X2""X1/","2","2","07/29/2017","180","01/30/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","34.25","68.5"
"8019","483","583","      ","583-01-0061A","727300-000000002","FAB, BACK-UP, SAFETY HARNESS","4","4","07/24/2017","123","03/23/2017"," EA   ","0","0","4"," No     ","10/28/2015","05/31/2017","65.42","261.68"
"8019","483","583","      ","583-01-0062A","727300-000000003","FAB, TRANSITION JOINT, SAFET","4","4","07/24/2017","123","03/23/2017"," EA   ","0","0","4"," No     ","10/28/2015","05/31/2017","22.88","91.52"
"8019","483","583","      ","583-01-0062B","727300-000000004","FAB, TRANSITION JOINT, SAFET","8","8","07/24/2017","123","03/23/2017"," EA   ","0","0","8"," No     ","10/28/2015","05/31/2017","34.42","275.36"
"8019","483","583","      ","583-01-0062C","727300-000000005","FAB, TRANSITION JOINT, SAFET","2","2","07/24/2017","123","03/23/2017"," EA   ","0","0","2"," No     ","10/28/2015","05/31/2017","91.58","183.16"
"8019","483","583","      ","583-01-00S10","500702030000-003","JP-5 HOSE RACK STAPLE, FAB I","1","1","08/12/2017","123","04/11/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","169.97","169.97"
"8019","483","583","      ","583-02-000S1","SRV524-030500002","LIFERAFT CRADLES,IN ACCORDAN","4","4","08/12/2017","123","04/11/2017"," LO   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
