"Buyer","Project","SWBS","Cont Supp","Item","LinkedSPN","Description","Original SMOS  Qty","Remaining SMOS  Qty","In Yard Due Date","Lead time","Planned Order Date","UOM","Cust Item On Hand","Cust Item On Order","Cust Item Shortage","On Hold","Entered On Date","Last Mod Date","Last Price","Expected Amount"
"8022","483","651","      ","651-01-0071G","110600-000000017","BACKING BAR, 11 GA, SST 304 ","1","1","04/07/2017","123","12/05/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-0072A","100700-000000004","DECK PAD, IAW DET 1-24-1B   ","4","4","04/07/2017","123","12/05/2016"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-0073A","583401000000-003","SLIP JOINT, IAW DET 1-25-2A ","2","2","06/19/2017","123","02/16/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-0073B","583401000000-004","SLIP JOINT, IAW DET 1-25-1A ","8","8","07/31/2017","123","03/30/2017"," EA   ","0","0","8"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-0073D","583401000000-005","SLIP JOINT, IAW DET 1-29-2B ","1","1","07/31/2017","180","02/01/2017"," EA   ","0","0","1"," No     ","12/04/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-0073E","583401000000-006","SLIP JOINT, IAW DET 1-29-1A ","1","1","07/31/2017","180","02/01/2017"," EA   ","0","0","1"," No     ","12/04/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-0073F","583401000000-007","SLIP JOINT, IAW DET 1-29-2A ","1","1","07/31/2017","180","02/01/2017"," EA   ","0","0","1"," No     ","12/04/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-0074A","100700-000000005","DECK PAD, IAW DET 1-24-2B   ","24","24","05/22/2017","180","11/23/2016"," EA   ","0","0","24"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-0074C","100700-000000006","MOUNTING PAD, MIXER, IAW DET","4","4","04/07/2017","123","12/05/2016"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-0082A","733300-000000001","COVER, ACCESS, IAW DET 1-23-","1","1","12/13/2017","123","08/12/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-0082D","725818-000000007","SWAYBRACE, MICROWAVE SHELF, ","1","1","06/05/2017","123","02/02/2017"," EA   ","0","0","1"," No     ","02/16/2016","05/31/2017","0","0"
"8022","483","651","      ","651-01-0082E","733300-000000002","COVER, ACCESS, 18 GA, SST 30","1","1","12/13/2017","123","08/12/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-00S10","180100-000000053","FDN, LOCKER, IAW DET 1-8-2B ","2","2","04/07/2017","123","12/05/2016"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-00S11","180100-000000055","FDN, PROJECTOR MOUNT, IAW DE","1","1","04/07/2017","123","12/05/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-00S12","180100-000000057","FDN, GALLEY HOOD, IAW DET 1-","1","1","04/07/2017","123","12/05/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-00S12","180100-000000057","FDN, GALLEY HOOD, IAW DET 1-","1","1","04/07/2017","123","12/05/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-00S13","725400-000000007","MTG CLIP, IAW DET 1-9-2A    ","8","8","06/05/2017","123","02/02/2017"," EA   ","0","0","8"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-00S14","730100-000000001","LEGS, MICROWAVE, IAW DET 1-2","36","36","01/18/2017","123","09/17/2016"," EA   ","0","0","36"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-00S16","730100-000000005","FND, WATER WASH PANEL, FAB  ","4","4","12/13/2017","123","08/12/2017"," EA   ","0","0","4"," No     ","09/09/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-00S17","180312-000000001","STOP, COUNTER, BEVERAGE TRAY","5","5","04/07/2017","123","12/05/2016"," EA   ","0","0","5"," No     ","09/09/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-00S18","180100-000000412","FND, WATER WASH PANEL, FAB  ","2","2","04/07/2017","123","12/05/2016"," EA   ","0","0","2"," No     ","07/09/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-00S19","180100-000000413","FND, WATER WASH PANEL, FAB  ","2","2","04/07/2017","123","12/05/2016"," EA   ","0","0","2"," No     ","07/09/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-00S20","732401-000000002","CASING, TRAY DISPENSER, SS 3","1","1","12/13/2017","123","08/12/2017"," EA   ","0","0","1"," No     ","09/09/2015","05/31/2017","0","0"
"8022","483","651","      ","651-01-G032A","730301-000000001","DISPENSER, CARBONATED BEVERA","1","1","12/13/2017","123","08/12/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","652","      ","652-01-00002","780600000000-002","LOCKER, MEDICAL, PORTABLE   ","1","1","01/18/2017","120","09/20/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","652","      ","652-01-00016","780600000000-001","FIRST AID BOX, SHALL BE IAW ","1","1","01/18/2017","120","09/20/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-01-00003","780800-000000018","STOWAGE CONTAINER, EEBD, SHA","2","2","01/18/2017","120","09/20/2016"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00002","710130020038-004","BOLT, HEX HD, 1/2""-13UNC-2A ","24","24","01/18/2017","14","01/04/2017"," EA   ","0","0","24"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00003","710202020000-003","NUT, HEXAGON, 1/2""-13UNC-2B ","36","36","01/18/2017","14","01/04/2017"," EA   ","0","0","36"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00016","710830000030-006","WASHER, FLAT, 1/2"" NOM, STEE","36","36","01/18/2017","14","01/04/2017"," EA   ","0","0","36"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00017","710130020038-005","BOLT, HEX HD, 1/2-13UNC-2A, ","12","12","01/18/2017","14","01/04/2017"," EA   ","0","0","12"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00023","704300-000000024","STRAP, 2"" WIDE, 26"" LG, WIRE","4","4","01/18/2017","123","09/17/2016"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","49.27","197.08"
"8022","483","664","      ","664-02-0008M","100401-000000011","PLATE, PATCH, SQUARE SIZE 1 ","4","4","01/18/2017","123","09/17/2016"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-0008N","100401-000000012","PLATE, PATCH, SQUARE SIZE 2 ","4","4","01/18/2017","123","09/17/2016"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-0008P","100401-000000013","PLATE, PATCH, SQUARE SIZE 3 ","4","4","01/18/2017","123","09/17/2016"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-0008R","100401-000000014","PLATE, PATCH, SQUARE SIZE 4 ","4","4","01/18/2017","123","09/17/2016"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-0008T","100401-000000015","PLATE, PATCH, ROUND, SIZE 1 ","4","4","01/18/2017","123","09/17/2016"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-0008U","100401-000000016","PLATE, PATCH, ROUND, SIZE 2 ","4","4","01/18/2017","123","09/17/2016"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-0008V","100401-000000017","PLATE, PATCH, ROUND, SIZE 3 ","4","4","01/18/2017","123","09/17/2016"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-0008W","100401-000000018","PLATE, PATCH, ROUND, SIZE 4 ","4","4","01/18/2017","123","09/17/2016"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-000S5","780804-000000001","STOWAGE, ASSY, PLATE PATCH  ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-000S6","727330-000000006","STAPLE ASSY, IAW DET 1-11-2A","2","2","01/18/2017","123","09/17/2016"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00119","780800-000000004","SCBA STWG, MDL-12           ","7","7","01/18/2017","77","11/02/2016"," EA   ","0","0","7"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00121","780600-000000006","LOCKER, SCBA STOWAGE, MDL-7 ","1","1","01/18/2017","120","09/20/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00123","780600-000000008","LOCKER, TRAINING SCBA STOWAG","1","1","01/18/2017","120","09/20/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00129","713035022116-002","BOLT, HEX, SLF-LKG 3/8-16UNC","8","8","01/18/2017","42","12/07/2016"," EA   ","0","0","8"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00130","780808-000000001","LOCKER, STOWAGE, FOR EEBD   ","1","1","01/18/2017","120","09/20/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00138","713035022100-001","BOLT, HEX, SLF-LKG 3/8-16UNC","28","28","01/18/2017","42","12/07/2016"," EA   ","0","0","28"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00145","780800-000000006","PORTABLE SUB-PUMP STOWAGE   ","2","2","01/18/2017","123","09/17/2016"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00162","704100-000000007","STRAP, 24-1/4"" OVERALL LG, P","2","2","12/06/2017","30","11/06/2017"," EA   ","0","0","2"," No     ","02/18/2016","05/31/2017","0","0"
"8022","483","664","      ","664-02-00170","780600-000000001","LOCKER, SCBA STOWAGE, MDL-9N","1","1","01/18/2017","120","09/20/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-0091K","723100-000000007","BACK-UP, TIE-DOWN STAPLE, CR","1","1","06/05/2017","180","12/07/2016"," EA   ","0","0","1"," No     ","02/18/2016","05/31/2017","0","0"
"8022","483","664","      ","664-02-00S19","100401-000000019","PLATE PATCH, HINGED, SIZE 1,","4","4","01/18/2017","123","09/17/2016"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00S20","100401-000000020","PLATE PATCH, HINGED, SIZE 2,","4","4","01/18/2017","123","09/17/2016"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00S21","100401-000000021","PLATE PATCH, HINGED, SIZE 3,","4","4","01/18/2017","123","09/17/2016"," EA   ","0","0","4"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00S26","780802-000000010","ENCLOSURE, P-100 PUMP       ","1","1","01/18/2017","14","01/04/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00S59","780802-000000005","RACK, STOWAGE, BATTLE HELMET","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00S70","090300-000000042","BOX PATCH, SIZE 1, SUPPLIED ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00S71","780802-000000012","BOX PATCH, SIZE 2, SUPPLIED ","1","1","01/18/2017","14","01/04/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00S72","090300-000000039","BOX PATCH, SIZE 3, DWG NO.  ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00S83","090300-000000041","JUBILEE PIPE PATCH, TWO PC, ","2","2","04/20/2017","0","04/20/2017"," EA   ","0","0","2"," No     ","12/15/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00S84","090300-000000040","JUBILEE PIPE PATCH, ONE PC, ","2","2","04/20/2017","0","04/20/2017"," EA   ","0","0","2"," No     ","12/15/2015","05/31/2017","0","0"
"8022","483","664","      ","664-02-00S85","780409-000000004","STWG, PLATE PATCH, 1/4"", ALU","1","1","12/13/2017","180","06/16/2017"," EA   ","0","0","1"," No     ","02/18/2016","05/31/2017","0","0"
"8022","483","664","      ","664-02-00S86","780409-000000005","STWG, JUBILEE PATCH, 1/4"", A","1","1","12/13/2017","180","06/16/2017"," EA   ","0","0","1"," No     ","02/18/2016","05/31/2017","0","0"
"8022","483","671","      ","671-94-0004N","180100-000000054","BRACKET, LITTER LOWER STWG  ","1","1","01/18/2017","240","05/23/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","671","      ","671-94-000S4","180100-000000110","FDN FEXT                    ","2","2","01/18/2017","123","09/17/2016"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","671","      ","671-94-000S5","180100-000000111","STAPLE ASSEMBLY             ","18","18","01/18/2017","123","09/17/2016"," EA   ","0","0","18"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","671","      ","671-94-000S6","180100-000000112","BRACKET, LITTER STOWAGE     ","3","3","01/18/2017","123","09/17/2016"," EA   ","0","0","3"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","671","      ","671-94-000S7","180100-000000113","STOWAGE MEDICAL LOCKER      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","671","      ","671-94-000S7","180100-000000113","STOWAGE MEDICAL LOCKER      ","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","671","      ","671-94-000S8","180100-000000114","STAPLE ASSEMBLY             ","2","2","01/18/2017","123","09/17/2016"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","164","      ","164-01-00001-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","01/18/2017","60","11/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","314","      ","314-01-00005-L13","-L13","LIST, PREVENTATIVE MAINTENAN","1","1","12/06/2017","60","10/07/2017"," EA   ","0","0","1"," No     ","04/20/2017","05/31/2017","0","0"
"8022","483","314","      ","314-01-00005-L17","-L17","LIST, SPECIAL TOOLS         ","1","1","12/06/2017","60","10/07/2017"," EA   ","0","0","1"," No     ","04/20/2017","05/31/2017","0","0"
"8022","483","314","      ","314-01-00005-L19","-L19","LIST, SPECIAL TEST EQUIPMENT","1","1","12/06/2017","60","10/07/2017"," EA   ","0","0","1"," No     ","04/20/2017","05/31/2017","0","0"
"8022","483","314","      ","314-01-00005-L35","-L35","LIST OF VENDOR DRAWINGS     ","1","1","12/06/2017","60","10/07/2017"," EA   ","0","0","1"," No     ","04/20/2017","05/31/2017","0","0"
"8022","483","314","      ","314-01-00005-L36","-L36","DATA, RELIABILITY REQUIREMEN","1","1","12/06/2017","60","10/07/2017"," EA   ","0","0","1"," No     ","04/20/2017","05/31/2017","0","0"
"8022","483","314","      ","314-01-00005-L37","-L37","DATA, LIFE CYCLE COST REQUIR","1","1","12/06/2017","60","10/07/2017"," EA   ","0","0","1"," No     ","04/20/2017","05/31/2017","0","0"
"8022","483","314","      ","314-01-00005-L48","-L48","TESTING, SHOCK, IAW APPENDIX","1","1","12/06/2017","60","10/07/2017"," EA   ","0","0","1"," No     ","04/20/2017","05/31/2017","0","0"
"8022","483","314","      ","314-01-00005-L52","-L52","TESTING, NOISE AND VIBRATION","1","1","12/06/2017","60","10/07/2017"," EA   ","0","0","1"," No     ","04/20/2017","05/31/2017","0","0"
"8022","483","314","      ","314-01-00005-L56","-L56","SHOCK EXTENSION APPROVAL    ","1","1","12/06/2017","60","10/07/2017"," EA   ","0","0","1"," No     ","04/20/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-00001-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","01/29/2018","60","11/30/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","512","      ","512-01-00003-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","01/29/2018","60","11/30/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","512","      ","512-01-00005-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","01/29/2018","60","11/30/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","512","      ","512-01-00008-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","01/29/2018","60","11/30/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","512","      ","512-01-00026-L50","-L50","CERTIFICATES, CONSTRUCTION  ","1","1","01/29/2018","60","11/30/2017"," LO   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","512","      ","512-01-0F32B-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","01/18/2017","60","11/19/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","512","      ","512-01-0V07B-S00","-S00","DAMPER, SHUT OFF, MANUAL, 9""","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-0V08B-S00","-S00","DAMPER, SHUT OFF, MANUAL, 10","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-0V30B-S00","-S00","DAMPER, SHUT OFF, MANUAL 9X9","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-0V31B-S00","-S00","DAMPER, SHUT OFF, AUTO, 16"" ","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-0V33B-S00","-S00","DAMPER, SHUT OFF, AUTO, 45X2","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-0V37B-S00","-S00","DAMPER, SHUT OFF, AUTO, 45X2","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-0V86B-S00","-S00","DAMPER, SHUT OFF, MANUAL, 14","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V105B-S00","-S00","DAMPER, SHUT OFF, AUTO, 17X1","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V112B-S00","-S00","DAMPER, SHUT OFF, AUTO, 16"" ","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V113B-S00","-S00","DAMPER, SHUT OFF, AUTO, 16"" ","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V114B-S00","-S00","DAMPER, SHUT OFF, AUTO, 16"" ","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V115B-S00","-S00","DAMPER, SHUT OFF, AUTO, 32X1","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V116B-S00","-S00","DAMPER, SHUT OFF, AUTO, 32X1","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V117B-S00","-S00","DAMPER, SHUT OFF, AUTO, 40X1","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V118B-S00","-S00","DAMPER, SHUT OFF, AUTO, 40X1","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V119B-S00","-S00","DAMPER, SHUT OFF, AUTO, 38X1","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V120B-S00","-S00","DAMPER, SHUT OFF, AUTO, 32X2","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V147B-S00","-S00","DAMPER, SHUT OFF, AUTO, 10X1","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V148B-S00","-S00","DAMPER, SHUT OFF, AUTO, 14X1","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V152B-S00","-S00","DAMPER, SHUT OFF, AUTO, 16X1","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V153B-S00","-S00","DAMPER, SHUT OFF, AUTO, 15X6","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V154B-S00","-S00","DAMPER, SHUT OFF, AUTO, 15X6","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V155B-S00","-S00","DAMPER, SHUT OFF, AUTO, 20"" ","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V156B-S00","-S00","DAMPER, SHUT OFF, AUTO, 20"" ","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V157B-S00","-S00","DAMPER, SHUT OFF, AUTO, 5""  ","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V158B-S00","-S00","DAMPER, SHUT OFF, AUTO, 5""  ","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-01-V159B-S00","-S00","DAMPER, SHUT OFF, AUTO, 5""  ","1","1","12/06/2017","123","08/05/2017"," EA   ","0","0","1"," No     ","05/26/2017","05/31/2017","0","0"
"8022","483","512","      ","512-88-00344-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","06/12/2017","60","04/13/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","512","      ","512-88-00344-L31","-L31","CERTIFICATE, CALIBRATABLE   ","1","1","06/12/2017","60","04/13/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","512","      ","512-88-00A02-800","602823-000000003","FLANGE, THRD, DIN 80, BRONZE","2","2","06/24/2017","105","03/11/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","512","      ","512-88-00A02-801","602823-000000004","FLANGE, MATING, DIN 80, BRON","2","2","06/24/2017","105","03/11/2017"," EA   ","0","0","2"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","533","      ","533-01-E0006-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","12/13/2017","60","10/14/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","533","      ","533-01-E0006-L31","-L31","CERTIFICATE, CALIBRATABLE   ","1","1","12/13/2017","60","10/14/2017"," EA   ","0","0","1"," No     ","03/14/2016","05/31/2017","0","0"
"8022","483","542","      ","542-01-M0005-L26","-L26","CERTIFICATE, IDENTICALITY   ","1","1","05/27/2017","60","03/28/2017"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","555","      ","555-01-H0001-L50","-L50","CERTIFICATES, CONSTRUCTION  ","1","1","05/22/2017","60","03/23/2017"," LO   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","555","      ","555-01-H0002-L50","-L50","CERTIFICATES, CONSTRUCTION  ","1","1","05/22/2017","60","03/23/2017"," LO   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","555","      ","555-01-H0002-L50","-L50","CERTIFICATES, CONSTRUCTION  ","1","1","05/22/2017","60","03/23/2017"," LO   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0001-L11","-L11","CERTIFICATES, REGULATORY BOD","1","1","01/18/2017","60","11/19/2016"," LO   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-BCY","SRV525-030600005","MOD 811 INSTALL HULL INSULAT","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-BGF","SRV525-030600006","GRAND MOD 710 INSTALL HULL I","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-BJE","SRV525-030600007","GRAND MOD 711 INSTALL HULL I","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-CAY","SRV525-030600008","MOD 821 INSTALL HULL INSULAT","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-CEE","SRV525-030600009","GRAND MOD 720 INSTALL HULL I","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-DDE","SRV525-030600010","GRAND MOD 730 INSTALL HULL I","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
"8022","483","635","      ","635-00-V0002-DEU","SRV525-030600011","MOD 834 INSTALL HULL INSULAT","1","1","01/18/2017","123","09/17/2016"," EA   ","0","0","1"," No     ","08/07/2015","05/31/2017","0","0"
