"SWBS","Item#","Desc.","UOM","Qty","Unit Cost","Ext. Cost","","","","","","",""
"180","180-97-00100","CAPSCREW, 7/8-9 UNC-2A x 2-1/2","EA ","40","$2.13","$85.18","","","","","","",""
"180","180-97-00101","CAPSCREW, 5/8-11 UNC-2A x 2"" L","EA ","16","$0.60","$9.57","","","","","","",""
"180","180-97-00102","STUD, WELD, 1/2""-13UNC-2A x 1-","EA ","2","$42.30","$84.61","","","","","","",""
"180","180-97-00103","NUT, HEX, SLF LKG, 1/2""-13UNC-","EA ","2","$42.30","$84.61","","","","","","",""
"180","180-97-00104","BOLT, HH, SLFLKG, 1-1/4""-7UNC-","EA ","2","$296.30","$592.60","","","","","","",""
"180","180-97-00105","WASHER,FLAT,1-1/4""NOM K-MONEL ","EA ","2","$246.40","$492.80","","","","","","",""
"180","180-97-00107","PIN, QUICK RELEASE, RING GRIP,","EA ","1","$14.53","$14.53","","","","","","",""
"180","180-97-00108","BOLT, HEX HD, 1-1/4""-7UNC-2A x","EA ","6","$441.47","$2,648.79","","","","","","",""
"180","180-97-00109","CAPSCREW, 3/4-10 UNC-2A x 3"" L","EA ","20","$11.24","$224.70","","","","","","",""
"180","180-97-00110","CAPSCREW, 5/8-11 UNC-2A x 1-3/","EA ","16","$0.99","$15.90","","","","","","",""
"180","180-97-00111","CAPSCREW, 5/16-18 UNC-2A x 1-1","EA ","12","$0.12","$1.46","","","","","","",""
"180","180-97-00112","CAPSCREW, 1/4-20 UNC-2A x 5/8""","EA ","4","$0.57","$2.28","","","","","","",""
"180","180-97-00113","WASHER, FLAT, 5/16"", STL. IAW ","EA ","8","$0.04","$0.32","","","","","","",""
"180","180-97-00114","BOLT, HEX HD, M12-1.75P x 2"" G","EA ","8","$0.81","$6.49","","","","","","",""
"180","180-97-00115","RATCHET STRAP, 2""LG HANDLE, FL","EA ","3","$10.14","$30.42","","","","","","",""
"180","180-97-00116","CAPSCREW, 3/4-10 UNC-2A x 1-3/","EA ","8","$1.67","$13.38","","","","","","",""
"180","180-97-00117","CAPSCREW, 3/4-10 UNC-2A x 2-1/","EA ","6","$5.78","$34.68","","","","","","",""
"180","180-97-00118","CAPSCREW, 1/4-20 UNC-2A x 1"" L","EA ","8","$5.36","$42.91","","","","","","",""
"180","180-97-00119","FLAT HEAD SOCKET CAPSCREW, 3/8","EA ","8","$11.15","$89.23","","","","","","",""
"180","180-97-00120","NUT, SLFLKG, 1/4-20 UNJC-3B, H","EA ","8","$0.35","$2.84","","","","","","",""
"180","180-97-00121","WASHER, FLAT, 1/4"", CRES 316, ","EA ","8","$0.03","$0.24","","","","","","",""
"180","180-97-00122","CAPSCREW, 1/4-20 UNC-2A x 1-1/","EA ","8","$0.12","$0.97","","","","","","",""
"180","180-97-00123","BOLT, HEX HD, SLFLKG, 1/2""-13U","EA ","18","$39.39","$709.09","","","","","","",""
"180","180-97-00124","BOLT, HEX HD, 1-1/2""-8UNC-2A x","EA ","16","$35.28","$564.43","","","","","","",""
"180","180-97-00125","NUT, HEX, SLFLKG, 1-1/2""-8UNJC","EA ","20","$49.86","$997.17","","","","","","",""
"180","180-97-00126","WASHER, FLAT, 1-1/2"" NOM      ","EA ","32","$2.13","$68.14","","","","","","",""
"180","180-97-00130","CAPSCREW, 3/8-16 UNC-2A x 1-3/","EA ","31","$5.10","$158.11","","","","","","",""
"180","180-97-00131","NUT, SLFLKG, 1/4-20 UNJC-3B,  ","EA ","18","$0.29","$5.29","","","","","","",""
"180","180-97-00132","NEOPRENE, 1/8"" THICK X 2"" W X ","EA ","4","$4.61","$18.45","","","","","","",""
"180","180-97-00133","WASHER, FLAT, 1/4"", STL. IAW A","EA ","8","$0.03","$0.24","","","","","","",""
"180","180-97-00134","THREADED INSERT, HELICAL, 1/2""","EA ","18","$8.93","$160.80","","","","","","",""
"180","180-97-00136","CAPSCREW, 3/8-16 UNC-2A x 1-1/","EA ","13","$1.10","$14.24","","","","","","",""
"180","180-97-00137","NUT, SLFLKG, 3/8-16 UNJC-3B, H","EA ","13","$0.65","$8.44","","","","","","",""
"180","180-97-00138","WASHER, FLAT, 3/8"", STL. IAW A","EA ","20","$0.04","$0.81","","","","","","",""
"180","180-97-00139","CAPSCREW, 1/2-13 UNC-2A x 1-1/","EA ","4","$0.50","$1.99","","","","","","",""
"180","180-97-00140","CAPSCREW, 1/2-13 UNC-2A x 1-3/","EA ","18","$0.32","$5.84","","","","","","",""
"180","180-97-00141","CAPSCREW, 1/2-13 UNC-2A x 1-1/","EA ","18","$0.50","$8.94","","","","","","",""
"180","180-97-00142","SQUARE BEVELED WASHER, FLAT, 1","EA ","88","$0.61","$53.54","","","","","","",""
"180","180-97-00143","CAPSCREW, 1/2-13 UNC-2A x 2-1/","EA ","112","$0.51","$56.78","","","","","","",""
"180","180-97-00144","NUT, SLFLKG, 1/2-13 UNJC-3B,  ","EA ","88","$0.96","$84.77","","","","","","",""
"180","180-97-00145","WASHER, FLAT, 1/2"", STL. IAW A","EA ","88","$0.05","$4.46","","","","","","",""
"180","180-97-00146","CAPSCREW, 3/8-16 UNC-2A x 1-1/","EA ","12","$0.14","$1.70","","","","","","",""
"180","180-97-00147","NUT, SLFLKG, 3/8-16 UNJC-3B,  ","EA ","8","$1.92","$15.33","","","","","","",""
"180","180-97-00148","BOLT, HEX HD, 5/8""-11UNC-2A X ","EA ","48","$0.91","$43.80","","","","","","",""
"180","180-97-00149","BOLT, HEX HD, 3/4""-10UNC-2A X ","EA ","10","$1.52","$15.21","","","","","","",""
"180","180-97-00150","BOLT, HEX HD, 3/4""-10UNC-2A X ","EA ","26","$1.77","$46.14","","","","","","",""
"180","180-97-00151","NUT, HEX, SLFLKG, 3/4""-10UNJC-","EA ","38","$0.81","$30.83","","","","","","",""
"180","180-97-00152","WASHER, FLAT, 3/4"", STL, ZINC ","EA ","72","$0.20","$14.60","","","","","","",""
"180","180-97-00153","CAPSCREW, 3/8-16 UNC-2A x 1"" L","EA ","4","$2.11","$8.44","","","","","","",""
"180","180-97-00154","CAPSCREW, 3/4-10 UNC-2A x 1-1/","EA ","8","$1.44","$11.52","","","","","","",""
"180","180-97-00155","CAPSCREW, 7/16-14 UNC-2A x 2"" ","EA ","16","$5.78","$92.48","","","","","","",""
"180","180-97-00156","NUT, SLFLKG, 7/16-14 UNJC-3B, ","EA ","16","$1.55","$24.82","","","","","","",""
"180","180-97-00157","WASHER, FLAT, 7/16"", CRES 316,","EA ","8","$3.24","$25.96","","","","","","",""
"180","180-97-00158","CAPSCREW, 3/8-16 UNC-2A x 1-1/","EA ","8","$0.14","$1.14","","","","","","",""
"180","180-97-00159","NUT, SLFLKG, 3/8-16 UNJC-3B,  ","EA ","8","$1.92","$15.33","","","","","","",""
"180","180-97-00160","WASHER, FLAT, 3/8"", STL. IAW A","EA ","8","$0.04","$0.32","","","","","","",""
"180","180-97-00161","WASHER, SQ.FLAT 2""x2"", 1/4""THK","EA ","30","$1.01","$30.42","","","","","","",""
"180","180-97-00162","CAPSCREW, 1/4-20 UNC-2A x 1"" L","EA ","8","$4.01","$32.04","","","","","","",""
"180","180-97-00163","NEOPRENE, 1/8"" THICK X 2"" W, N","SF ","4","$1.22","$4.87","","","","","","",""
"180","180-97-00301","NUT, HEX, SLFLKG, 3/8""-16UNJC-","EA ","18","$0.61","$10.95","","","","","","",""
"180","180-98-00001","CAPSCREW, 1/2-13 UNC-2A x 1-3/","EA ","48","$0.32","$15.58","","","","","","",""
"180","180-98-00002","NUT, SLFLKG, 1/2-13 UNJC-3B,  ","EA ","90","$0.96","$86.70","","","","","","",""
"180","180-98-00003","WASHER, FLAT, 1/2"", STL. IAW A","EA ","108","$0.08","$8.76","","","","","","",""
"180","180-98-00004","CAPSCREW, 1/2-13 UNC-2A x 1-1/","EA ","28","$0.50","$13.91","","","","","","",""
"180","180-98-00005","CAPSCREW, 3/4-10 UNC-2A x 2-3/","EA ","4","$1.73","$6.94","","","","","","",""
"180","180-98-00006","NUT, SLFLKG, 3/4-10 UNJC-3B,  ","EA ","14","$1.92","$26.83","","","","","","",""
"180","180-98-00007","WASHER, FLAT, 3/4"", STL. IAW A","EA ","21","$0.19","$4.05","","","","","","",""
"180","180-98-00008","CAPSCREW, 1/2-13 UNC-2A x 2"" L","EA ","14","$0.50","$6.96","","","","","","",""
"180","180-98-00009","CAPSCREW, 7/16-14 UNC-2A x 1-1","EA ","8","$1.67","$13.38","","","","","","",""
"180","180-98-00010","NUT, SLFLKG, 7/16-14 UNJC-3B, ","EA ","20","$1.29","$25.76","","","","","","",""
"180","180-98-00011","WASHER, FLAT, 7/16"", STL. IAW ","EA ","20","$0.07","$1.42","","","","","","",""
"180","180-98-00012","CAPSCREW, 3/8-16 UNC-2A x 1-1/","EA ","48","$0.14","$6.81","","","","","","",""
"180","180-98-00013","NUT, SLFLKG, 3/8-16 UNJC-3B,  ","EA ","154","$1.92","$295.13","","","","","","",""
"180","180-98-00014","WASHER, FLAT, 3/8"", STL. IAW A","EA ","284","$0.04","$11.52","","","","","","",""
"180","180-98-00015","CAPSCREW, 1/4-20 UNC-2A x 1-1/","EA ","4","$3.80","$15.21","","","","","","",""
"180","180-98-00016","NUT, SLFLKG, 1/4-20 UNJC-3B,  ","EA ","4","$0.29","$1.18","","","","","","",""
"180","180-98-00017","WASHER, FLAT, 1/4"", STL. IAW A","EA ","8","$0.03","$0.24","","","","","","",""
"180","180-98-00018","CAPSCREW, 5/8-11 UNC-2A x 1-1/","EA ","4","$4.28","$17.12","","","","","","",""
"180","180-98-00019","NUT, SLFLKG, 5/8-11 UNJC-3B, H","EA ","41","$3.80","$155.90","","","","","","",""
"180","180-98-00020","WASHER, FLAT, 5/8"", CRES 316, ","EA ","41","$0.26","$10.81","","","","","","",""
"180","180-98-00021","CAPSCREW, 3/4-10 UNC-2A x 3"" L","EA ","4","$2.32","$9.29","","","","","","",""
"180","180-98-00022","CAPSCREW, 1/2-13 UNC-2A x 1-3/","EA ","12","$0.32","$3.89","","","","","","",""
"180","180-98-00023","CAPSCREW, 5/16-18 UNC-2A x 1"" ","EA ","8","$0.29","$2.35","","","","","","",""
"180","180-98-00024","NUT, SLFLKG, 5/16-18 UNJC-3B, ","EA ","32","$0.18","$5.84","","","","","","",""
"180","180-98-00025","WASHER, FLAT, 5/16"", STL. IAW ","EA ","32","$0.04","$1.30","","","","","","",""
"180","180-98-00026","CAPSCREW, 1/2-20UNF-2A X 2"" LG","EA ","8","$80.41","$643.28","","","","","","",""
"180","180-98-00027","NUT, SLF-LKG, 1/2-20UNJF-3B,  ","EA ","12","$111.95","$1,343.35","","","","","","",""
"180","180-98-00028","BOLT, HEX HD, M8 x 1.25 x 16MM","EA ","4","$1.01","$4.06","","","","","","",""
"180","180-98-00029","CAPSCREW, 3/8-16UNC-2A x 3"" LG","EA ","32","$42.49","$1,359.57","","","","","","",""
"180","180-98-00030","NUT, SLFLKG, 3/8-16UNJC-3B,  H","EA ","64","$76.05","$4,867.20","","","","","","",""
"180","180-98-00031","WASHER, FLAT, 3/8"", K-MONEL IA","EA ","128","$5.85","$748.90","","","","","","",""
"180","180-98-00033","NUT, SLFLKG, 1/2-13UNJC-3B,  H","EA ","24","$102.30","$2,455.26","","","","","","",""
"180","180-98-00034","WASHER, FLAT, 1/2"", K-MONEL IA","EA ","48","$21.55","$1,034.28","","","","","","",""
"180","180-98-00035","WASHER, FLAT, M8 NOM ASTM F486","EA ","4","$0.15","$0.61","","","","","","",""
"180","180-98-00036","CAPSCREW, 1/2-13 UNC-2A x 2-1/","EA ","16","$3.83","$61.33","","","","","","",""
"180","180-98-00037","NUT, SLFLKG, 1/2-13 UNJC-3B, H","EA ","44","$2.13","$93.69","","","","","","",""
"180","180-98-00038","WASHER, FLAT, 1/2"", CRES 316, ","EA ","236","$0.16","$38.29","","","","","","",""
"180","180-98-00039","CAPSCREW, 1/4-20 UNC-2A x 1-1/","EA ","12","$7.28","$87.37","","","","","","",""
"180","180-98-00040","NUT, SLFLKG, 1/4-20 UNJC-3B, H","EA ","38","$0.35","$13.49","","","","","","",""
"180","180-98-00041","WASHER, FLAT, 1/4"", CRES 316, ","EA ","56","$0.03","$1.70","","","","","","",""
"180","180-98-00042","CAPSCREW, 5/16-18 UNC-2A x 1-1","EA ","4","$3.20","$12.82","","","","","","",""
"180","180-98-00043","NUT, SLFLKG, 5/16-18 UNJC-3B, ","EA ","44","$0.45","$19.63","","","","","","",""
"180","180-98-00044","WASHER, FLAT, 5/16"", CRES 316,","EA ","48","$0.05","$2.43","","","","","","",""
"180","180-98-00045","CAPSCREW, 1/4-20 UNC-2A x 2"" L","EA ","8","$1.47","$11.76","","","","","","",""
"180","180-98-00046","CAP SCREW, 3/8-16 UNC-2A x 1"" ","EA ","8","$2.48","$19.87","","","","","","",""
"180","180-98-00047","CAPSCREW, 1/2-13 UNC-2A x 2-1/","EA ","16","$4.81","$76.90","","","","","","",""
"180","180-98-00048","CAPSCREW, 1/4-20 UNC-2A x 1-1/","EA ","8","$1.29","$10.30","","","","","","",""
"180","180-98-00049","NUT, SLFLKG, 1/4-20 UNJC-3B, H","EA ","8","$0.35","$2.84","","","","","","",""
"180","180-98-00050","WASHER, FLAT, 1/4"", CRES 316, ","EA ","20","$0.03","$0.61","","","","","","",""
"180","180-98-00052","CAPSCREW, 3/4-10 UNC-2A x 2-1/","EA ","42","$5.78","$242.75","","","","","","",""
"180","180-98-00053","CAPSCREW, SOCKET HD, NO. 10-32","EA ","16","$2.58","$41.21","","","","","","",""
"180","180-98-00054","NUT, SLFLKG, NO. 10-32,  HEX, ","EA ","16","$2.46","$39.42","","","","","","",""
"180","180-98-00055","WASHER, FLAT, NO. 10 (0.190 DI","EA ","36","$20.34","$732.27","","","","","","",""
"180","180-98-00056","NUT, SLFLKG, 3/4-10 UNJC-3B, H","EA ","30","$5.32","$159.71","","","","","","",""
"180","180-98-00057","WASHER, FLAT, 3/4"", CRES 316, ","EA ","60","$0.71","$42.59","","","","","","",""
"180","180-98-00058","CAPSCREW, 7/16-14 UNC-2A x 2"" ","EA ","4","$5.78","$23.12","","","","","","",""
"180","180-98-00059","NUT, SLFLKG, 7/16-14 UNJC-3B, ","EA ","24","$1.55","$37.23","","","","","","",""
"180","180-98-00060","WASHER, FLAT, 7/16"", CRES 316,","EA ","48","$3.24","$155.75","","","","","","",""
"180","180-98-00061","CAPSCREW, 3/8-16 UNC-2A x 1-1/","EA ","80","$1.10","$87.61","","","","","","",""
"180","180-98-00062","NUT, SLFLKG, 3/8-16 UNJC-3B, H","EA ","150","$0.65","$97.34","","","","","","",""
"180","180-98-00063","WASHER, FLAT, 3/8"", CRES 316, ","EA ","225","$0.06","$13.69","","","","","","",""
"180","180-98-00064","CAPSCREW, 5/8-11 UNC-2A x 2"" L","EA ","12","$9.51","$114.14","","","","","","",""
"180","180-98-00065","CAPSCREW, 7/16-14 UNC-2A x 1-1","EA ","20","$6.49","$129.79","","","","","","",""
"180","180-98-00066","CAPSCREW, 5/8-11 UNC-2A x 2-1/","EA ","12","$10.39","$124.72","","","","","","",""
"180","180-98-00067","CAPSCREW, 1/4-20 UNC-2A x 1"" L","EA ","16","$5.36","$85.82","","","","","","",""
"180","180-98-00068","CAPSCREW, 3/8-16 UNC-2A x 2"" L","EA ","80","$0.30","$24.34","","","","","","",""
"180","180-98-00069","CAPSCREW, 5/16-18 UNC-2A x 2"" ","EA ","24","$0.96","$23.12","","","","","","",""
"180","180-98-00070","SCREW, MACHINE, HEX HD, NO. 10","EA ","48","$33.92","$1,628.08","","","","","","",""
"180","180-98-00071","WASHER, FLAT, NO. 10 (0.190""),","EA ","56","$2.98","$166.94","","","","","","",""
"180","180-98-00072","CAPSCREW, 5/16-18 UNC-2A x 1-1","EA ","8","$0.12","$0.97","","","","","","",""
"180","180-98-00073","CAPSCREW, 5/8-11 UNC-2A x 2"" L","EA ","4","$0.60","$2.39","","","","","","",""
"180","180-98-00074","NUT, SLFLKG, 5/8-11 UNJC-3B,  ","EA ","9","$1.19","$10.68","","","","","","",""
"180","180-98-00075","WASHER, FLAT, 5/8"", STL. IAW A","EA ","13","$0.15","$1.98","","","","","","",""
"180","180-98-00076","CAPSCREW, 3/8-16 UNC-2A x 2"" L","EA ","34","$0.30","$10.34","","","","","","",""
"180","180-98-00077","CAPSCREW, 5/16-18 UNC-2A x 1-3","EA ","4","$7.42","$29.69","","","","","","",""
"180","180-98-00078","CAPSCREW, 3/8-16 UNC-2A x 2"" L","EA ","8","$2.86","$22.88","","","","","","",""
"180","180-98-00079","CAPSCREW, 3/8-16 UNC-2A x 1-3/","EA ","32","$0.95","$30.50","","","","","","",""
"180","180-98-00080","CAPSCREW, 3/8-16 UNC-2A x 1-1/","EA ","34","$1.38","$46.89","","","","","","",""
"180","180-98-00081","CAP SCREW, 5/8-11 UNC-2A x 1-1","EA ","17","$11.24","$191.00","","","","","","",""
"180","180-98-00082","CAP SCREW, 1/2-13 UNC-2A x 1-3","EA ","8","$15.72","$125.74","","","","","","",""
"180","180-98-00083","CAPSCREW, 1/4-20 UNC-2A x 1"" L","EA ","8","$5.36","$42.91","","","","","","",""
"180","180-98-00085","BOLT, BUTTON HD, 3/8""-16UNC-2A","EA ","198","$1.77","$351.35","","","","","","",""
"180","180-98-00086","CAPSCREW, 3/8-16 UNC-2A x 1-1/","EA ","24","$0.08","$1.95","","","","","","",""
"180","180-98-00087","WASHER, FLAT, 3/8"" NOM        ","EA ","198","$0.42","$82.32","","","","","","",""
"180","180-98-00088","CAP SCREW, 1/2-13 UNC-2A x 2"" ","EA ","4","$15.92","$63.68","","","","","","",""
"180","180-98-00089","BOLT, REG HEX HD, 3/8-16UNC-2A","EA ","32","$1.77","$56.78","","","","","","",""
"180","180-98-00090","BOLT, STAINLESS STEEL 18-8, #1","EA ","8","$0.06","$0.49","","","","","","",""
"180","180-98-00092","CAPSCREW, 5/16-18 UNC-2A x 1"" ","EA ","4","$1.95","$7.79","","","","","","",""
"180","180-98-00093","CAPSCREW, 7/16-14 UNC-2A x 1-3","EA ","4","$1.66","$6.65","","","","","","",""
"180","180-98-00095","CAPSCREW, 1/2-13 UNC-2A x 3"" L","EA ","56","$2.38","$133.44","","","","","","",""
"180","180-98-00096","NUT, SLFLKG, 1/2-13 UNJC-3B, H","EA ","54","$2.13","$114.99","","","","","","",""
"180","180-98-00097","PL WASHER 2""x2""x1/4""W1/2""ID   ","EA ","30","$1.01","$30.42","","","","","","",""
"180","180-98-00098","NUT, SLFLKG, 1-8 UNJC-3B,   HE","EA ","8","$4.40","$35.21","","","","","","",""
"180","180-98-00099","WASHER, FLAT, 1"", STL. IAW AST","EA ","8","$0.34","$2.76","","","","","","",""
"180","180-98-00100","CAPSCREW, 5/16-18 UNC-2A x 1-3","EA ","4","$7.42","$29.69","","","","","","",""
"180","180-98-00101","CAPSCREW, 5/8-11 UNC-2A x 2-1/","EA ","4","$1.31","$5.23","","","","","","",""
"180","180-98-00102","CAPSCREW, 3/4-10 UNC-2A x 3-1/","EA ","42","$5.37","$225.72","","","","","","",""
"180","180-98-00103","CAPSCREW, 5/8-11 UNC-2A x 1-1/","EA ","41","$1.27","$51.97","","","","","","",""
"180","180-98-00105","BOLT, HEX HD, 3/8""-16UNC-2A x ","EA ","32","$28.44","$910.17","","","","","","",""
"180","180-98-00106","CAPSCREW, 1/2-13UNC-2A x 3"" LG","EA ","24","$30.68","$736.41","","","","","","",""
"180","180-98-00111","LOCKWASHER, 1/2"" NOMINAL, CRES","EA ","8","$12.32","$98.56","","","","","","",""
"180","71998-123","CAPSCREW, 1/2-13 UNC-2A x 1-1/","EA ","65","$0.50","$32.30","","","","","","",""
"184","184-01-00001","COMBAT SYSTEM ALIGNMENT SUBCON","EA ","1","$223,080.00","$223,080.00","","","","","","",""
"184","184-01-00002","MACHING OF FOUNDATIONS        ","LO ","1","$65,910.00","$65,910.00","","","","","","",""
"184","184-01-99999","COST TO DO MACHINING OF SELECT","LO ","1","$41,776.80","$41,776.80","","","","","","",""
"192","192-00-00001"," COUPLING, HALF, 1"", 3000#    ","EA ","100","$1.40","$139.95","","","","","","",""
"192","192-00-00002","PLUG, PIPE, MPT,SST 316, SOLID","EA ","100","$6.98","$697.63","","","","","","",""
"192","192-08-00001","SERVICES, MARINE CHEMIST      ","LO ","2","$5,222.10","$10,444.20","","","","","","",""
"200","200-00-00002","PROPULSION PLANT, GENERAL     ","EA ","1","$2,255.95","$2,255.95","","","","","","",""
"200","200-00-00003","AIR QUALITY CHANGE            ","LO ","1","$0.00","$0.00","C","","","","","",""
"200","200-01-00099","SERVICES, PROPULSION INTEG    ","LO ","1","$0.01","$0.01","","","","","","",""
"201","201-01-CH001","J15/J16 PCW CHANGES           ","EA ","1","$1,616.32","$1,616.32","","","","","","",""
"201","201-03-00001","EXPANDED METAL, FLTND,        ","EA ","60","$295.18","$17,710.52","","","","","","",""
"201","201-03-00002","ANGLE, AL, 2""X2""X3/16""X20'    ","EA ","80","$82.79","$6,623.45","","","","","","",""
"201","201-03-00003","ANGLE, 2"" X 2"" X 3/16""        ","EA ","5","$85.58","$427.91","","","","","","",""
"201","201-03-00004","PLATE, .190 X 96"" X 240""      ","EA ","3","$1,382.28","$4,146.85","","","","","","",""
"201","201-03-00005","PLATE, .125"" X 48"" X 144""     ","EA ","13","$254.00","$3,301.96","","","","","","",""
"201","201-03-00009","RIVNUT, FLAT HD, 1/4"" NOM     ","EA ","500","$3.86","$1,931.67","","","","","","",""
"201","201-03-00010","RIVNUT, COUNTERSUNK HD,       ","EA ","300","$5.40","$1,621.39","","","","","","",""
"201","201-03-00020","ANGLE, 1.5""X1.5""X1/4""X25'     ","EA ","102","$79.19","$8,077.73","","","","","","",""
"201","201-03-00021","ANGLE, AL, 2""X2""X1/4""X25'     ","EA ","27","$89.94","$2,428.43","","","","","","",""
"201","201-03-00022","PLATE, 0.250""X 48"" X144""      ","EA ","14","$507.99","$7,111.91","","","","","","",""
"201","201-03-00023","PLATE, 0.313""X 48"" X144""      ","EA ","24","$634.13","$15,219.00","","","","","","",""
"201","201-03-00024","ANGLE,UNEQUAL LEGS,3X2X1/4    ","EA ","6","$33.26","$199.56","","","","","","",""
"201","201-03-00025","PLATE, 5/16""X72""X240"", STL A36","EA ","1","$566.95","$566.95","","","","","","",""
"201","201-03-00026","CAPSCREW, 3/8""                ","EA ","700","$0.95","$667.21","","","","","","",""
"201","201-03-00027","CAPSCREW, 3/8""                ","EA ","75","$1.77","$133.09","","","","","","",""
"201","201-03-00028","WASHER, FLAT, 3/8""            ","EA ","1500","$0.63","$943.02","","","","","","",""
"201","201-03-00029","NUT, SELF LOCKING, 3/8""       ","EA ","750","$0.69","$517.14","","","","","","",""
"201","201-03-00030","ANGLE, L2 X 2 X 1/4 X 20' LNG ","EA ","5","$26.97","$134.86","","","","","","",""
"201","201-03-00031","CHANNEL, C5 X 6.7# X 4'LG     ","EA ","1","$107.27","$107.27","","","","","","",""
"201","201-03-00032","ANGLE, 2""X2""X1/4""X20'LG       ","EA ","6","$51.24","$307.42","","","","","","",""
"201","201-03-00033","ANGLE, 3""X2""X1/4""X20'LG       ","EA ","10","$65.64","$656.36","","","","","","",""
"201","201-03-00034","PLATE, 5/16"" X 72"" X 20'      ","EA ","1","$1,225.64","$1,225.64","","","","","","",""
"201","201-03-00DS1","DESIGN SERVICES, MACH. GUARDS ","LO ","0","$0.00","$0.00","","","","","","",""
"201","201-94-00022","BOLT, HEX HD, 1/4""-20UNC-2A X ","EA ","16","$0.12","$1.95","","","","","","",""
"201","201-94-00023","WASHER, FLAT, 1/4"" NOM. DIA,  ","EA ","42","$0.05","$2.13","","","","","","",""
"201","201-94-00024","RIVNUT, FLAT HD, 1/4""-20UNC,  ","EA ","42","$4.92","$206.55","","","","","","",""
"201","201-94-00025","BOLT, HEX HD, 1/4""-20UNC-2A   ","EA ","26","$0.15","$3.95","","","","","","",""
"201","201-94-00026","BAR, FLAT, 1.5"" X 1/8"", AL    ","EA ","3","$18.25","$54.76","","","","","","",""
"201","201-94-00SP1","SHEET, 11GA X4'X8', SST 316   ","EA ","14","$476.77","$6,674.82","","","","","","",""
"201","201-94-00SP2","SHEET, 16GA X4'X8', SST 316   ","EA ","14","$242.65","$3,397.10","","","","","","",""
"201","201-94-00SP3","ANGLE, 316 SST, QQ-S-763, 1-1/","EA ","10","$114.56","$1,145.62","","","","","","",""
"201","201-94-00SP4","NEOPRENE GASKET, 2"" WIDE X 1/8","LF ","400","$0.35","$141.96","","","","","","",""
"201","201-95-00010","ANGLE, EQUAL LEGS, STEEL, ASTM","LF ","1","$1.88","$1.88","","","","","","",""
"201","201-95-00020","BAR, SQUARE, 3/4"", MED CARBON ","EA ","1","$10.12","$10.12","","","","","","",""
"201","201-95-00021","FLAT BAR, 1/4"" X 2"" X 20'LG, A","EA ","0.5","$33.21","$16.60","","","","","","",""
"201","201-95-00022","PIPE, STN STL, 1-1/2"" IPS, SCH","LF ","25","$11.49","$287.22","","","","","","",""
"201","201-95-00023","PIPE, STN STL, 2"" IPS, SCH 40S","LF ","4","$14.58","$58.33","","","","","","",""
"201","201-95-00024","FLAT BAR, 1/4"" X 1"" X 20'LG, A","EA ","0.5","$9.43","$4.72","","","","","","",""
"201","201-95-00025","FLAT BAR, 1/4"" X 4"" X 20' LG, ","EA ","0.5","$31.84","$15.92","","","","","","",""
"201","201-95-00026","FLAT BAR, 1/4"" X 2"" X 20'LG, A","EA ","0.5","$33.21","$16.60","","","","","","",""
"201","201-95-00027","PLATE, DIAMOND TREAD, 1/4"" THK","EA ","1","$1,392.86","$1,392.86","","","","","","",""
"201","201-95-00028","SCREW, PANHEAD, 5/16-18 X 3/4""","EA ","14","$0.13","$1.85","","","","","","",""
"202","202-00-00001","CHANGES PER PCW-094 BERTH SPRINK","EA ","1","$37,264.50","$37,264.50","","","","","","",""
"202","202-00-00003","MATERIAL FOR 3 NEW TANK PROBES","LO ","1","$9,399.78","$9,399.78","","","","","","",""
"202","202-01-00001","MPCMS IAW PTS 0403-2-202-001-1","EA ","1","$0.01","$0.01","","","","","","",""
"202","202-01-00001-800","CABINET, NAVLAN SERVER        ","EA ","2","$0.01","$0.02","","","","","","",""
"202","202-01-00001-801","CABINET, PLC                  ","EA ","2","$0.01","$0.02","","","","","","",""
"202","202-01-00001-802","CONSOLE BASE, PILOT HOUSE     ","EA ","1","$0.01","$0.01","","","","","","",""
"202","202-01-00001-804","CONSOLE BASE, CENTRAL CONTROL ","EA ","1","$0.01","$0.01","","","","","","",""
"202","202-01-00001-806","CONSOLE, (UDU), DAMAGE CONTROL","EA ","3","$0.01","$0.03","","","","","","",""
"202","202-01-00001-807","CABINET, I/O 1A (1-26-1-Q)    ","EA ","1","$0.01","$0.01","","","","","","",""
"202","202-01-00001-808","CABINET, I/O 2A (01-37-2-Q)   ","EA ","1","$0.01","$0.01","","","","","","",""
"202","202-01-00001-809","CABINET, I/O 3A (01-37-2-Q)   ","EA ","1","$0.01","$0.01","","","","","","",""
"202","202-01-00001-810","CABINET, I/O 4A (4-11-0-E)    ","EA ","1","$0.01","$0.01","","","","","","",""
"202","202-01-00001-811","CABINET, I/O 5A (5-18-0-1E)   ","EA ","1","$0.01","$0.01","","","","","","",""
"202","202-01-00001-812","CABINET, I/O 6A (5-34-01-E)   ","EA ","1","$0.01","$0.01","","","","","","",""
"202","202-01-00001-813","CABINET, I/O 7A (5-45-01-E)   ","EA ","1","$0.01","$0.01","","","","","","",""
"202","202-01-00001-814","CABINET, I/O 8A (4-54-01-E)   ","EA ","1","$0.01","$0.01","","","","","","",""
"202","202-01-00001-815","CABINET, I/O 1P (5-18-01-E)   ","EA ","1","$0.01","$0.01","","","","","","",""
