"SWBS","Item#","Desc.","UOM","Qty","Unit Cost","Ext. Cost",""
"611","611-03-000S2","DAVIT SOCKET, PORTABLE, 2500 L","EA ","1","$972.22","$972.22",""
"611","611-03-000S2-L04","PROCEDURES, IN-PLANT TEST     ","LO ","1","$0.01","$0.01",""
"611","611-03-000S2-L06","REPORT, IN-PLANT TEST         ","LO ","1","$0.01","$0.01",""
"611","611-03-000S3","REVERSIBLE DECK SOCKET, GALVAN","EA ","32","$211.25","$6,760.00",""
"611","611-03-000S3-L04","PROCEDURES, IN-PLANT TEST     ","LO ","1","$0.01","$0.01",""
"611","611-03-000S3-L06","REPORT, IN-PLANT TEST         ","LO ","1","$0.01","$0.01",""
"611","611-03-000S4","TEE WRENCH, FOR P/N 3, FABRICA","EA ","1","$78.90","$78.90",""
"611","611-03-000S5","STOWAGE BRACKET, TYPE 1, STEEL","EA ","1","$182.22","$182.22",""
"611","611-03-000S6","STOWAGE BRACKET, TYPE 2, STEEL","EA ","1","$172.22","$172.22",""
"611","611-03-000S7","STOWAGE BRACKET, TYPE 3, STEEL","EA ","2","$146.11","$292.22",""
"611","611-04-00001","FITTING, SECURING, ASTM-A-322 ","EA ","528","$110.00","$58,080.00",""
"611","611-06-00001","GRID, AIRCRAFT SECURING SYSTEM","EA ","1","$0.01","$0.01",""
"611","611-06-00001-L26","CERTIFICATE, IDENTICALITY     ","EA ","1","$0.01","$0.01",""
"611","611-06-00003","PIPE,STN STL,2""IPS,SCH 40     ","LF ","24","$16.30","$391.20",""
"611","611-06-000S3","PIPE,STN STL,2""IPS,SCH 40     ","LF ","45","$16.30","$733.50",""
"611","611-06-000S3-L26","CERTIFICATE, IDENTICALITY     ","EA ","1","$0.01","$0.01",""
"612","612-01-00001","LIFE LINES AND SAFETY NETS    ","EA ","1","$0.00","$0.00",""
"612","612-01-00010","TOGGLE PIN, 1/2"" DIA X 3""GRIP ","EA ","93","$0.00","$0.00",""
"612","612-01-00016","TURNBUCKLE ASSY, ELECTROLINE  ","EA ","127","$0.00","$0.00",""
"612","612-01-00017","CLEVIS ASSY, ELECTROLINE      ","EA ","127","$0.00","$0.00",""
"612","612-01-00035","LIFELINE, 1/2"" DIA, JACKETED  ","LF ","6000","$0.00","$0.00",""
"612","612-01-00042","TOGGLE PIN, 1/2"" DIA X 1-1/8"" ","EA ","82","$0.00","$0.00",""
"612","612-01-00043","END ANCHOR, CRES, COML        ","EA ","4","$0.00","$0.00",""
"612","612-01-00044","TENSION INDICATOR, CRES, COML ","EA ","4","$0.00","$0.00",""
"612","612-01-00045","SHOCK ABSORBER, CRES, COML    ","EA ","4","$0.00","$0.00",""
"612","612-01-00046","TENSIONER, CRES, COML         ","EA ","4","$0.00","$0.00",""
"612","612-01-00047","WIRE ROPE, 1/2"" DIA, CRES,COML","LF ","100","$0.00","$0.00",""
"612","612-01-00049","SWAGED END, CRES, COML        ","EA ","4","$0.00","$0.00",""
"612","612-01-00050","ANCHOR EYEBOLT, CRES, COML    ","EA ","6","$0.00","$0.00",""
"612","612-01-00057","HEX HEAD MSCR, 7/16-14UNC-2A  ","EA ","54","$0.00","$0.00",""
"612","612-01-00066","WIRE ROPE, 1/8"" DIA, CRES 316 ","LF ","175","$0.00","$0.00",""
"612","612-01-00067","COMPRESSION CONNECTION, CRES  ","EA ","350","$0.00","$0.00",""
"612","612-01-00092","HEX BOLT, 1/2""-13UNC-2A       ","EA ","24","$0.00","$0.00",""
"612","612-01-00093","HEX NUT, SELF-LOCKING         ","EA ","24","$0.00","$0.00",""
"612","612-01-00094","SNAP HOOK SAFETY CATCH, 9/16"" ","EA ","12","$0.00","$0.00",""
"612","612-01-00095","ANCHOR SHACKLE, FORGED STOCK, ","EA ","110","$0.00","$0.00",""
"612","612-01-00096","ROPE, NYLON, 5/8 DIA DOUBLE   ","LF ","640","$0.00","$0.00",""
"612","612-01-00097","INSERT, CRES, COML            ","EA ","8","$0.00","$0.00",""
"612","612-01-00098","HEX HEAD MSCR, 7/16-14UNC-2A  ","EA ","5","$0.00","$0.00",""
"612","612-01-00107","TIE-DOWN STRAP, 1"" WEB        ","EA ","6","$0.00","$0.00",""
"612","612-01-00109","SNAP HOOK SWIVEL, 3/8"" X 3-1/4","EA ","4","$0.00","$0.00",""
"612","612-01-00110","CHAIN, MACHINE, STRAIGHT, 1/4""","LF ","60","$0.00","$0.00",""
"612","612-01-00111","LINK, OPEN END, STRAIGHT,     ","EA ","40","$0.00","$0.00",""
"612","612-01-00112","ANCHOR SHACKLE, FORGED STOCK  ","EA ","36","$0.00","$0.00",""
"612","612-01-00118","LIFELINE, 9/16"" DIA, WIRE ROPE","LF ","110","$0.00","$0.00",""
"612","612-01-00119","LIFELINE, 1/2"" DIA, WIRE ROPE ","LF ","220","$0.00","$0.00",""
"612","612-01-00120","PLAIN ASSEMBLY W/SISTER HOOKS ","EA ","4","$0.00","$0.00",""
"612","612-01-00121","PLAIN ASSEMBLY W/SISTER HOOKS ","EA ","8","$0.00","$0.00",""
"612","612-01-00122","TURNBUCKLE ASSEMBLY           ","EA ","4","$0.00","$0.00",""
"612","612-01-00123","TURNBUCKLE ASSEMBLY           ","EA ","8","$0.00","$0.00",""
"612","612-01-00125","BLIND RIVET, 3/16"" X .825""    ","EA ","1040","$0.00","$0.00",""
"612","612-01-00126","TUBE, ROUND, 5/8""OD X 0.527""ID","EA ","3","$0.00","$0.00",""
"612","612-01-00300","ROUND BAR, AL, GR 5086-H111   ","EA ","8","$0.00","$0.00",""
"612","612-01-00301","ROUND BAR, CRES 316, 5/8"" DIA ","EA ","2","$0.00","$0.00",""
"612","612-01-0041D","DETAIL 41-D STABILIZER RELEASE","EA ","2","$0.00","$0.00",""
"612","612-01-0091B","DETAIL 91-B TOEING NET QUICK R","EA ","2","$0.01","$0.02",""
"612","612-01-097EA","DETAIL 97-E SNAP HOOK ASSEMBLY","EA ","1","$0.01","$0.01",""
"612","612-01-097EB","DETAIL 97-E SNAP HOOK ASSEMBLY","EA ","1","$0.01","$0.01",""
"612","612-01-0P91B","SAFETY NET QUICK RELEASE PENDA","EA ","2","$0.01","$0.02",""
"612","612-01-0S27A","S27A CHAFING BAR ASSEMBLY     ","EA ","2","$0.01","$0.02",""
"612","612-01-0S27P","S27P PORT/AFT FILL NET LASHING","EA ","1","$0.01","$0.01",""
"612","612-01-0S27S","S27S STBD/AFT FILL NET LASHING","EA ","1","$0.01","$0.01",""
"612","612-01-0S60F","S60F STAPLE BAR               ","EA ","3","$0.01","$0.03",""
"612","612-01-0S6BA","S6BA NET HINGE ASSEMBLY WITH S","EA ","48","$0.01","$0.48",""
"612","612-01-0S6CA","S6CA WIRE PENDENT PAD ASSEMBLY","EA ","58","$0.01","$0.58",""
"612","612-01-0S6DA","S6DA SINGLE LATCH ASSEMBLY    ","EA ","42","$0.01","$0.42",""
"612","612-01-0S6EA","S6EA DOUBLE LATCH ASSEMBLY    ","EA ","8","$0.01","$0.08",""
"612","612-01-0S6FA","S6FA NET HINGE ASSEMBLY WITH S","EA ","10","$0.01","$0.10",""
"612","612-01-0SP01","SAFETY NET PENDANTS           ","EA ","56","$0.01","$0.56",""
"612","612-01-90001","SERVICE FOR VENDOR TO         ","EA ","1","$267,650.00","$267,650.00",""
"612","612-01-90002","SERVICE FOR VENDOR TO INSTALL ","EA ","1","$13,750.00","$13,750.00",""
"612","612-01-CH002","GUN/DECOY CHANGE 6-12-09      ","EA ","1","$0.00","$0.00",""
"612","612-01-FN1A1","FN1A-1 FILLER NET             ","EA ","1","$0.01","$0.01",""
"612","612-01-FN1A2","FN1A-2 FILLER NET             ","EA ","1","$0.01","$0.01",""
"612","612-01-FN1A3","FN1A-3 FILLER NET             ","EA ","1","$0.01","$0.01",""
"612","612-01-FN2A1","FN2A-1 FILLER NET             ","EA ","1","$0.01","$0.01",""
"612","612-01-FN2A2","FN2A-2 FILLER NET             ","EA ","1","$0.01","$0.01",""
"612","612-01-FN3A1","FN3A-1 FILLER NET             ","EA ","1","$0.01","$0.01",""
"612","612-01-FN3A2","FN3A-2 FILLER NET             ","EA ","1","$0.01","$0.01",""
"612","612-01-S1A10","SN1A-10 SAFETY NET (AC) WITH F","EA ","1","$0.01","$0.01",""
"612","612-01-S3LA1","SN3LA-1 SAFETY NET (J) WITH FR","EA ","1","$0.01","$0.01",""
"612","612-01-S3RA1","SN3RA-1 SAFETY NET (D) WITH FR","EA ","1","$0.01","$0.01",""
"612","612-01-S6LA3","SN6LA-3 SAFETY NET (Q) WITH FR","EA ","1","$0.01","$0.01",""
"612","612-01-S6RA1","SN6RA-1 SAFETY NET (M) WITH FR","EA ","1","$0.01","$0.01",""
"612","612-01-SN1A1","SN1A-1 SAFETY NET (A) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN1A2","SN1A-2 SAFETY NET (B) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN1A3","SN1A-3 SAFETY NET (K) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN1A4","SN1A-4 SAFETY NET (S) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN1A5","SN1A-5 SAFETY NET (T) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN1A6","SN1A-6 SAFETY NET (V) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN1A7","SN1A-7 SAFETY NET (Y) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN1A8","SN1A-8 SAFETY NET (Z) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN1A9","SN1A-9 SAFETY NET (AB) WITH FR","EA ","1","$0.01","$0.01",""
"612","612-01-SN2A1","SN2A-1 SAFETY NET (C) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN2A2","SN2A-2 SAFETY NET (L) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN2A3","SN2A-3 SAFETY NET (R) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN2A4","SN2A-4 SAFETY NET (U) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN2A5","SN2A-5 SAFETY NET (X) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN2A6","SN2A-6 SAFETY NET (AA) WITH FR","EA ","1","$0.01","$0.01",""
"612","612-01-SN3A1","SN3A-1 SAFETY NET (E) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN3A2","SN3A-2 SAFETY NET (H) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN4A1","SN4A-1 SAFETY NET (F) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN4A2","SN4A-2 SAFETY NET (I) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN5A1","SN5A-1 SAFETY NET (G) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN6A1","SN6A-1 SAFETY NET (N) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN7A1","SN7A-1 SAFETY NET (O) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN8A1","SN8A-1 SAFETY NET (P) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-SN9A1","SN9A-1 SAFETY NET (W) WITH FRA","EA ","1","$0.01","$0.01",""
"612","612-01-ST001","STANCHION, INTERMEDIATE, AL   ","EA ","15","$304.00","$4,560.00",""
"612","612-01-ST003","STANCHION, END, CRES 316SS    ","EA ","2","$163.30","$326.60",""
"612","612-01-ST004","STANCHION, CORNER, CRES 316SS ","EA ","22","$163.30","$3,592.60",""
"612","612-01-ST005","STANCHION, RH, AL COML        ","EA ","22","$282.00","$6,204.00",""
"612","612-01-ST006","STANCHION, INTERMEDIATE,      ","EA ","1","$262.80","$262.80",""
"612","612-01-ST007","STANCHION,INTERMEDIATE, AL COM","EA ","32","$292.00","$9,344.00",""
"612","612-01-ST009","STANCHION,CORNER, AL COML     ","EA ","7","$286.00","$2,002.00",""
"612","612-01-ST010","STANCHION, PRIMARY, LH, AL COM","EA ","4","$172.50","$690.00",""
"612","612-01-ST010","STANCHION, PRIMARY, LH, AL COM","EA ","4","$172.50","$690.00",""
"612","612-01-ST012","STANCHION, INTERMEDIATE, CRES ","EA ","12","$172.50","$2,070.00",""
"612","612-01-ST012","STANCHION, INTERMEDIATE, CRES ","EA ","12","$172.50","$2,070.00",""
"612","612-01-ST014","DECK SOCKET, CRES, COML, W BRA","EA ","40","$129.50","$5,180.00",""
"612","612-01-ST015","STANCHION, PRIMARY, IWO 03-04 ","EA ","4","$300.50","$1,202.00",""
"612","612-01-ST021","STANCHION BASE, COLLAPSIBLE   ","EA ","1","$164.00","$164.00",""
"612","612-01-ST022","STANCHION BASE, REMOVABLE     ","EA ","2","$44.00","$88.00",""
"612","612-01-ST023","STANCHION BASE, REMOVABLE     ","EA ","7","$44.00","$308.00",""
"612","612-01-ST024","STANCHION BASE, REMOVABLE     ","EA ","56","$44.00","$2,464.00",""
"612","612-01-ST02L","STANCHION, LEFT-HAND PRIMARY  ","EA ","4","$287.00","$1,148.00",""
"612","612-01-ST02R","STANCHION, RIGHT-HAND PRIMARY ","EA ","4","$287.00","$1,148.00",""
"612","612-01-ST050","STANCHION BASE, AL, COML.,    ","EA ","41","$154.50","$6,334.50",""
"612","612-01-ST051","DECK BRACKET, SQUARE-SET BRACE","EA ","9","$24.00","$216.00",""
"612","612-01-ST052","DECK BRACKET, SQUARE-SET BRACE","EA ","8","$35.00","$280.00",""
"612","612-01-ST053","DECK BRACKET, OFFSET BRACE    ","EA ","24","$24.00","$576.00",""
"612","612-01-ST075","CHAINRAIL STANCHION STOWAGE   ","EA ","3","$372.00","$1,116.00",""
"612","612-01-ST08L","STANCHION, INTERMEDIATE,      ","EA ","2","$268.60","$537.20",""
"612","612-01-ST08R","STANCHION, INTERMEDIATE,      ","EA ","2","$268.60","$537.20",""
"612","612-01-ST20L","STANCHION BASE, COLLAPSIBLE   ","EA ","13","$164.00","$2,132.00",""
"612","612-01-ST20R","STANCHION BASE, COLLAPSIBLE   ","EA ","14","$164.00","$2,296.00",""
"612","612-01-ST76L","STANCHION STOWAGE RACK        ","EA ","2","$163.00","$326.00",""
"612","612-01-ST76R","STANCHION STOWAGE RACK        ","EA ","2","$163.00","$326.00",""
"613","613-01-00001","2"" X 2"" X 1/4"" SQ TUBING 25'-0","EA ","0.68","$306.00","$208.08",""
"613","613-01-00002","PLATE, 3/4"" X 4' X 12', ALUM  ","EA ","0.03","$1,452.88","$43.59",""
"613","613-01-00003","ROUND BAR, 3/8"" DIA           ","EA ","0.49","$182.00","$89.18",""
"613","613-01-00006","PLATE, .125, ALUM 5086-H116   ","EA ","0.01","$132.20","$1.32",""
"613","613-01-00007","ROUND BAR 3/4"" DIA X 12'-0"" LO","EA ","0.38","$65.96","$25.06",""
"613","613-01-00008","CLEAT, 8"" AL, FOLLANSBEE DOCK ","EA ","11","$14.60","$160.60",""
"613","613-01-00009","TURNBUCKLE, 1/2"" CLEVIS END   ","EA ","6","$24.59","$147.54",""
"613","613-01-00010","SWIVEL LINK & JAW, 5/8"", GALV ","EA ","4","$40.05","$160.20",""
"613","613-01-00012","RING, 29 ID X 4 DIA ROD, REEF ","EA ","238","$1.06","$252.28",""
"613","613-01-00013","ROPE, 5/16"" DIA, POLYESTER, AL","LF ","60","$0.48","$28.80",""
"613","613-01-00014","QUICK RELEASE FLAG CLIP, REEF ","EA ","4","$1.50","$6.00",""
"613","613-01-00015","THIMBLE, PLASTIC TOPE, FOR (6 ","EA ","4","$4.99","$19.96",""
"613","613-01-00016","GRAB RING, 3/16"" BRASS ROD IAW","EA ","6","$42.57","$255.42",""
"613","613-01-00017","TOGGLE, WHITE ASH OR OAK, IAW ","EA ","2","$26.43","$52.86",""
"613","613-01-00018","SHACKLE, 1/2"" SAFETY SNAP, STL","EA ","8","$62.44","$499.52",""
"613","613-01-00019","OPEN SOCKET, 1/4"", THE INDUSCO","EA ","4","$38.96","$155.84",""
"613","613-01-00020","RESIN, SPELTER SOCKET, CROSBY ","EA ","4","$38.64","$154.56",""
"613","613-01-00021","ROPE, 1/2"" DIA POLYESTER PLAIT","LF ","920","$1.14","$1,048.80",""
"613","613-01-00022","WIRE ROPE (6 X 19), 1/4"" DIA, ","LF ","450","$0.46","$207.00",""
"613","613-01-00023","ROPE, 3/8"" DIA POLYESTER PLAIT","LF ","330","$0.73","$240.90",""
"613","613-01-00024","3"" SINGLE BLOCK, HARKEN MODEL ","EA ","11","$224.67","$2,471.37",""
"613","613-01-00025","PLATE, STEEL MED CARBON, 1/2"" ","EA ","0.01","$230.77","$2.31",""
"613","613-01-00026","4"" SINGLE BLOCK,HARKEN MODEL H","EA ","2","$318.30","$636.60",""
"613","613-01-00027","PENDANT, CRES, 17-5/16"" LONG (","EA ","2","$194.50","$389.00",""
"613","613-01-00028","HOOK, SNAP, QUICK ACTINS, 19/3","EA ","26","$7.70","$200.20",""
"613","613-01-00029","SHACKLE, LONG ""D"" 316 SST W/ C","EA ","2","$14.33","$28.66",""
"613","613-01-00030","PELICAN HOOK, HYDRASEARCH PN S","EA ","2","$137.50","$275.00",""
"613","613-01-00032","ANCHOR SHACKLE, BOLT TYPE,1/2""","EA ","6","$12.28","$73.68",""
"613","613-01-00033","LINK, WELDLESS ENDLINK, FORGED","EA ","2","$5.46","$10.92",""
"613","613-01-00034","TURNBUCKLE, 5/8""-11UNC, 9"" TAK","EA ","2","$47.76","$95.52",""
"613","613-01-00035","PULL PIN SNAP, MCMASTER CARR 3","EA ","4","$84.57","$338.28",""
"613","613-01-00038","CURTAIN, BLACK-OUT, SIZE 12-1/","EA ","10","$4.40","$44.00",""
"613","613-01-00040","COTTER PIN, 3/32""DIA x 1-14""LG","PG ","1","$1.60","$1.60",""
"613","613-01-00041","TUBE, 5"" OD X 1/4"" WALL THK, G","EA ","1","$307.00","$307.00",""
"613","613-01-00042","TUBE, 5"" OD X 1/4"" WALL THK, G","EA ","1","$343.26","$343.26",""
"613","613-01-00043","PIPE,STN STL,5""IPS,SCH 40S,   ","LF ","2","$59.67","$119.34",""
"613","613-01-00044","PIPE,5"" IPS, 5.563 OD X 5.047 ","LF ","1","$27.89","$27.89",""
"613","613-01-00045","PLATE, .500, ALUM 5086-H116   ","EA ","0.04","$835.59","$33.42",""
"613","613-01-00046","PLATE, STAINLESS STEEL 316L, 1","EA ","0.17","$872.14","$148.26",""
"613","613-01-00047","SHEAVE 1-3/4"" DIA FOR 5/16"" RO","EA ","2","$29.27","$58.54",""
"613","613-01-00048","CLEVIS PIN, 1-1/4"" LG, DIA TO ","EA ","2","$1.98","$3.96",""
"613","613-01-00049","PLATE, STAINLESS STEEL 316L, 3","EA ","0.05","$1,340.54","$67.03",""
"613","613-01-00050","BAR, ROUND, 1"" DIA, SST 316   ","EA ","0.14","$295.00","$41.30",""
"613","613-01-00051","EYE BOLT, 3/4-10UNC X 4-5/8"" L","EA ","4","$24.71","$98.84",""
"613","613-01-00054","CLEVIS PIN, 5/8 X 1-3/8 (EYEBO","EA ","4","$9.17","$36.68",""
"613","613-01-00055","PIN, ROLL, 3/8"" DIA X 1"" LG, S","PG ","1","$9.57","$9.57",""
"613","613-01-00056","SCREW, 1/4-20UNC X 1-1/4"" LG, ","PG ","1","$7.32","$7.32",""
"613","613-01-00057","RIVNUT, 1/4-20UNC X ""APPROX."" ","EA ","8","$0.49","$3.92",""
"613","613-01-0005A","RETRIEVER RING, TYPE A, IAW DW","EA ","2","$19.24","$38.48",""
"613","613-01-0005B","RETRIEVER RING, TYPE B, IAW DW","EA ","2","$19.24","$38.48",""
"613","613-01-0005C","RETRIEVER RING, TYPE C, IAW DW","EA ","2","$19.24","$38.48",""
"613","613-01-00060","ADHESIVE, EPOXY,DEVCON DEV-THA","EA ","2","$28.95","$57.90",""
"613","613-01-00063","PLATE, .250, ALUM 5086-H116   ","EA ","0.01","$266.96","$2.67",""
"613","613-01-00067","COVER, WATER-TIGHT, FOR MARINE","EA ","4","$38.14","$152.56",""
"613","613-01-00068","PLATE, STAINLESS STEEL 304, 3/","EA ","0.17","$713.80","$121.35",""
