"Parent - Operation","Lock Date","Project","Provider","CLIN","Effort","Activity","ECP/REA","Swbs","Group","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish"
"    L6000-000BPB-999","2/18/2017","481","1","          ","            ","BPB","          ","0","1","TST","600","A1L  ","A1LB1 ","0","","    L6000-000BPB","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","6/12/2017","6/20/2017","6/12/2017","6/20/2017"
"    L6000-000BRS-999","2/18/2017","481","1","          ","            ","BRS","          ","0","1","TST","600","A1L  ","A1LS1 ","0","","    L6000-000BRS","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/16/2017","5/22/2017","5/24/2017","5/31/2017"
"    L6000-000BTA-999","2/18/2017","481","1","          ","            ","BTA","          ","0","1","TST","600","A1U  ","A1U   ","0","","    L6000-000BTA","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","9/7/2017","9/13/2017","9/7/2017","9/13/2017"
"    L6000-000LAJ-999","2/18/2017","481","1","          ","            ","LAJ","          ","0","5","TST","600","A1U  ","A1U   ","0","","    L6000-000LAJ","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","9/7/2017","9/13/2017","9/7/2017","9/13/2017"
"    L6000-000BTB-999","2/18/2017","481","1","          ","            ","BTB","          ","0","1","TST","600","A1U  ","A1UD1 ","0","","    L6000-000BTB","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/28/2017","8/3/2017","7/28/2017","8/3/2017"
"    L6000-000BUC-999","2/18/2017","481","1","          ","            ","BUC","          ","0","1","TST","600","A1U  ","A1UD2 ","0","","    L6000-000BUC","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/26/2017","7/31/2017","7/13/2017","7/18/2017"
"    L6000-000DLR-999","2/18/2017","481","1","          ","            ","DLR","          ","0","5","TST","600","A1U  ","A1UD2 ","0","","    L6000-000DLR","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/26/2017","7/31/2017","7/13/2017","7/18/2017"
"    L6000-000767-999","2/18/2017","481","1","          ","            ","767","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000767","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/1/2018","3/28/2018","3/1/2018","3/28/2018"
"    L6000-000970-999","2/18/2017","481","1","          ","            ","970","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000970","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/11/2018","5/8/2018","4/11/2018","5/8/2018"
"    L6000-000958-999","2/18/2017","481","1","          ","            ","958","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000958","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/4/2018","5/1/2018","4/4/2018","5/1/2018"
"    L6000-000868-999","2/18/2017","481","1","          ","            ","868","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000868","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/20/2018","3/19/2018","2/20/2018","3/19/2018"
"    L6000-000779-999","2/18/2017","481","1","          ","            ","779","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000779","999","BUDGET FOR MFG                ","83","0","122","48","0","0","0","48","0","0","0","48","","","4/4/2018","5/1/2018","4/4/2018","5/1/2018"
"    L6000-000NGK-999","2/18/2017","481","1","          ","            ","NGK","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000NGK","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/20/2018","3/19/2018","2/20/2018","3/19/2018"
"    L6000-000768-999","2/18/2017","481","1","          ","            ","768","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000768","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/1/2018","3/28/2018","3/1/2018","3/28/2018"
"    L6000-000765-999","2/18/2017","481","1","          ","            ","765","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000765","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/4/2018","5/1/2018","4/4/2018","5/1/2018"
"    L6000-000735-999","2/18/2017","481","1","          ","            ","735","          ","0","2","TST","600","A2   ","A2    ","0","","    L6000-000735","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/25/2018","5/22/2018","4/25/2018","5/22/2018"
"    L6000-000142-999","2/18/2017","481","1","          ","            ","142","          ","0","1","TST","600","A2   ","A2    ","0","","    L6000-000142","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/15/2018","5/11/2018","3/15/2018","5/11/2018"
"    L6000-000119-999","2/18/2017","481","1","          ","            ","119","          ","0","1","TST","600","A2   ","A2    ","0","","    L6000-000119","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/16/2018","3/14/2018","1/16/2018","3/14/2018"
"    L6000-000769-999","2/18/2017","481","1","          ","            ","769","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000769","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/1/2018","3/28/2018","3/1/2018","3/28/2018"
"    L6000-000BUV-999","2/18/2017","481","1","          ","            ","BUV","          ","0","1","TST","600","A2DD1","A2DD1 ","0","","    L6000-000BUV","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","8/11/2017","8/17/2017","7/31/2017","8/4/2017"
"    L6000-000BWB-999","2/18/2017","481","1","          ","            ","BWB","          ","0","1","TST","600","A2L  ","A2L   ","0","","    L6000-000BWB","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","10/11/2017","10/17/2017","10/11/2017","10/17/2017"
"    L6000-000LAC-999","2/18/2017","481","1","          ","            ","LAC","          ","0","5","TST","600","A2L  ","A2L   ","0","","    L6000-000LAC","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","10/11/2017","10/17/2017","10/11/2017","10/17/2017"
"    L6000-000BWC-999","2/18/2017","481","1","          ","            ","BWC","          ","0","1","TST","600","A2L  ","A2LB1 ","0","","    L6000-000BWC","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/21/2017","8/1/2017","7/21/2017","8/1/2017"
"    L6000-000BXA-999","2/18/2017","481","1","          ","            ","BXA","          ","0","1","TST","600","A2L  ","A2LS1 ","0","","    L6000-000BXA","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/18/2017","5/24/2017","5/22/2017","5/26/2017"
"    L6000-000BXS-999","2/18/2017","481","1","          ","            ","BXS","          ","0","1","TST","600","A2L  ","A2LS2 ","0","","    L6000-000BXS","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/13/2017","7/19/2017","6/29/2017","7/6/2017"
"    L6000-000980-999","2/18/2017","481","1","          ","            ","980","          ","0","5","TST","600","B1   ","B1    ","0","","    L6000-000980","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/30/2018","6/26/2018","5/30/2018","6/26/2018"
"    L6000-000112-999","2/18/2017","481","1","          ","            ","112","          ","0","1","TST","600","B1   ","B1    ","0","","    L6000-000112","999","BUDGET FOR MFG                ","83","0","209","209","0","0","0","209","0","0","0","209","","","6/6/2018","8/3/2018","6/6/2018","8/3/2018"
"    L6000-000134-999","2/18/2017","481","1","          ","            ","134","          ","0","1","TST","600","B1   ","B1    ","0","","    L6000-000134","999","BUDGET FOR MFG                ","83","0","89","89","0","0","0","89","0","0","0","89","","","8/6/2018","10/3/2018","8/6/2018","10/3/2018"
"    L6000-000BYC-999","2/18/2017","481","999000","          ","            ","BYC","NO LABOR  ","0","1","TST","600","B1L  ","B1L   ","999","","    L6000-000BYC","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","8/3/2017","8/14/2017","8/3/2017","8/14/2017"
"    L6000-000FAE-999","2/18/2017","481","1","          ","            ","889","          ","0","5","TST","600","B1L  ","B1LD1 ","0","","    L6000-000FAE","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000BYN-999","2/18/2017","481","999000","          ","            ","BYN","NO LABOR  ","0","1","TST","600","B1L  ","B1LD1 ","999","","    L6000-000BYN","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/3/2017","7/10/2017","7/3/2017","7/10/2017"
"    L6000-000BYZ-999","2/18/2017","481","1","          ","            ","BYZ","          ","0","1","TST","600","B1UD1","B1UD1 ","0","","    L6000-000BYZ","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","10/13/2017","10/19/2017","10/13/2017","10/19/2017"
"    L6000-000124-999","2/18/2017","481","1","          ","            ","124","          ","0","1","TST","600","D1   ","D1    ","0","","    L6000-000124","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/6/2018","9/4/2018","7/6/2018","9/4/2018"
"    L6000-000185-999","2/18/2017","481","1","          ","            ","185","          ","0","5","TST","600","D1   ","D1    ","0","","    L6000-000185","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","6/4/2018","7/2/2018","6/4/2018","7/2/2018"
"    L6000-000236-999","2/18/2017","481","1","          ","            ","236","          ","0","1","TST","600","D1   ","D1    ","0","","    L6000-000236","999","BUDGET FOR MFG                ","83","0","211","211","0","0","0","211","0","0","0","211","","","9/5/2018","11/1/2018","9/5/2018","11/1/2018"
"    L6000-000662-999","2/18/2017","481","1","          ","            ","662","          ","0","5","TST","600","D1   ","D1    ","0","","    L6000-000662","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/13/2018","5/10/2018","4/13/2018","5/10/2018"
"    L6000-000860-999","2/18/2017","481","1","          ","            ","860","          ","0","5","TST","600","D1   ","D1    ","0","","    L6000-000860","999","BUDGET FOR MFG                ","83","0","167","167","0","0","0","167","0","0","0","167","","","7/20/2018","8/2/2018","7/20/2018","8/2/2018"
"    L6000-000974-999","2/18/2017","481","1","          ","            ","974","          ","0","5","TST","600","D1   ","D1    ","0","","    L6000-000974","999","BUDGET FOR MFG                ","83","0","159","159","0","0","0","159","0","0","0","159","","","8/31/2018","9/28/2018","8/31/2018","9/28/2018"
"    L6000-000990-999","2/18/2017","481","1","          ","            ","990","          ","0","5","TST","600","D1   ","D1    ","0","","    L6000-000990","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/30/2018","6/26/2018","5/30/2018","6/26/2018"
"    L6000-000CAG-999","2/18/2017","481","1","          ","            ","CAG","          ","0","1","TST","600","D1S  ","D1S   ","0","","    L6000-000CAG","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","6/30/2017","7/13/2017","8/7/2017","8/17/2017"
"    L6000-000CAH-999","2/18/2017","481","999000","          ","            ","CAH","NO LABOR  ","0","1","TST","600","D1S  ","D1SD1 ","999","","    L6000-000CAH","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/23/2017","5/25/2017","6/27/2017","6/29/2017"
"    L6000-000CAY-999","2/18/2017","481","999000","          ","            ","CAY","NO LABOR  ","0","1","TST","600","D1S  ","D1SD2 ","999","","    L6000-000CAY","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/18/2017","5/22/2017","7/11/2017","7/13/2017"
"    L6000-000CBP-999","2/18/2017","481","999000","          ","            ","CBP","NO LABOR  ","0","1","TST","600","D1S  ","D1SD3 ","999","","    L6000-000CBP","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/23/2017","5/25/2017","6/12/2017","6/14/2017"
"    L6000-000CCD-999","2/18/2017","481","999000","          ","            ","CCD","NO LABOR  ","0","1","TST","600","D1S  ","D1SD4 ","999","","    L6000-000CCD","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/23/2017","5/25/2017","6/20/2017","6/22/2017"
"    L6000-000CCS-999","2/18/2017","481","999000","          ","            ","CCS","NO LABOR  ","0","1","TST","600","D1TD1","D1TD1 ","999","","    L6000-000CCS","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","8/30/2017","9/7/2017","9/21/2017","9/28/2017"
"    L6000-000125-999","2/18/2017","481","1","          ","            ","125","          ","0","1","TST","600","D2   ","D2    ","0","","    L6000-000125","999","BUDGET FOR MFG                ","83","0","223","223","0","0","0","223","0","0","0","223","","","6/15/2018","8/14/2018","6/15/2018","8/14/2018"
"    L6000-000237-999","2/18/2017","481","1","          ","            ","237","          ","0","1","TST","600","D2   ","D2    ","0","","    L6000-000237","999","BUDGET FOR MFG                ","83","0","211","211","0","0","0","211","0","0","0","211","","","8/15/2018","10/12/2018","8/15/2018","10/12/2018"
"    L6000-000681-999","2/18/2017","481","1","          ","            ","681","          ","0","5","TST","600","D2   ","D2    ","0","","    L6000-000681","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","6/18/2018","7/16/2018","6/18/2018","7/16/2018"
"    L6000-000703-999","2/18/2017","481","1","          ","            ","703","          ","0","5","TST","600","D2   ","D2    ","0","","    L6000-000703","999","BUDGET FOR MFG                ","83","0","213","213","0","0","0","213","0","0","0","213","","","7/18/2018","8/9/2018","7/18/2018","8/9/2018"
"    L6000-000859-999","2/18/2017","481","1","          ","            ","859","          ","0","5","TST","600","D2   ","D2    ","0","","    L6000-000859","999","BUDGET FOR MFG                ","83","0","123","123","0","0","0","123","0","0","0","123","","","7/9/2018","8/3/2018","7/9/2018","8/3/2018"
"    L6000-000864-999","2/18/2017","481","1","          ","            ","864","          ","0","5","TST","600","D2   ","D2    ","0","","    L6000-000864","999","BUDGET FOR MFG                ","83","0","140","140","0","0","0","140","0","0","0","140","","","6/29/2018","7/27/2018","6/29/2018","7/27/2018"
"    L6000-000MZP-999","2/18/2017","481","1","          ","            ","MZP","          ","0","5","TST","600","D2   ","D2    ","0","","    L6000-000MZP","999","BUDGET FOR MFG                ","83","0","105","105","0","0","0","105","0","0","0","105","","","6/28/2018","7/26/2018","6/28/2018","7/26/2018"
"    L6000-000CEA-999","2/18/2017","481","1","          ","            ","CEA","          ","0","1","TST","600","D2MM1","D2MM1 ","0","","    L6000-000CEA","999","BUDGET FOR MFG                ","83","0","32","32","0","0","0","32","0","0","0","32","","","4/27/2018","5/2/2018","4/30/2018","5/3/2018"
"    L6000-000FAJ-999","2/18/2017","481","1","          ","            ","FAJ","          ","0","6","TST","600","D2MM1","D2MM1 ","0","","    L6000-000FAJ","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/9/2018","5/3/2018","4/9/2018","5/3/2018"
"    L6000-000CEX-999","2/18/2017","481","999000","          ","            ","CEX","NO LABOR  ","0","1","TST","600","D2S  ","D2S   ","999","","    L6000-000CEX","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","6/20/2017","6/26/2017","7/26/2017","8/1/2017"
"    L6000-000CEY-999","2/18/2017","481","999000","          ","            ","CEY","NO LABOR  ","0","1","TST","600","D2S  ","D2SD1 ","999","","    L6000-000CEY","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/3/2017","5/11/2017","6/21/2017","6/29/2017"
"    L6000-000CFN-999","2/18/2017","481","999000","          ","            ","CFN","NO LABOR  ","0","1","TST","600","D2S  ","D2SD2 ","999","","    L6000-000CFN","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/5/2017","5/15/2017","5/17/2017","5/25/2017"
"    L6000-000CGC-999","2/18/2017","481","1","          ","            ","CGC","          ","0","1","TST","600","D2T  ","D2T   ","0","","    L6000-000CGC","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","10/30/2017","11/1/2017","11/14/2017","11/16/2017"
"    L6000-000CGD-999","2/18/2017","481","999000","          ","            ","CGD","NO LABOR  ","0","1","TST","600","D2T  ","D2TD1 ","999","","    L6000-000CGD","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","9/14/2017","9/20/2017","9/29/2017","10/5/2017"
"    L6000-000CGW-999","2/18/2017","481","999000","          ","            ","CGW","NO LABOR  ","0","1","TST","600","D2T  ","D2TD2 ","999","","    L6000-000CGW","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","8/7/2017","8/10/2017","9/25/2017","9/28/2017"
"    L6000-000126-999","2/18/2017","481","1","          ","            ","126","          ","0","1","TST","600","D3   ","D3    ","0","","    L6000-000126","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/18/2018","7/18/2018","5/18/2018","7/18/2018"
"    L6000-000238-999","2/18/2017","481","1","          ","            ","238","          ","0","1","TST","600","D3   ","D3    ","0","","    L6000-000238","999","BUDGET FOR MFG                ","83","0","330","211","0","0","0","211","0","0","0","211","","","7/19/2018","9/17/2018","7/19/2018","9/17/2018"
"    L6000-000651-999","2/18/2017","481","1","          ","            ","651","          ","0","5","TST","600","D3   ","D3    ","0","","    L6000-000651","999","BUDGET FOR MFG                ","83","0","211","115","0","0","0","115","0","0","0","115","","","7/9/2018","8/3/2018","7/9/2018","8/3/2018"
"    L6000-000842-999","2/18/2017","481","1","          ","            ","842","          ","0","5","TST","600","D3   ","D3    ","0","","    L6000-000842","999","BUDGET FOR MFG                ","83","0","88","48","0","0","0","48","0","0","0","48","","","6/29/2018","7/27/2018","6/29/2018","7/27/2018"
"    L6000-000861-999","2/18/2017","481","1","          ","            ","861","          ","0","5","TST","600","D3   ","D3    ","0","","    L6000-000861","999","BUDGET FOR MFG                ","83","0","256","140","0","0","0","140","0","0","0","140","","","7/11/2018","8/2/2018","7/11/2018","8/2/2018"
