"Parent - Operation","Lock Date","Project","Provider","CLIN","Effort","Activity","ECP/REA","Swbs","Group","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish"
"    L6000-000QEX-600","2/18/2017","485","1","          ","            ","QEX","          ","0","5","600","600","S    ","S00   ","0","","    L6000-000QEX","600","BUDGET FOR MFG                ","83","0","104","104","0","0","0","104","0","0","0","104","","","1/2/2020","8/7/2020","1/2/2020","8/7/2020"
"    L6000-000QEZ-600","2/18/2017","485","1","          ","            ","QEZ","          ","0","5","600","600","S    ","S00   ","0","","    L6000-000QEZ","600","BUDGET FOR MFG                ","83","0","256","256","0","0","0","256","0","0","0","256","","","7/2/2018","12/21/2018","7/2/2018","12/21/2018"
"    L6000-000QFH-600","2/18/2017","485","1","          ","            ","QFH","          ","0","6","600","600","S    ","S00   ","0","","    L6000-000QFH","600","BUDGET FOR MFG                ","83","0","607","607","0","0","0","607","0","0","0","607","","","1/2/2020","8/7/2020","1/2/2020","8/7/2020"
"    L6000-000QFP-600","2/18/2017","485","1","          ","            ","QFP","          ","0","6","600","600","S    ","S00   ","0","","    L6000-000QFP","600","BUDGET FOR MFG                ","83","0","2284","2284","0","0","0","2284","0","0","0","2284","","","1/2/2019","12/23/2019","1/2/2019","12/23/2019"
"    L6000-000001-600","2/18/2017","485","999000","          ","            ","0","NO LABOR  ","0","0","600","600","S    ","S00   ","999","","    L6000-000001","600","BUDGET FOR OUTSOURCE          ","83","0","103302","103302","0","0","0","103302","0","0","0","103302","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000MBE-999","2/18/2017","485","999000","          ","            ","MBE","NO LABOR  ","0","2","TST","600","S    ","S00   ","999","","    L6000-000MBE","999","BUDGET FOR MFG                ","83","0","280","280","0","0","0","280","0","0","0","280","","","4/2/2019","5/6/2019","7/16/2019","9/3/2019"
"    L6000-000QBU-999","2/18/2017","485","1","          ","            ","QBU","          ","0","9","TST","600","S    ","S00   ","0","","    L6000-000QBU","999","BUDGET FOR MFG                ","83","0","5418","5418","0","0","0","5418","0","0","0","5418","","","1/2/2020","8/7/2020","1/2/2020","8/7/2020"
"    L6000-000QBD-600","2/18/2017","485","1","          ","            ","QBD","          ","0","9","600","600","S    ","S00   ","0","","    L6000-000QBD","600","BUDGET FOR MFG                ","83","0","8779","8779","0","0","0","8779","0","0","0","8779","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018"
"    L6000-000QFD-600","2/18/2017","485","1","          ","            ","QFD","          ","0","5","600","600","S    ","S00   ","0","","    L6000-000QFD","600","BUDGET FOR MFG                ","83","0","398","398","0","0","0","398","0","0","0","398","","","1/2/2019","12/23/2019","1/2/2019","12/23/2019"
"    L6000-000MEM-999","2/18/2017","485","1","          ","            ","MEM","          ","0","3","TST","600","S    ","S00   ","0","","    L6000-000MEM","999","BUDGET FOR MFG                ","83","0","127","127","0","0","0","127","0","0","0","127","","","2/21/2020","2/26/2020","3/27/2020","3/31/2020"
"    L6000-000QAM-999","2/18/2017","485","1","          ","            ","QAM","          ","0","9","TST","600","S    ","S00   ","0","","    L6000-000QAM","999","BUDGET FOR MFG                ","83","0","2314","2314","0","0","0","2314","0","0","0","2314","","","1/2/2020","8/7/2020","1/2/2020","8/7/2020"
"    L6000-000177-999","2/18/2017","485","1","          ","            ","177","          ","0","5","TST","600","S    ","S00   ","0","","    L6000-000177","999","BUDGET FOR MFG                ","83","0","799","799","0","0","0","799","0","0","0","799","","","2/4/2019","3/5/2019","5/10/2019","6/21/2019"
"    L6000-000513-999","2/18/2017","485","1","          ","            ","513","          ","0","5","TST","600","S    ","S00   ","0","","    L6000-000513","999","BUDGET FOR MFG                ","83","0","22","22","0","0","0","22","0","0","0","22","","","7/10/2019","7/17/2019","11/20/2019","12/2/2019"
"    L6000-000QEW-600","2/18/2017","485","1","          ","            ","QEW","          ","0","9","600","600","S    ","S00   ","0","","    L6000-000QEW","600","BUDGET FOR MFG                ","83","0","4717","4717","0","0","0","4717","0","0","0","4717","","","1/2/2018","12/21/2018","1/2/2018","12/21/2018"
"    L6000-000LSF-600","2/18/2017","485","1","          ","            ","LSF","SUP 558843","0","9","600","600","S    ","S00   ","0","","    L6000-000LSF","600","BUDGET FOR MFG                ","83","0","2625","2625","0","0","0","2625","0","0","0","2625","","","6/11/2019","7/11/2019","8/27/2019","9/26/2019"
"    L6000-000MZR-999","2/18/2017","485","1","          ","            ","MZR","          ","0","5","TST","600","S    ","S00   ","0","","    L6000-000MZR","999","BUDGET FOR MFG                ","83","0","123","123","0","0","0","123","0","0","0","123","","","11/25/2019","1/8/2020","1/23/2020","3/2/2020"
"    L6000-000NBT-999","2/18/2017","485","1","          ","            ","NBT","          ","0","2","TST","600","S    ","S00   ","0","","    L6000-000NBT","999","BUDGET FOR MFG                ","83","0","672","672","0","0","0","672","0","0","0","672","","","2/3/2020","2/26/2020","4/3/2020","5/4/2020"
"    L6000-000QAD-999","2/18/2017","485","1","          ","            ","QAD","          ","0","9","TST","600","S    ","S00   ","0","","    L6000-000QAD","999","BUDGET FOR MFG                ","83","0","640","640","0","0","0","640","0","0","0","640","","","4/2/2018","12/21/2018","4/2/2018","12/21/2018"
"    L6000-000QAH-999","2/18/2017","485","1","          ","            ","QAH","          ","0","9","TST","600","S    ","S00   ","0","","    L6000-000QAH","999","BUDGET FOR MFG                ","83","0","4027","4027","0","0","0","4027","0","0","0","4027","","","1/2/2019","12/23/2019","1/2/2019","12/23/2019"
"    L6000-000NCR-999","2/18/2017","485","1","          ","            ","NCR","          ","0","3","TST","600","S    ","S00   ","0","","    L6000-000NCR","999","BUDGET FOR MFG                ","83","0","251","251","0","0","0","251","0","0","0","251","","","2/5/2020","2/13/2020","3/11/2020","3/20/2020"
"    L6000-000QES-600","2/18/2017","485","1","          ","            ","888","          ","0","9","600","600","S    ","S00   ","0","","    L6000-000QES","600","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000000-600","2/18/2017","485","1","          ","            ","0","          ","0","0","600","600","S    ","S00   ","0","","    L6000-000000","600","BUDGET FOR MFG                ","83","0","626145","626145","0","0","0","626145","0","0","0","626145","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000NCS-999","2/18/2017","485","1","          ","            ","NCS","          ","0","3","TST","600","S    ","S00   ","0","","    L6000-000NCS","999","BUDGET FOR MFG                ","83","0","153","153","0","0","0","153","0","0","0","153","","","2/5/2020","2/12/2020","3/11/2020","3/18/2020"
"    L6000-000NCW-999","2/18/2017","485","1","          ","            ","NCW","          ","0","5","TST","600","S    ","S00   ","0","","    L6000-000NCW","999","BUDGET FOR MFG                ","83","0","43","43","0","0","0","43","0","0","0","43","","","2/19/2019","3/26/2019","5/29/2019","7/18/2019"
"    L6000-000NBX-999","2/18/2017","485","1","          ","            ","NBX","          ","0","2","TST","600","S    ","S00   ","0","","    L6000-000NBX","999","BUDGET FOR MFG                ","83","0","47","47","0","0","0","47","0","0","0","47","","","3/31/2020","4/24/2020","4/24/2020","5/7/2020"
"    L6000-000NGM-999","2/18/2017","485","1","          ","            ","NGM","          ","0","5","TST","600","S1   ","S1    ","0","","    L6000-000NGM","999","BUDGET FOR MFG                ","83","0","229","229","0","0","0","229","0","0","0","229","","","2/19/2019","3/20/2019","5/22/2019","7/3/2019"
"    L6000-000BFW-999","2/18/2017","485","1","          ","            ","BFW","          ","0","1","TST","600","S1U  ","S1U   ","0","","    L6000-000BFW","999","BUDGET FOR MFG                ","83","0","212","212","0","0","0","212","0","0","0","212","","","6/5/2018","6/12/2018","8/24/2018","9/4/2018"
"    L6000-000742-999","2/18/2017","485","1","          ","            ","742","          ","0","5","TST","600","S2   ","S2    ","0","","    L6000-000742","999","BUDGET FOR MFG                ","83","0","342","342","0","0","0","342","0","0","0","342","","","3/4/2019","4/2/2019","6/13/2019","7/25/2019"
"    L6000-000BJS-999","2/18/2017","485","1","          ","            ","BJS","          ","0","1","TST","600","S2U  ","S2U   ","0","","    L6000-000BJS","999","BUDGET FOR MFG                ","83","0","155","155","0","0","0","155","0","0","0","155","","","6/28/2018","7/6/2018","10/10/2018","10/19/2018"
"    L6000-000MBF-999","2/18/2017","485","999000","          ","            ","MBF","NO LABOR  ","0","2","TST","600","S    ","SU0   ","999","","    L6000-000MBF","999","BUDGET FOR MFG                ","83","0","352","352","0","0","0","352","0","0","0","352","","","1/23/2019","4/1/2019","4/23/2019","7/15/2019"
"    L6000-000BNL-621","2/18/2017","485","1","          ","            ","BNL","          ","0","5","623","621","A1DD1","A1DD1 ","0","","    L6000-000BNL","621","BUDGET FOR MFG                ","83","0","8","8","0","0","0","8","0","0","0","8","","","5/2/2018","6/8/2018","7/2/2018","8/14/2018"
"    L6000-000AAS-621","2/18/2017","485","999000","          ","            ","AAS","NO LABOR  ","0","2","625","621","A1L  ","A1L   ","999","","    L6000-000AAS","621","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","8/27/2018","10/26/2018","11/5/2018","1/25/2019"
"    L6000-000JLC-621","2/18/2017","485","1","          ","            ","JLC","          ","0","6","621","621","A1L  ","A1L   ","0","","    L6000-000JLC","621","BUDGET FOR MFG                ","83","0","11","11","0","0","0","11","0","0","0","11","","","11/14/2017","11/28/2017","12/7/2017","12/21/2017"
"    L6000-000ABZ-621","2/18/2017","485","1","          ","            ","ABZ","          ","0","1","621","621","A1L  ","A1L   ","0","","    L6000-000ABZ","621","BUDGET FOR MFG                ","83","0","337","337","0","0","0","337","0","0","0","337","","","11/14/2017","11/28/2017","12/7/2017","12/21/2017"
"    L6000-000AAZ-621","2/18/2017","485","1","          ","            ","AAZ","          ","0","5","623","621","A1L  ","A1L   ","0","","    L6000-000AAZ","621","BUDGET FOR MFG                ","83","0","48","48","0","0","0","48","0","0","0","48","","","3/26/2018","5/8/2018","5/17/2018","7/19/2018"
"    L6000-000BPC-621","2/18/2017","485","1","          ","            ","BPC","          ","0","1","621","621","A1L  ","A1LB1 ","0","","    L6000-000BPC","621","BUDGET FOR MFG                ","83","0","1377","1377","0","0","0","1377","0","0","0","1377","","","11/14/2017","12/8/2017","12/21/2017","1/22/2018"
"    L6000-000BRM-621","2/18/2017","485","1","          ","            ","BRM","          ","0","1","621","621","A1L  ","A1LB1 ","0","","    L6000-000BRM","621","BUDGET FOR MFG                ","83","0","205","205","0","0","0","205","0","0","0","205","","","12/13/2017","1/12/2018","3/7/2018","4/3/2018"
"    L6000-000BRR-621","2/18/2017","485","1","          ","            ","BRR","          ","0","1","621","621","A1L  ","A1LB1 ","0","","    L6000-000BRR","621","BUDGET FOR MFG                ","83","0","279","279","0","0","0","279","0","0","0","279","","","10/24/2017","11/9/2017","12/7/2017","1/4/2018"
"    L6000-000BRT-621","2/18/2017","485","1","          ","            ","BRT","          ","0","1","621","621","A1L  ","A1LS1 ","0","","    L6000-000BRT","621","BUDGET FOR MFG                ","83","0","401","401","0","0","0","401","0","0","0","401","","","1/2/2018","1/17/2018","1/29/2018","2/15/2018"
"    L6000-000JLG-621","2/18/2017","485","1","          ","            ","JLG","          ","0","6","621","621","A1L  ","A1LS1 ","0","","    L6000-000JLG","621","BUDGET FOR MFG                ","83","0","7","7","0","0","0","7","0","0","0","7","","","1/2/2018","1/23/2018","1/29/2018","2/22/2018"
"    L6000-000ADK-621","2/18/2017","485","1","          ","            ","ADK","          ","0","1","621","621","A1U  ","A1U   ","0","","    L6000-000ADK","621","BUDGET FOR MFG                ","83","0","300","300","0","0","0","300","0","0","0","300","","","4/24/2018","5/8/2018","7/2/2018","7/19/2018"
"    L6000-000ACS-621","2/18/2017","485","1","          ","            ","ACS","          ","0","1","62H","621","A1U  ","A1U   ","0","","    L6000-000ACS","621","BUDGET FOR MFG                ","83","0","186","186","0","0","0","186","0","0","0","186","","","5/9/2018","6/14/2018","7/20/2018","8/30/2018"
"    L6000-000ACY-621","2/18/2017","485","1","          ","            ","ACY","          ","0","5","623","621","A1U  ","A1U   ","0","","    L6000-000ACY","621","BUDGET FOR MFG                ","83","0","32","32","0","0","0","32","0","0","0","32","","","5/9/2018","6/14/2018","7/20/2018","8/30/2018"
"    L6000-000BTC-621","2/18/2017","485","1","          ","            ","BTC","          ","0","1","621","621","A1U  ","A1UD1 ","0","","    L6000-000BTC","621","BUDGET FOR MFG                ","83","0","1493","1493","0","0","0","1493","0","0","0","1493","","","3/5/2018","3/28/2018","3/30/2018","4/24/2018"
"    L6000-000BUR-621","2/18/2017","485","1","          ","            ","BUR","          ","0","6","62H","621","A1U  ","A1UD2 ","0","","    L6000-000BUR","621","BUDGET FOR MFG                ","83","0","296","296","0","0","0","296","0","0","0","296","","","3/26/2018","4/30/2018","5/17/2018","6/28/2018"
"    L6000-000BWZ-621","2/18/2017","485","1","          ","            ","BWZ","          ","0","1","621","621","A2L  ","A2LB1 ","0","","    L6000-000BWZ","621","BUDGET FOR MFG                ","83","0","239","239","0","0","0","239","0","0","0","239","","","1/10/2018","1/24/2018","2/13/2018","3/1/2018"
"    L6000-000JLJ-621","2/18/2017","485","1","          ","            ","JLJ","          ","0","6","621","621","A2L  ","A2LS2 ","0","","    L6000-000JLJ","621","BUDGET FOR MFG                ","83","0","18","18","0","0","0","18","0","0","0","18","","","3/12/2018","3/27/2018","4/3/2018","4/20/2018"
"    L6000-000EGF-621","2/18/2017","485","1","          ","            ","EGF","555580","0","6","62S","621","A1   ","AA1   ","0","","    L6000-000EGF","621","BUDGET FOR MFG                ","83","0","84","84","0","0","0","84","0","0","0","84","","","1/10/2019","1/24/2019","4/18/2019","5/8/2019"
"    L6000-000BZT-621","2/18/2017","485","1","          ","            ","BZT","          ","0","5","623","621","B1UD1","B1UD1 ","0","","    L6000-000BZT","621","BUDGET FOR MFG                ","83","0","8","8","0","0","0","8","0","0","0","8","","","8/9/2018","10/25/2018","8/6/2018","9/24/2018"
"    L6000-000AHA-621","2/18/2017","485","1","          ","            ","AHA","          ","0","5","623","621","D1S  ","D1S   ","0","","    L6000-000AHA","621","BUDGET FOR MFG                ","83","0","64","64","0","0","0","64","0","0","0","64","","","7/23/2018","9/12/2018","8/21/2018","10/19/2018"
"    L6000-000DKW-621","2/18/2017","485","999000","          ","            ","DKW","NO LABOR  ","0","9","62A","621","D1S  ","D1SD1 ","999","","    L6000-000DKW","621","BUDGET FOR MFG                ","83","0","32","32","0","0","0","32","0","0","0","32","","","3/12/2018","5/8/2018","3/12/2018","5/29/2018"
"    L6000-000CAK-621","2/18/2017","485","999000","          ","            ","CAK","NO LABOR  ","0","1","62A","621","D1S  ","D1SD1 ","999","","    L6000-000CAK","621","BUDGET FOR MFG                ","83","0","790","790","0","0","0","790","0","0","0","790","","","3/12/2018","5/8/2018","3/12/2018","5/16/2018"
"    L6000-000FCF-621","2/18/2017","485","999000","          ","            ","FCF","NO LABOR  ","0","6","62W","621","D1S  ","D1SD1 ","999","","    L6000-000FCF","621","BUDGET FOR MFG                ","83","0","25","25","0","0","0","25","0","0","0","25","","","3/12/2018","5/8/2018","3/12/2018","5/29/2018"
"    L6000-000EBV-621","2/18/2017","485","999000","          ","            ","EBV","NO LABOR  ","0","3","62W","621","D1S  ","D1SD1 ","999","","    L6000-000EBV","621","BUDGET FOR MFG                ","83","0","429","429","0","0","0","429","0","0","0","429","","","4/25/2018","6/22/2018","4/27/2018","7/5/2018"
"    L6000-000CAJ-621","2/18/2017","485","999000","          ","            ","CAJ","NO LABOR  ","0","1","62A","621","D1S  ","D1SD1 ","999","","    L6000-000CAJ","621","BUDGET FOR MFG                ","83","0","1071","1071","0","0","0","1071","0","0","0","1071","","","1/30/2018","3/9/2018","1/30/2018","3/9/2018"
"    L6000-000CAR-621","2/18/2017","485","999000","          ","            ","CAR","NO LABOR  ","0","5","62W","621","D1S  ","D1SD1 ","999","","    L6000-000CAR","621","BUDGET FOR MFG                ","83","0","90","90","0","0","0","90","0","0","0","90","","","3/12/2018","5/8/2018","3/12/2018","5/29/2018"
"    L6000-000CAV-621","2/18/2017","485","999000","          ","            ","CAV","NO LABOR  ","0","1","62A","621","D1S  ","D1SD1 ","999","","    L6000-000CAV","621","BUDGET FOR MFG                ","83","0","85","85","0","0","0","85","0","0","0","85","","","2/15/2018","3/9/2018","2/6/2018","3/9/2018"
"    L6000-000CYG-621","2/18/2017","485","999000","          ","            ","CYG","NO LABOR  ","0","1","62W","621","D1S  ","D1SD1 ","999","","    L6000-000CYG","621","BUDGET FOR MFG                ","83","0","258","258","0","0","0","258","0","0","0","258","","","3/12/2018","5/8/2018","3/12/2018","5/29/2018"
"    L6000-000CBK-621","2/18/2017","485","999000","          ","            ","CBK","NO LABOR  ","0","6","625","621","D1S  ","D1SD2 ","999","","    L6000-000CBK","621","BUDGET FOR MFG                ","83","0","48","48","0","0","0","48","0","0","0","48","","","4/4/2018","5/10/2018","4/27/2018","6/20/2018"
"    L6000-000FCL-621","2/18/2017","485","999000","          ","            ","FCL","NO LABOR  ","0","6","62W","621","D1S  ","D1SD2 ","999","","    L6000-000FCL","621","BUDGET FOR MFG                ","83","0","112","112","0","0","0","112","0","0","0","112","","","4/4/2018","5/10/2018","4/27/2018","6/20/2018"
"    L6000-000EBM-621","2/18/2017","485","999000","          ","            ","EBM","NO LABOR  ","0","3","62W","621","D1S  ","D1SD2 ","999","","    L6000-000EBM","621","BUDGET FOR MFG                ","83","0","259","259","0","0","0","259","0","0","0","259","","","4/25/2018","6/1/2018","4/27/2018","6/20/2018"
"    L6000-000DML-621","2/18/2017","485","999000","          ","            ","DML","NO LABOR  ","0","1","62W","621","D1S  ","D1SD2 ","999","","    L6000-000DML","621","BUDGET FOR MFG                ","83","0","211","211","0","0","0","211","0","0","0","211","","","4/4/2018","5/10/2018","4/27/2018","6/20/2018"
"    L6000-000CBM-621","2/18/2017","485","999000","          ","            ","CBM","NO LABOR  ","0","1","62A","621","D1S  ","D1SD2 ","999","","    L6000-000CBM","621","BUDGET FOR MFG                ","83","0","75","75","0","0","0","75","0","0","0","75","","","3/12/2018","4/3/2018","3/26/2018","4/26/2018"
"    L6000-000CBG-621","2/18/2017","485","999000","          ","            ","CBG","NO LABOR  ","0","5","62W","621","D1S  ","D1SD2 ","999","","    L6000-000CBG","621","BUDGET FOR MFG                ","83","0","95","95","0","0","0","95","0","0","0","95","","","4/4/2018","5/10/2018","4/27/2018","6/20/2018"
"    L6000-000CAZ-621","2/18/2017","485","999000","          ","            ","CAZ","NO LABOR  ","0","1","62A","621","D1S  ","D1SD2 ","999","","    L6000-000CAZ","621","BUDGET FOR MFG                ","83","0","1100","1100","0","0","0","1100","0","0","0","1100","","","4/4/2018","5/10/2018","4/27/2018","6/20/2018"
"    L6000-000CAX-621","2/18/2017","485","999000","          ","            ","CAX","NO LABOR  ","0","1","62A","621","D1S  ","D1SD2 ","999","","    L6000-000CAX","621","BUDGET FOR MFG                ","83","0","943","943","0","0","0","943","0","0","0","943","","","1/30/2018","3/13/2018","1/30/2018","3/21/2018"
"    L6000-000DLP-621","2/18/2017","485","999000","          ","            ","DLP","NO LABOR  ","0","9","62A","621","D1S  ","D1SD2 ","999","","    L6000-000DLP","621","BUDGET FOR MFG                ","83","0","58","58","0","0","0","58","0","0","0","58","","","4/4/2018","5/10/2018","4/27/2018","6/20/2018"
"    L6000-000EAA-621","2/18/2017","485","999000","          ","            ","EAA","NO LABOR  ","0","6","62W","621","D1S  ","D1SD3 ","999","","    L6000-000EAA","621","BUDGET FOR MFG                ","83","0","11","11","0","0","0","11","0","0","0","11","","","5/17/2018","6/25/2018","5/25/2018","7/10/2018"
"    L6000-000CBV-621","2/18/2017","485","999000","          ","            ","CBV","NO LABOR  ","0","5","62W","621","D1S  ","D1SD3 ","999","","    L6000-000CBV","621","BUDGET FOR MFG                ","83","0","119","119","0","0","0","119","0","0","0","119","","","5/17/2018","6/25/2018","5/25/2018","7/10/2018"
