"Parent - Operation","Lock Date","Project","Provider","CLIN","Effort","Activity","ECP/REA","Swbs","Group","Owning Org","Resource","Planning Unit","Sequence","FM","Work Order","Item","Op","Scope","Task","Progress","BAC","Estimate","BCWP to BAC","BCWP to Est","ACWP","ETC","Target","Provider Target","Provider ACWP","EAC","CPI BAC","CPI Est","Baseline Start","Baseline Finish","Forecast Start","Forecast Finish"
"    L6000-000884-999","2/18/2017","477","1","          ","            ","884","          ","0","2","TST","600","A1   ","A1    ","0","","    L6000-000884","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/13/2017","4/13/2017","6/13/2017","7/26/2017"
"    L6000-000118-999","2/18/2017","477","1","          ","            ","118","          ","0","1","TST","600","A1   ","A1    ","0","","    L6000-000118","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/9/2017","5/26/2017","12/14/2016","4/11/2017"
"    L6000-000877-999","2/18/2017","477","1","          ","            ","877","          ","0","2","TST","600","A1   ","A1    ","0","","    L6000-000877","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/30/2017","3/8/2017","5/30/2017","7/12/2017"
"    L6000-000851-999","2/18/2017","477","1","          ","            ","851","          ","0","5","TST","600","A1   ","A1    ","0","","    L6000-000851","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/31/2017","7/3/2017","6/1/2017","7/14/2017"
"    L6000-000692-999","2/18/2017","477","1","          ","            ","692","          ","0","5","TST","600","A1   ","A1    ","0","","    L6000-000692","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/13/2017","5/16/2017","5/31/2017","7/13/2017"
"    L6000-000141-999","2/18/2017","477","1","          ","            ","141","          ","0","1","TST","600","A1   ","A1    ","0","","    L6000-000141","999","BUDGET FOR MFG                ","83","0","519","519","0","0","0","649","0","0","0","649","","","5/30/2017","8/9/2017","4/12/2017","6/23/2017"
"    L6000-000645-999","2/18/2017","477","1","          ","            ","645","          ","0","2","TST","600","A1   ","A1    ","0","","    L6000-000645","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/13/2017","4/13/2017","12/14/2016","8/29/2017"
"    L6000-000652-999","2/18/2017","477","1","          ","            ","652","          ","0","5","TST","600","A1   ","A1    ","0","","    L6000-000652","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/7/2017","5/10/2017","6/27/2017","8/9/2017"
"    L6000-000878-999","2/18/2017","477","1","          ","            ","878","          ","0","2","TST","600","A1   ","A1    ","0","","    L6000-000878","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/30/2017","3/8/2017","5/30/2017","7/12/2017"
"    L6000-000672-999","2/18/2017","477","1","          ","            ","672","          ","0","5","TST","600","A1   ","A1    ","0","","    L6000-000672","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/8/2017","4/10/2017","5/3/2017","6/15/2017"
"    L6000-000847-999","2/18/2017","477","1","          ","            ","847","          ","0","5","TST","600","A1   ","A1    ","0","","    L6000-000847","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/29/2017","5/1/2017","3/31/2017","5/12/2017"
"    L6000-000701-999","2/18/2017","477","1","          ","            ","701","          ","0","5","TST","600","A1   ","A1    ","0","","    L6000-000701","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/26/2017","5/30/2017","6/7/2017","7/20/2017"
"    L6000-000723-999","2/18/2017","477","1","          ","            ","723","          ","0","5","TST","600","A1   ","A1    ","0","","    L6000-000723","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/29/2017","5/1/2017","2/17/2017","3/31/2017"
"    L6000-000734-999","2/18/2017","477","1","          ","            ","734","          ","0","2","TST","600","A1   ","A1    ","0","","    L6000-000734","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/13/2017","4/13/2017","5/10/2017","6/22/2017"
"    L6000-000762-999","2/18/2017","477","1","          ","            ","762","          ","0","5","TST","600","A1   ","A1    ","0","","    L6000-000762","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/13/2017","5/22/2017","4/28/2017","6/12/2017"
"    L6000-000763-999","2/18/2017","477","1","          ","            ","763","          ","0","5","TST","600","A1   ","A1    ","0","","    L6000-000763","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","10/31/2016","11/29/2016","10/10/2016","12/23/2016"
"    L6000-000764-999","2/18/2017","477","1","          ","            ","764","          ","0","5","TST","600","A1   ","A1    ","0","","    L6000-000764","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","10/31/2016","11/29/2016","11/18/2016","11/22/2016"
"    L6000-000778-999","2/18/2017","477","1","          ","            ","778","          ","0","5","TST","600","A1   ","A1    ","0","","    L6000-000778","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/13/2017","5/22/2017","5/31/2017","7/13/2017"
"    L6000-000659-999","2/18/2017","477","1","          ","            ","659","          ","0","5","TST","600","A1   ","A1    ","0","","    L6000-000659","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/29/2017","5/1/2017","5/3/2017","6/15/2017"
"    L6000-000BMA-999","2/18/2017","477","1","          ","            ","BMA","          ","0","1","TST","600","A1DD1","A1DD1 ","0","","    L6000-000BMA","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/4/2016","5/10/2016","8/8/2016","8/12/2016"
"    L6000-000BVS-999","2/18/2017","477","1","          ","            ","BVS","          ","0","5","TST","600","A1DD1","A1DD1 ","0","","    L6000-000BVS","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/6/2016","4/19/2016","8/5/2016","8/12/2016"
"    L6000-000931-999","2/18/2017","477","999000","          ","            ","931","NO LABOR  ","0","3","TST","600","S    ","A1L   ","999","","    L6000-000931","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","10/6/2017","11/3/2017","9/25/2017","10/24/2017"
"    L6000-000BPA-999","2/18/2017","477","1","          ","            ","BPA","          ","0","1","TST","600","A1L  ","A1L   ","0","","    L6000-000BPA","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/5/2016","4/11/2016","4/18/2016","6/24/2016"
"    L6000-000LAB-999","2/18/2017","477","1","          ","            ","LAB","          ","0","5","TST","600","A1L  ","A1L   ","0","","    L6000-000LAB","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/22/2017","3/3/2017","12/14/2016","12/23/2016"
"    L6000-000BPB-999","2/18/2017","477","1","          ","            ","BPB","          ","0","1","TST","600","A1L  ","A1LB1 ","0","","    L6000-000BPB","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","12/15/2015","12/23/2015","5/19/2016","7/7/2016"
"    L6000-000BRS-999","2/18/2017","477","1","          ","            ","BRS","          ","0","1","TST","600","A1L  ","A1LS1 ","0","","    L6000-000BRS","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/27/2016","2/2/2016","1/8/2016","6/7/2016"
"    L6000-000BTA-999","2/18/2017","477","1","          ","            ","BTA","          ","0","1","TST","600","A1U  ","A1U   ","0","","    L6000-000BTA","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","6/7/2016","6/10/2016","8/22/2016","9/2/2016"
"    L6000-000LAJ-999","2/18/2017","477","1","          ","            ","LAJ","          ","0","5","TST","600","A1U  ","A1U   ","0","","    L6000-000LAJ","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","12/1/2016","12/12/2016","12/2/2016","12/13/2016"
"    L6000-000812-999","2/18/2017","477","999000","          ","            ","812","NO LABOR  ","0","2","TST","600","S    ","A1U   ","999","","    L6000-000812","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","9/12/2017","10/11/2017","8/29/2017","10/2/2017"
"    L6000-000913-999","2/18/2017","477","999000","          ","            ","913","NO LABOR  ","0","2","TST","600","S    ","A1U   ","999","","    L6000-000913","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","9/12/2017","9/27/2017","8/29/2017","9/20/2017"
"    L6000-000BTB-999","2/18/2017","477","1","          ","            ","BTB","          ","0","1","TST","600","A1U  ","A1UD1 ","0","","    L6000-000BTB","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/19/2016","2/25/2016","8/22/2016","9/9/2016"
"    L6000-000BUC-999","2/18/2017","477","1","          ","            ","BUC","          ","0","1","TST","600","A1U  ","A1UD2 ","0","","    L6000-000BUC","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/17/2016","2/22/2016","6/20/2016","9/9/2016"
"    L6000-000DLR-999","2/18/2017","477","1","          ","            ","DLR","          ","0","5","TST","600","A1U  ","A1UD2 ","0","","    L6000-000DLR","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/5/2016","2/22/2016","9/2/2016","9/9/2016"
"    L6000-000977-999","2/18/2017","477","1","          ","            ","977","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000977","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/18/2017","5/19/2017","7/6/2017","8/17/2017"
"    L6000-000862-999","2/18/2017","477","1","          ","            ","862","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000862","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/3/2017","6/6/2017","5/18/2017","6/30/2017"
"    L6000-000868-999","2/18/2017","477","1","          ","            ","868","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000868","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/4/2017","5/5/2017","6/21/2017","8/3/2017"
"    L6000-000869-999","2/18/2017","477","1","          ","            ","869","          ","0","2","TST","600","A2   ","A2    ","0","","    L6000-000869","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/14/2017","3/13/2017","10/10/2016","7/14/2017"
"    L6000-000880-999","2/18/2017","477","1","          ","            ","880","          ","0","2","TST","600","A2   ","A2    ","0","","    L6000-000880","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/26/2017","6/5/2017","6/30/2017","8/14/2017"
"    L6000-000H39-999","2/18/2017","477","1","          ","            ","888","          ","0","2","TST","600","A2   ","A2    ","0","","    L6000-000H39","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000H81-999","2/18/2017","477","1","          ","            ","888","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000H81","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000850-999","2/18/2017","477","1","          ","            ","850","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000850","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/12/2017","5/15/2017","5/31/2017","7/13/2017"
"    L6000-000970-999","2/18/2017","477","1","          ","            ","970","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000970","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/15/2017","4/17/2017","5/31/2017","7/13/2017"
"    L6000-000767-999","2/18/2017","477","1","          ","            ","767","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000767","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/18/2017","5/25/2017","7/6/2017","8/17/2017"
"    L6000-000941-999","2/18/2017","477","999000","          ","            ","941","NO LABOR  ","0","3","TST","600","S    ","A2    ","999","","    L6000-000941","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","9/27/2017","10/26/2017","10/4/2017","11/6/2017"
"    L6000-000958-999","2/18/2017","477","1","          ","            ","958","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000958","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/6/2017","4/6/2017","5/18/2017","6/30/2017"
"    L6000-000843-999","2/18/2017","477","1","          ","            ","843","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000843","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/12/2017","5/15/2017","6/12/2017","7/25/2017"
"    L6000-000779-999","2/18/2017","477","1","          ","            ","779","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000779","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/7/2017","5/16/2017","6/12/2017","7/25/2017"
"    L6000-000768-999","2/18/2017","477","1","          ","            ","768","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000768","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/18/2017","5/25/2017","7/6/2017","8/17/2017"
"    L6000-000765-999","2/18/2017","477","1","          ","            ","765","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000765","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/7/2017","5/16/2017","5/31/2017","7/13/2017"
"    L6000-000737-999","2/18/2017","477","1","          ","            ","737","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000737","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/9/2017","6/12/2017","5/17/2017","6/29/2017"
"    L6000-000736-999","2/18/2017","477","1","          ","            ","736","          ","0","2","TST","600","A2   ","A2    ","0","","    L6000-000736","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/9/2017","6/12/2017","6/30/2017","8/14/2017"
"    L6000-000735-999","2/18/2017","477","1","          ","            ","735","          ","0","2","TST","600","A2   ","A2    ","0","","    L6000-000735","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/9/2017","6/12/2017","6/30/2017","8/14/2017"
"    L6000-000647-999","2/18/2017","477","1","          ","            ","647","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000647","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/24/2017","5/25/2017","6/30/2017","8/14/2017"
"    L6000-000142-999","2/18/2017","477","1","          ","            ","142","          ","0","1","TST","600","A2   ","A2    ","0","","    L6000-000142","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/12/2017","6/22/2017","4/12/2017","6/23/2017"
"    L6000-000119-999","2/18/2017","477","1","          ","            ","119","          ","0","1","TST","600","A2   ","A2    ","0","","    L6000-000119","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/23/2017","4/11/2017","12/14/2016","4/11/2017"
"    L6000-000769-999","2/18/2017","477","1","          ","            ","769","          ","0","5","TST","600","A2   ","A2    ","0","","    L6000-000769","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/18/2017","5/25/2017","7/6/2017","8/17/2017"
"    L6000-000BUV-999","2/18/2017","477","1","          ","            ","BUV","          ","0","1","TST","600","A2DD1","A2DD1 ","0","","    L6000-000BUV","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/25/2016","6/1/2016","9/9/2016","9/16/2016"
"    L6000-000930-999","2/18/2017","477","999000","          ","            ","930","NO LABOR  ","0","3","TST","600","S    ","A2L   ","999","","    L6000-000930","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","10/4/2017","10/19/2017","8/22/2017","9/8/2017"
"    L6000-000LAC-999","2/18/2017","477","1","          ","            ","LAC","          ","0","5","TST","600","A2L  ","A2L   ","0","","    L6000-000LAC","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","12/8/2016","12/19/2016","12/14/2016","12/23/2016"
"    L6000-000BWB-999","2/18/2017","477","1","          ","            ","BWB","          ","0","1","TST","600","A2L  ","A2L   ","0","","    L6000-000BWB","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/9/2016","5/16/2016","7/25/2016","8/4/2016"
"    L6000-000BWC-999","2/18/2017","477","1","          ","            ","BWC","          ","0","1","TST","600","A2L  ","A2LB1 ","0","","    L6000-000BWC","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","2/24/2016","3/4/2016","7/25/2016","8/4/2016"
"    L6000-000BXA-999","2/18/2017","477","1","          ","            ","BXA","          ","0","1","TST","600","A2L  ","A2LS1 ","0","","    L6000-000BXA","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/8/2016","3/14/2016","5/23/2016","7/5/2016"
"    L6000-000BXS-999","2/18/2017","477","1","          ","            ","BXS","          ","0","1","TST","600","A2L  ","A2LS2 ","0","","    L6000-000BXS","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","3/8/2016","3/14/2016","5/9/2016","5/13/2016"
"    L6000-000H98-999","2/18/2017","477","1","          ","            ","888","          ","0","1","TST","600","A1   ","AA1   ","0","","    L6000-000H98","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000J11-999","2/18/2017","477","1","          ","            ","888","          ","0","3","TST","600","A1   ","AA1   ","0","","    L6000-000J11","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000A17-999","2/18/2017","477","1","          ","            ","888","          ","0","1","TST","600","D1   ","AD1   ","0","","    L6000-000A17","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000A20-999","2/18/2017","477","1","          ","            ","888","          ","0","3","TST","600","D1   ","AD1   ","0","","    L6000-000A20","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000A31-999","2/18/2017","477","1","          ","            ","888","          ","0","1","TST","600","D2   ","AD2   ","0","","    L6000-000A31","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000A34-999","2/18/2017","477","1","          ","            ","888","          ","0","3","TST","600","D2   ","AD2   ","0","","    L6000-000A34","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000A51-999","2/18/2017","477","1","          ","            ","888","          ","0","3","TST","600","F1   ","AF1   ","0","","    L6000-000A51","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000A48-999","2/18/2017","477","1","          ","            ","888","          ","0","1","TST","600","F1   ","AF1   ","0","","    L6000-000A48","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000A64-999","2/18/2017","477","1","          ","            ","888","          ","0","1","TST","600","F2   ","AF2   ","0","","    L6000-000A64","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000A66-999","2/18/2017","477","1","          ","            ","888","          ","0","3","TST","600","F2   ","AF2   ","0","","    L6000-000A66","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000A78-999","2/18/2017","477","1","          ","            ","888","          ","0","1","TST","600","F3   ","AF3   ","0","","    L6000-000A78","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000A89-999","2/18/2017","477","1","          ","            ","888","          ","0","3","TST","600","F3   ","AF3   ","0","","    L6000-000A89","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000980-999","2/18/2017","477","1","          ","            ","980","          ","0","5","TST","600","B1   ","B1    ","0","","    L6000-000980","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/9/2017","6/12/2017","5/17/2017","6/29/2017"
"    L6000-000942-999","2/18/2017","477","999000","          ","            ","942","NO LABOR  ","0","3","TST","600","S    ","B1    ","999","","    L6000-000942","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","11/7/2017","12/11/2017","10/16/2017","12/8/2017"
"    L6000-000H82-999","2/18/2017","477","1","          ","            ","888","          ","0","5","TST","600","B1   ","B1    ","0","","    L6000-000H82","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000112-999","2/18/2017","477","1","          ","            ","112","          ","0","1","TST","600","B1   ","B1    ","0","","    L6000-000112","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/3/2017","7/14/2017","5/9/2017","7/5/2017"
"    L6000-000134-999","2/18/2017","477","1","          ","            ","134","          ","0","1","TST","600","B1   ","B1    ","0","","    L6000-000134","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/17/2017","9/26/2017","7/6/2017","9/21/2017"
"    L6000-000BYC-999","2/18/2017","477","1","          ","            ","BYC","          ","0","1","TST","600","B1L  ","B1L   ","0","","    L6000-000BYC","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","6/15/2016","6/24/2016","10/10/2016","12/23/2016"
"    L6000-000BYN-999","2/18/2017","477","1","          ","            ","BYN","          ","0","1","TST","600","B1L  ","B1LD1 ","0","","    L6000-000BYN","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","12/2/2016","12/9/2016","12/2/2016","12/9/2016"
"    L6000-000FAE-999","2/18/2017","477","1","          ","            ","FAE","          ","0","5","TST","600","B1L  ","B1LD1 ","0","","    L6000-000FAE","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","12/16/2016","1/4/2017","1/9/2017","1/18/2017"
"    L6000-000BYZ-999","2/18/2017","477","1","          ","            ","BYZ","          ","0","1","TST","600","B1UD1","B1UD1 ","0","","    L6000-000BYZ","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/4/2017","1/6/2017","12/14/2016","1/5/2017"
"    L6000-000DZX-999","2/18/2017","477","1","          ","            ","DZX","          ","0","1","TST","600","B1UD1","B1UD1 ","0","","    L6000-000DZX","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","12/5/2016","12/23/2016","1/9/2017","1/12/2017"
"    L6000-000J20-999","2/18/2017","477","1","          ","            ","888","          ","0","3","TST","600","D2   ","CD2   ","0","","    L6000-000J20","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","1/1/1753","1/1/1753","1/1/1753","1/1/1753"
"    L6000-000840-999","2/18/2017","477","1","          ","            ","840","          ","0","5","TST","600","D1   ","D1    ","0","","    L6000-000840","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","5/10/2017","6/13/2017","5/24/2017","7/7/2017"
"    L6000-000990-999","2/18/2017","477","1","          ","            ","990","          ","0","5","TST","600","D1   ","D1    ","0","","    L6000-000990","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","4/25/2017","5/26/2017","3/1/2017","4/12/2017"
"    L6000-000974-999","2/18/2017","477","1","          ","            ","974","          ","0","5","TST","600","D1   ","D1    ","0","","    L6000-000974","999","BUDGET FOR MFG                ","83","100","0","0","0","0","0","0","0","0","0","0","","","7/31/2017","8/31/2017","8/4/2017","9/11/2017"
