"","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Committed Qty","Commit Amnt","Delv.date","Acct /Proj /Dept","CLIN","Effort","ECP/REA"
"485","411","411-01-00017-200","HEADSET, BINAURAL, P/N 79L025-","HEADSET   ","BINAURAL          ","   ","104945","970481","8","0","5","0","5","0","10/25/2017","       /    /    ","            ","            ",""
"485","411","411-01-00018-200","HEADSET, BINAURAL, P/N 79L0258","HEADSET   ","BINAURAL          ","   ","104945","970481","9","0","7","0","7","0","10/25/2017","       /    /    ","            ","            ",""
"485","411","411-01-00020","DISPLAY, LARGE SCREEN, (42""   ","DISPLAY   ","SCREEN            ","   ","104945","970481","147","0","2","0","2","0","10/25/2017","       /    /    ","            ","            ",""
"485","415","415-01-00100","BOX, SECURE NETWORK,          ","BOX       ","NETWORK           ","   ","105688","940935","1","84.5","16","16","16","1352","05/08/2017","       /    /    ","            ","            ",""
"485","415","415-01-00102","BOX, SECURE NETWORK,          ","BOX       ","NETWORK           ","   ","105688","940968","7","191.15","6","6","6","1146.9","06/09/2017","       /    /    ","            ","            ",""
"485","415","415-01-00103","DROP BOX UNCLASSIFIED MODIFIED","BOX       ","DROP              ","   ","105688","940968","8","191.15","6","6","6","1146.9","06/09/2017","       /    /    ","            ","            ",""
"485","415","415-01-00104","CLASSIFIED DROP BOX 316, SSTL ","BOX       ","DROP              ","   ","105688","940968","9","289.25","10","10","10","2892.5","06/09/2017","       /    /    ","            ","            ",""
"485","415","415-01-00002","TSCE ENCLOSURE-1              ","ENCLOSURE ","EQUIPMENT         ","   ","104945","970450","1","0","1","0","1","0","06/12/2017","       /    /    ","            ","            ",""
"485","415","415-01-00003","TSCE ENCLOSURE-2              ","ENCLOSURE ","EQUIPMENT         ","   ","104945","970450","2","0","1","0","1","0","06/12/2017","       /    /    ","            ","            ",""
"485","415","415-01-00004","TSCE ENCLOSURE-3              ","ENCLOSURE ","EQUIPMENT         ","   ","104945","970450","3","0","1","0","1","0","06/12/2017","       /    /    ","            ","            ",""
"485","415","415-01-00007","TSCE ENCLOSURE-6              ","ENCLOSURE ","EQUIPMENT         ","   ","104945","970450","4","0","1","0","1","0","06/12/2017","       /    /    ","            ","            ",""
"485","415","415-01-00008","TSCE ENCLOSURE-7              ","ENCLOSURE ","EQUIPMENT         ","   ","104945","970450","5","0","1","0","1","0","06/12/2017","       /    /    ","            ","            ",""
"485","415","415-01-00009","TSCE ENCLOSURE-8              ","ENCLOSURE ","EQUIPMENT         ","   ","104945","970450","6","0","1","0","1","0","06/12/2017","       /    /    ","            ","            ",""
"485","415","415-01-00010","TSCE ENCLOSURE-9              ","ENCLOSURE ","EQUIPMENT         ","   ","104945","970450","7","0","1","0","1","0","06/12/2017","       /    /    ","            ","            ",""
"485","415","415-01-00012","EQUIPMENT ENCLOSURE,          ","ENCLOSURE ","EQUIPMENT         ","   ","104945","970450","8","0","1","0","1","0","06/12/2017","       /    /    ","            ","            ",""
"485","415","415-01-00014","EQUIPMENT ENCLOSURE           ","ENCLOSURE ","EQUIPMENT         ","   ","104945","970450","9","0","1","0","1","0","06/12/2017","       /    /    ","            ","            ",""
"485","415","415-01-00016","EQUIPMENT ENCLOSURE           ","ENCLOSURE ","EQUIPMENT         ","   ","104945","970450","10","0","1","0","1","0","06/12/2017","       /    /    ","            ","            ",""
"485","415","415-01-00001","TOTAL SHIP COMPUTING ENVIRONME","ENVIRONMEN","COMPUTING         ","   ","104945","970450","11","0","1","0","1","0","06/12/2017","       /    /    ","            ","            ",""
"485","415","415-01-00001-8C7","TSCE FIBER TERM ENCLOSURE     ","ENCLOSURE ","                  ","   ","104945","970450","12","0","3","0","3","0","06/12/2017","       /    /    ","            ","            ",""
"485","415","415-01-00018","PRINTER, LASERJET, COLOR, HP  ","PRINTER   ","COLOR             ","   ","104945","970450","13","0","1","0","1","0","06/12/2017","       /    /    ","            ","            ",""
"485","415","415-01-00020","VIEWSTATION, VTC, LMCO ID     ","VIEWSTATIO","VTC               ","   ","104945","970450","14","0","1","0","1","0","06/12/2017","       /    /    ","            ","            ",""
"485","415","415-01-00025","GCCS-M SERVER RACK-UNIT 10-002","RACK      ","                  ","   ","104945","970450","15","0","1","0","1","0","06/12/2017","       /    /    ","            ","            ",""
"485","415","415-01-00017","PRINTER W/HDW KIT             ","PRINTER   ","BLACK             ","   ","104945","970450","19","0","6","0","6","0","06/12/2017","       /    /    ","            ","            ","CF 2217-S1"
"485","415","415-01-00017-S00","PRINTER, LASERJET, B & W, HP  ","SHOCK     ","PRINTER           ","   ","104945","970450","20","0","6","0","6","0","06/12/2017","       /    /    ","            ","            ",""
"485","415","415-01-00017-S00","PRINTER, LASERJET, B & W, HP  ","SHOCK     ","PRINTER           ","   ","104945","970450","21","0","-6","0","-6","0","06/12/2017","       /    /    ","            ","            ",""
"485","415","415-01-00001-206","ASSY, COMMERCIAL PC--3EH TOWER","ASSEMBLY  ","PC                ","   ","104945","970450","22","0","1","0","1","0","10/25/2017","       /    /    ","            ","            ",""
"485","415","415-01-00001-219","SAFETY LABEL                  ","LABEL     ","SAFETY            ","   ","104945","970450","23","0","1","0","1","0","10/25/2017","       /    /    ","            ","            ",""
"485","415","415-01-00001-220","CCA, PCI, SERVER ADP          ","SERVER    ","                  ","   ","104945","970450","24","0","1","0","1","0","10/25/2017","       /    /    ","            ","            ",""
"485","415","415-01-00001-221","CONNECTOR ASSEMBLY            ","ASSEMBLY  ","CONNECTOR         ","   ","104945","970450","25","0","1","0","1","0","10/25/2017","       /    /    ","            ","            ",""
"485","415","415-01-00001-222","SCREW, MACHINE, FLAT          ","SCREW     ","MACHINE           ","   ","104945","970450","26","0","1","0","1","0","10/25/2017","       /    /    ","            ","            ",""
"485","415","415-01-00001-223","WORKSTATION, DELL, P/N:7922715","WORKSTATIO","                  ","   ","104945","970450","27","0","1","0","1","0","10/25/2017","       /    /    ","            ","            ",""
"485","415","415-01-00001-224","CCA, VIDEO FRAME              ","VIDEO FRAM","                  ","   ","104945","970450","28","0","1","0","1","0","10/25/2017","       /    /    ","            ","            ",""
"485","415","415-01-00001-225","BRACKET, PC BOARD             ","BRACKET   ","                  ","   ","104945","970450","29","0","1","0","1","0","10/25/2017","       /    /    ","            ","            ",""
"485","415","415-01-00001-8C6","TSCE FIBER TERM ENCLOSURE     ","ENCLOSURE ","                  ","   ","104945","970450","30","0","6","0","6","0","10/25/2017","       /    /    ","            ","            ",""
"485","415","415-01-00025-800","ACCY KIT, GCCS-M-AN/USQ-172   ","KIT       ","                  ","   ","104945","970450","31","0","1","0","1","0","10/25/2017","       /    /    ","            ","            ",""
"485","420","420-02-00001","SWITCH, ROTARY, SNAP, CUTOUT  ","SWITCH    ","ROTARY            ","   ","50120","653139","4","185.48","7","0","7","1298.36","08/04/2017","       /    /    ","            ","            ",""
"485","420","420-01-00001-801","ALARM SWITCHBOARD, IC/SM-4    ","SWITCHBOAR","ALARM             ","   ","104945","970429","5","0","4","0","4","0","07/15/2017","       /    /    ","            ","            ",""
"485","420","420-01-00001-801","ALARM SWITCHBOARD, IC/SM-4    ","SWITCHBOAR","ALARM             ","   ","104945","970429","9","0","-4","0","-4","0","06/01/2017","       /    /    ","            ","            ","CF 2319-S1"
"485","420","420-01-00001-S01","ALARM SWITCHBOARD, IC/SM-4,   ","SHOCK     ","MODIFICATION      ","   ","104945","970429","10","0","4","0","4","0","06/01/2017","       /    /    ","            ","            ","CF 2319-S1"
"485","420","420-01-00001-S01","ALARM SWITCHBOARD, IC/SM-4,   ","SHOCK     ","MODIFICATION      ","   ","104945","970429","11","0","-4","0","-4","0","06/01/2017","       /    /    ","            ","            ","CF 2319-S1"
"485","420","420-01-00001-801","ALARM SWITCHBOARD, IC/SM-4    ","SWITCHBOAR","ALARM             ","   ","104945","970429","12","0","4","0","4","0","06/01/2017","       /    /    ","            ","            ","CF 2319-S1"
"485","420","420-01-00001-802","ALARM RELAY BOX, C-4LN100     ","BOX       ","RELAY             ","   ","104945","970429","13","0","1","0","1","0","06/07/2017","       /    /    ","            ","            ","CF 2156-S3"
"485","420","420-01-00001-S02","ALARM RELAY BOX, C-4LN100     ","FUSE      ","                  ","   ","104945","970429","14","0","1","0","1","0","06/07/2017","       /    /    ","            ","            ","CF 2156-S3"
"485","420","420-01-00001-S02","ALARM RELAY BOX, C-4LN100     ","FUSE      ","                  ","   ","104945","970429","15","0","-1","0","-1","0","06/07/2017","       /    /    ","            ","            ","CF 2156-S3"
"485","421","421-01-00001","DIGITAL FLUXGATE COMPASS SYSTE","SYSTEM    ","COMPASS           ","   ","104945","921540","1","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","421","421-01-00001-800","MV103DG SENSOR                ","SENSOR    ","                  ","   ","104945","921540","2","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","421","421-01-00001-801","MV103DG JUNCTION BOX ASSEMBLY ","ASSEMBLY  ","BOX               ","   ","104945","921540","3","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","421","421-01-00001-802","RS-232/422 DISPLAY            ","DISPLAY   ","                  ","   ","104945","921540","4","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","421","421-01-00001-803","RS-232/422 DISPLAY DRIVER (VAL","DISPLAY   ","                  ","   ","104945","921540","5","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","421","421-01-00001-805","CONNECTOR, ELEC, PLUG, RFI,   ","CONNECTOR ","ELECTRICAL        ","   ","104945","921540","6","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","421","421-01-00001-807","CONNECTOR, ELEC, PLUG, RFI,   ","CONNECTOR ","ELECTRICAL        ","   ","104945","921540","7","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","421","421-01-00001-809","CONNECTOR, ELEC, RFI, SERIES 2","CONNECTOR ","ELECTRICAL        ","   ","104945","921540","8","0","2","0","2","0","10/24/2017","       /    /    ","            ","            ",""
"485","421","421-01-00001-815","CONNECTOR, ELEC, PLUG, RFI,   ","CONNECTOR ","ELECTRICAL        ","   ","104945","921540","9","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","421","421-01-00001-819","CONNECTOR, ELEC, PLUG, RFI,   ","CONNECTOR ","ELECTRICAL        ","   ","104945","921540","10","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","421","421-01-00001-823","CONNECTOR, ELEC, PLUG, RFI,   ","CONNECTOR ","ELECTRICAL        ","   ","104945","921540","11","0","2","0","2","0","10/24/2017","       /    /    ","            ","            ",""
"485","421","421-01-00001-852","DATA KEY PLUG (FOR VALKYRIE FL","DATA      ","PLUG              ","   ","104945","921540","12","0","1","0","1","0","10/24/2017","       /    /    ","            ","            ",""
"485","422","422-01-00020","NAVIGATION LIGHT PANEL SYM 969","PANEL     ","LIGHT             ","   ","5884","950489","1","14935","1","0","1","14935","10/16/2018","       /    /    ","            ","            ",""
"485","422","422-01-00025","NAVIGATION LIGHT PANEL SYM 940","PANEL     ","LIGHT             ","   ","5884","950489","2","4995","1","1","1","4995","10/16/2018","       /    /    ","            ","            ",""
"485","422","422-02-00001","SEARCHLIGHT, 12"" INCANDESCENT ","SEARCHLIGH","SIGNALING         ","   ","1503","950508","1","5928.75","4","4","4","23715","05/05/2017","       /    /    ","            ","            ",""
"485","423","423-01-00002-S03","PRINTER, HOLSTER              ","SHOCK     ","PRINTER           ","   ","104945","970396","31","0","1","0","1","0","06/25/2017","       /    /    ","            ","            ","CF 2114-S3"
"485","423","423-01-00002-S03","PRINTER, HOLSTER              ","SHOCK     ","PRINTER           ","   ","104945","970396","32","0","-1","0","-1","0","06/25/2017","       /    /    ","            ","            ","CF 2114-S3"
"485","423","423-01-00002-803","PRINTER, HOLSTER              ","PRINTER   ","                  ","   ","104945","970396","33","0","1","0","1","0","06/25/2017","       /    /    ","            ","            ","CF 2114-S3"
"485","423","423-01-00001","WEATHER FAX 410/AC            ","FAX       ","WEATHER           ","   ","104945","970429","6","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","423","423-01-00002","NAVTEX SYSTEM                 ","SYSTEM    ","NAVTEX            ","   ","104945","970429","7","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","423","423-01-00002-800","NAVTEX RECEIVER               ","RECEIVER  ","                  ","   ","104945","970429","16","0","1","0","1","0","06/20/2017","       /    /    ","            ","            ",""
"485","423","423-01-00002-801","NAVTEX DISPLAY                ","DISPLAY   ","                  ","   ","104945","970429","17","0","1","0","1","0","06/20/2017","       /    /    ","            ","            ",""
"485","423","423-01-00002-803","PRINTER, HOLSTER              ","PRINTER   ","                  ","   ","104945","970429","18","0","1","0","1","0","06/20/2017","       /    /    ","            ","            ",""
"485","423","423-01-00002-802","NAVTEX POWER SUPPLY           ","SUPPLY    ","POWER             ","   ","104945","970429","19","0","1","0","1","0","10/25/2017","       /    /    ","            ","            ",""
"485","424","424-01-00001","DEPTH SOUNDER ELAC VE5900     ","SOUNDER   ","DEPTH             ","   ","104945","970429","1","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","424","424-01-00001-801","TRANSDUCER, DEPTH SOUNDING    ","TRANSDUCER","DEPTH             ","   ","104945","970429","2","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","424","424-01-00001-804","BOX, JUNCTION, DEPTH SOUNDING ","BOX       ","JUNCTION          ","   ","104945","970429","3","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","424","424-01-00001-800","UNIT, ELECTRONICS, DEPTH      ","UNIT      ","ELECTRONICS       ","   ","104945","970429","4","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","424","424-01-00001","DEPTH SOUNDER ELAC VE5900     ","SOUNDER   ","DEPTH             ","   ","104945","970429","8","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00001","WSN-7B INERTIAL NAVIGATION    ","SYSTEM    ","                  ","   ","104945","970430","1","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002","NAVIGATION DATA DISTRIBUTION  ","SYSTEM    ","DISTRIBUTION      ","   ","104945","970430","2","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-806","KEY, CRYPTO                   ","KEY       ","CRYPTO            ","   ","104945","970430","3","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-807","KEY, CRYPTO                   ","KEY       ","CRYPTO            ","   ","104945","970430","4","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-813","POWER SUPPLY, UNINTERRUPTABLE ","POWER SUPP","UPS               ","   ","104945","970430","5","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-814","POWER SUPPLY, UNINTERRUPTABLE ","POWER SUPP","UPS               ","   ","104945","970430","6","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-818","ENCLOSURE, NDS1               ","ENCLOSURE ","                  ","   ","104945","970430","7","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-824","NMEA SPLITTER                 ","ASSEMBLY  ","BUFFER            ","   ","104945","970430","8","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-825","CONNECTOR, M39012/26-0101     ","CONNECTOR ","                  ","   ","104945","970430","9","0","16","0","16","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-826","CONNECTOR, M83522/16-ANX      ","CONNECTOR ","                  ","   ","104945","970430","10","0","20","0","20","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-827","CONNECTOR, MS3456LS16-10S     ","CONNECTOR ","                  ","   ","104945","970430","11","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-828","CONNECTOR, M85049/10-112S     ","CONNECTOR ","                  ","   ","104945","970430","12","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-829","CONNECTOR, 4303387-1          ","CONNECTOR ","                  ","   ","104945","970430","13","0","8","0","8","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-830","CONNECTOR, 4304928-1          ","CONNECTOR ","                  ","   ","104945","970430","14","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-831","NETWORK SERIAL INTERFACE      ","INTERFACE ","NETWORK           ","   ","104945","970430","15","0","6","0","6","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-832","SCREW, HEX, SL,B1821BH05OC150L","SCREW     ","HEXAGON           ","   ","104945","970430","16","0","80","0","80","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-833","NUT, HEX, JAI, MS35691-35     ","NUT       ","HEXAGON           ","   ","104945","970430","17","0","80","0","80","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-834","WASHER, LOCK, MS35338-143     ","WASHER    ","LOCK              ","   ","104945","970430","18","0","80","0","80","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-835","WASHER, FLAT, MS15795-818     ","WASHER    ","FLAT              ","   ","104945","970430","19","0","160","0","160","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-836","WRENCH, SLIT, 4301152-95      ","WASHER    ","                  ","   ","104945","970430","20","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-837","WRENCH, SLIT, 4301152-96      ","WRENCH    ","                  ","   ","104945","970430","21","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-842","CONNECTOR, MS3456L22-2S       ","CONNECTOR ","                  ","   ","104945","970430","22","0","4","0","4","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-843","CONNECTOR, MS3456L22-2P       ","CONNECTOR ","                  ","   ","104945","970430","23","0","4","0","4","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-844","CONNECTOR, D38999/26FD19PN    ","CONNECTOR ","                  ","   ","104945","970430","24","0","4","0","4","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-845","SHELL,CONNECTOR,M85049/10-43N ","CONNECTOR ","                  ","   ","104945","970430","25","0","4","0","4","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-846","SHELL,CONNECTOR,M85049/10-41N ","CONNECTOR ","                  ","   ","104945","970430","26","0","4","0","4","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-847","CONNECTOR, M85049/1815N04     ","CONNECTOR ","                  ","   ","104945","970430","27","0","4","0","4","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-848","SLEEVE, 5165359-5             ","SLEEVE    ","                  ","   ","104945","970430","28","0","20","0","20","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-849","BUSHING, MS3420-6A            ","BUSHING   ","                  ","   ","104945","970430","29","0","4","0","4","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-850","BUSHING, MS3420-8A            ","BUSHING   ","                  ","   ","104945","970430","30","0","4","0","4","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-851","BUSHING, MS3420-10A           ","BUSHING   ","                  ","   ","104945","970430","31","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-852","BUSHING, MS3420-12A           ","BUSHING   ","                  ","   ","104945","970430","32","0","4","0","4","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-853","ADAPTER, MS3420-16A           ","ADAPTER   ","                  ","   ","104945","970430","33","0","4","0","4","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-854","NDS1 CONF ASSY, LM LCS-5      ","ASSEMBLY  ","                  ","   ","104945","970430","34","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-856","STRAIGHT CONNECTOR            ","CONNECTOR ","STRAIGHT          ","   ","104945","970430","35","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-857","CONNECTOR PLUG                ","CONNECTOR ","PLUG              ","   ","104945","970430","36","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-858","ROUND SHELL CONNECTOR         ","CONNECTOR ","ROUND             ","   ","104945","970430","37","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-859","ROUND SHELL CONNECTOR         ","CONNECTOR ","ROUND             ","   ","104945","970430","38","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-860","ROUND SHELL CONNECTOR         ","CONNECTOR ","ROUND             ","   ","104945","970430","39","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-861","STRAIGHT CONNECTOR            ","CONNECTOR ","STRAIGHT          ","   ","104945","970430","40","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-862","CONNECTOR PLUG                ","CONNECTOR ","PLUG              ","   ","104945","970430","41","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-863","ROUND CABLE CONNECTOR         ","CONNECTOR ","CABLE             ","   ","104945","970430","42","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-864","CONNECTOR PLUG                ","CONNECTOR ","PLUG              ","   ","104945","970430","43","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-865","ROUND SHELL CONNECTOR         ","CONNECTOR ","ROUND             ","   ","104945","970430","44","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-866","BACK SHELL CONNECTOR          ","CONNECTOR ","BACK              ","   ","104945","970430","45","0","4","0","4","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-867","ROUND CABLE CONNECTOR         ","CONNECTOR ","CABLE             ","   ","104945","970430","46","0","4","0","4","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-868","FIBER OPTIC, CONNECTOR PLUG   ","CONNECTOR ","PLUG              ","   ","104945","970430","47","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-869","ROUND SHELL CONNECTOR         ","CONNECTOR ","ROUND             ","   ","104945","970430","48","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-870","ROUND SHELL CONNECTOR         ","CONNECTOR ","ROUND             ","   ","104945","970430","49","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-871","COAX CABLE CONNECTOR          ","CONNECTOR ","COAX              ","   ","104945","970430","50","0","12","0","12","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-872","ROUND CABLE CONNECTOR         ","CONNECTOR ","ROUND             ","   ","104945","970430","51","0","4","0","4","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00001-807","BOX, REPEATER, NETWORK (PO 420","BOX       ","REPEATER          ","   ","104945","970430","52","0","5","0","5","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00001-800","UNIT, NAVIGATIONAL, RING      ","UNIT      ","NAVIGATION        ","   ","104945","970430","53","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00001-801","UNIT, NAVIGATIONAL, RING      ","UNIT      ","NAVIGATION        ","   ","104945","970430","54","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00001-802","IMU, WSN-7B(V)                ","IMU       ","                  ","   ","104945","970430","55","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00001-803","IMU, WSN-7B(V)                ","IMU       ","                  ","   ","104945","970430","56","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00001-804","SHIPS MATING CONNECTOR KIT,   ","KIT       ","CONNECTOR         ","   ","104945","970430","57","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00001-805","DISPLAY UNIT, REMOTE CONTROL  ","UNIT      ","DISPLAY           ","   ","104945","970430","58","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00001-806","OPTICAL ALIGNMENT SHPNG ASSY  ","ASSEMBLY  ","ALIGNMENT         ","   ","104945","970430","59","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00001-807","BOX, REPEATER, NETWORK (PO 420","BOX       ","REPEATER          ","   ","104945","970430","60","0","6","0","6","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-873","BACKSHELL                     ","BACKSHELL ","                  ","   ","104945","970430","61","0","4","0","4","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-874","BACKSHELL                     ","BACKSHELL ","                  ","   ","104945","970430","62","0","13","0","13","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-855","WRENCH, SLIT 4301152-97       ","WRENCH    ","                  ","   ","104945","970430","63","0","2","0","2","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-851","BUSHING, MS3420-10A           ","BUSHING   ","                  ","   ","104945","970430","64","0","4","0","4","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-811","ENCLOSURE, NDS2 07-36-01      ","ENCLOSURE ","                  ","   ","104945","970430","65","0","1","0","1","0","07/15/2017","       /    /    ","            ","            ",""
"485","426","426-01-00002-831","NETWORK SERIAL INTERFACE      ","INTERFACE ","NETWORK           ","   ","104945","970430","66","0","8","0","8","0","10/25/2017","       /    /    ","            ","            ",""
"485","430","430-01-00001-809","AUDIBLE BASE BACK BOX         ","BOX       ","BACK              ","   ","1","890542","81","24","-3","-3","-3","-72","03/10/2017","       /    /    ","LCS5 CHIT   ","303",""
"485","432","432-01-00009","LOUDSPEAKER, INTERNAL VOLUME C","LOUDSPEAKE","VOLUME            ","   ","5884","653126","4","439","11","0","11","4829","08/20/2017","       /    /    ","            ","            ",""
"485","432","432-01-00007","HOOKS FOR TELEPHONE HEADSETS, ","HOOK      ","HEADSET           ","   ","3830","653133","5","15","32","0","32","480","07/28/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001","INTERIOR WIRELESS COMMUNICATIO","SYSTEM    ","COMMUNICATION     ","   ","104945","921522","1","0","1","0","1","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-801","AS-390 ANTENNA W/CONNECTORS   ","ANTENNA   ","                  ","   ","104945","921522","2","0","1","0","1","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-802","1/4 W ANTENNA, MODIFIED       ","ANTENNA   ","                  ","   ","104945","921522","3","0","7","0","7","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-803","1/4 W ANTENNA                 ","ANTENNA   ","                  ","   ","104945","921522","4","0","1","0","1","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-804","380 MHZ BAND COUPLER CABINET  ","ASSEMBLY  ","                  ","   ","104945","921522","5","0","1","0","1","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-805","SWICS DC CABINET ASSEMBLY     ","ASSEMBLY  ","                  ","   ","104945","921522","6","0","2","0","2","0","10/23/2017","       /    /    ","            ","            ",""
"485","432","432-05-00001-806","SWICS REPEATER/COMBINER ASSEMB","ASSEMBLY  ","                  ","   ","104945","921522","7","0","1","0","1","0","10/23/2017","       /    /    ","            ","            ",""
