"Ldger Acct","Document","Line","Item","Description","Order","Pos.","Cust/Supp","Quantity","Unit","Amount","Date","Integr Amounts","CLIN","Effort"
"4259","PUR   37980","17","    259-01-17D21","GAUGE ASSEMBLY                ","799000","215","THUEMLING IN","2"," EA ","6,337.96","03/09/2017","3,168.98","            ",""
"4259","PUR   37980","17","    259-01-17D21","GAUGE ASSEMBLY                ","799000","215","THUEMLING IN","2"," EA ","                ","03/09/2017","3,168.98","            ",""
"4259","PUR   37980","29","    259-01-17D21","GAUGE ASSEMBLY                ","799000","215","THUEMLING IN","2"," EA ","-3,168.98","03/09/2017","-3,168.98","            ",""
"4259","           ","     "," Project 0483   ","                     Total:   ","      ","    ","            ","            ","    ","762,493.49","          ","762,493.49","",""
"4261","PUR   36274","5","261-01-E0003-P01","PROGRESS PAYMENT              ","592769","4","CHROMALOX IN","1"," EA ","20,516.00","02/06/2016","20,516.00","            ",""
"4261","INV   25093","15","    261-01-V0012","VALVE, SWING CHECK, 3/4""      ","424292","    ","            ","1"," EA ","296.12","03/02/2016","296.12","            ",""
"4261","PUR   36754","16","261-01-E0005-P01","PROGRESS PAYMENT              ","592767","15","AIRCRAFT APP","1"," EA ","61,125.00","05/06/2016","27,084.00","            ",""
"4261","PUR   36754","16","261-01-E0006-P01","PROGRESS PAYMENT              ","592767","23","AIRCRAFT APP","1"," EA ","                ","05/06/2016","34,041.00","            ",""
"4261","PUR   37527","50","    261-01-E0002","PUMP, PROPULSION DIESEL FUEL  ","765745","1","BLACKMER    ","2"," EA ","101,294.14","11/05/2016","101,294.14","            ",""
"4261","PUR   37550","7","    261-01-E0002","PUMP, PROPULSION DIESEL FUEL  ","765745","1","BLACKMER    ","2"," EA ","-101,294.14","11/11/2016","-101,294.14","            ",""
"4261","PUR   37550","8","    261-01-E0002","PUMP, PROPULSION DIESEL FUEL  ","765745","1","BLACKMER    ","2"," EA ","101,294.14","11/11/2016","101,294.14","            ",""
"4261","JE2   19027","88","                ","592769-2                      ","      ","    ","            ","            "," EA ","40,908.00","12/31/2016","40,908.00","            ",""
"4261","JE2   19027","89","                ","592769-3                      ","      ","    ","            ","            "," EA ","47,500.00","12/31/2016","47,500.00","            ",""
"4261","JE2   19027","90","                ","592769-5                      ","      ","    ","            ","            "," EA ","47,203.00","12/31/2016","47,203.00","            ",""
"4261","JE2   19056","3","                ","592769-2                      ","      ","    ","            ","            "," EA ","-40,908.00","12/31/2016","-40,908.00","            ",""
"4261","JE2   19056","4","                ","592769-3                      ","      ","    ","            ","            "," EA ","-47,500.00","12/31/2016","-47,500.00","            ",""
"4261","JE2   19056","5","                ","592769-5                      ","      ","    ","            ","            "," EA ","-47,203.00","12/31/2016","-47,203.00","            ",""
"4261","PUR   37628","57","261-01-E0003-801","SHIPPED LOOSE PART, GAS TURBIN","592769","3","CHROMALOX IN","1"," EA ","19,236.00","12/02/2016","19,236.00","            ",""
"4261","PUR   37638","5","261-01-E0003-801","SHIPPED LOOSE PART, GAS TURBIN","592769","3","CHROMALOX IN","1"," EA ","-19,236.00","12/02/2016","-19,236.00","            ",""
"4261","PUR   37638","7","261-01-E0003-801","SHIPPED LOOSE PART, GAS TURBIN","592769","3","CHROMALOX IN","1"," EA ","19,236.00","12/02/2016","19,236.00","            ",""
"4261","PUR   37644","3","261-01-E0003-800","CONTROLLER FOR GAS TURBINE    ","592769","2","CHROMALOX IN","1"," EA ","28,636.00","12/05/2016","28,636.00","            ",""
"4261","PUR   37663","40","    261-01-E0002","PUMP, PROPULSION DIESEL FUEL  ","765745","39","BLACKMER    ","2"," EA ","-101,294.14","12/09/2016","-101,294.14","            ",""
"4261","PUR   37698","25","261-01-E0002-L11","CERTIFICATES, REGULATORY BODY ","765745","3","BLACKMER    ","1"," LO ","4,190.00","12/22/2016","2,095.00","            ",""
"4261","PUR   37698","25","261-01-E0002-L26","CERTIFICATE, IDENTICALITY     ","765745","4","BLACKMER    ","1"," EA ","                ","12/22/2016","0","            ",""
"4261","PUR   37698","25","261-01-E0004-L11","CERTIFICATES, REGULATORY BODY ","765745","7","BLACKMER    ","1"," LO ","                ","12/22/2016","2,095.00","            ",""
"4261","PUR   37698","25","261-01-E0004-L26","CERTIFICATE, IDENTICALITY     ","765745","8","BLACKMER    ","1"," EA ","                ","12/22/2016","0","            ",""
"4261","JE2   19028","89","                ","592769-2                      ","      ","    ","            ","            "," EA ","-40,908.00","01/02/2017","-40,908.00","            ",""
"4261","JE2   19028","90","                ","592769-3                      ","      ","    ","            ","            "," EA ","-47,500.00","01/02/2017","-47,500.00","            ",""
"4261","JE2   19028","91","                ","592769-5                      ","      ","    ","            ","            "," EA ","-47,203.00","01/02/2017","-47,203.00","            ",""
"4261","JE2   19057","3","                ","592769-2                      ","      ","    ","            ","            "," EA ","40,908.00","01/02/2017","40,908.00","            ",""
"4261","JE2   19057","4","                ","592769-3                      ","      ","    ","            ","            "," EA ","47,500.00","01/02/2017","47,500.00","            ",""
"4261","JE2   19057","5","                ","592769-5                      ","      ","    ","            ","            "," EA ","47,203.00","01/02/2017","47,203.00","            ",""
"4261","PUR   37980","18","    261-01-05P04","GAGE ASSY, PRESSURE NON-SEA   ","799000","216","THUEMLING IN","1"," EA ","5,359.37","03/09/2017","732.89","            ",""
"4261","PUR   37980","18","    261-01-06P03","GAGE ASSY, PRESSURE NON-SEA   ","799000","217","THUEMLING IN","4"," EA ","                ","03/09/2017","3,084.32","            ",""
"4261","PUR   37980","18","    261-01-06P04","GAGE ASSY, PRESSURE NON-SEA   ","799000","218","THUEMLING IN","2"," EA ","                ","03/09/2017","1,542.16","            ",""
"4261","           ","     "," Project 0483   ","                     Total:   ","      ","    ","            ","            ","    ","139,358.49","          ","139,358.49","",""
"4262","PUR   36274","6","262-01-E0004-P01","PROGRESS PAYMENT              ","592769","14","CHROMALOX IN","1"," EA ","79,691.00","02/06/2016","38,543.00","            ",""
"4262","PUR   36274","6","262-01-E0007-P01","PROGRESS PAYMENT              ","592769","22","CHROMALOX IN","2"," EA ","                ","02/06/2016","15,552.00","            ",""
"4262","PUR   36274","6","262-01-E0010-P01","PROGRESS PAYMENT              ","592769","30","CHROMALOX IN","2"," EA ","                ","02/06/2016","25,596.00","            ",""
"4262","INV   25110","5","    262-01-M0018","ADAPTER, 2-5/8"" - 8NS MALE    ","424317","    ","            ","2"," EA ","616","03/02/2016","616","            ",""
"4262","INV   25128","37","    262-03-D9099","NOZZLE, HOSE, ALUM, FEM NPT,  ","424331","    ","            ","1"," EA ","28.12","03/05/2016","28.12","            ",""
"4262","PUR   36835","81","    262-01-M0033","ADAPTER, BRZ, 3-3/8- X 2-5/8- ","900940","1","SHEA MANUFAC","2"," EA ","616","05/27/2016","616","            ",""
"4262","INV   25914","9","    262-01-V0073","VALVE, SWING CHECK, 3"" IPS, CA","438515","    ","            ","1"," EA ","-1,308.00","08/30/2016","-327","            ",""
"4262","INV   25914","9","    262-01-V0073","VALVE, SWING CHECK, 3"" IPS, CA","438564","    ","            ","3"," EA ","                ","08/30/2016","-981","            ",""
"4262","PUR   37151","64","262-01-E0003-P01","PROGRESS PAYMENT              ","592767","7","AIRCRAFT APP","1"," EA ","46,588.50","08/05/2016","46,588.50","            ",""
"4262","PUR   37169","30","    262-01-V0073","VALVE, SWING CHECK, 3"" IPS, CA","890588","76","IN HOUSE - O","6"," EA ","4,789.50","08/15/2016","4,789.50","            ",""
"4262","INV   26051","15","    262-01-V0013","VALVE, GLOBE, 2"", CARBON STL  ","440575","    ","            ","1"," EA ","839.43","09/30/2016","147.36","            ",""
"4262","INV   26051","15","    262-01-V0741","VALVE, GATE, 3/4"" IPS, CS, BLT","440577","    ","            ","4"," EA ","                ","09/30/2016","141.44","            ",""
"4262","INV   26051","15","    262-01-V0072","VALVE, SWING CHECK, 2-1/2"" IPS","440576","    ","            ","1"," EA ","                ","09/30/2016","317.32","            ",""
"4262","INV   26051","15","    262-01-V0745","VALVE, GATE, 2"" IPS, CS, BLT B","440579","    ","            ","2"," EA ","                ","09/30/2016","170.13","            ",""
"4262","INV   26051","15","    262-01-V0744","VALVE, GATE, 1-1/2"" IPS, CS, B","440578","    ","            ","1"," EA ","                ","09/30/2016","63.18","            ",""
"4262","PUR   37457","76","262-01-E0011-P01","PROGRESS PAYMENT              ","592767","47","AIRCRAFT APP","1"," EA ","28,441.00","10/21/2016","28,441.00","            ",""
"4262","PUR   37527","46","    262-01-E0008","HAND PUMP, SSDG LUBE OIL      ","765745","16","BLACKMER    ","1"," EA ","118,527.16","11/05/2016","255","            ",""
"4262","PUR   37527","46","    262-01-E0005","PUMP, LUBE OIL WARM-UP        ","765745","9","BLACKMER    ","2"," EA ","                ","11/05/2016","118,272.16","            ",""
"4262","PUR   37550","9","    262-01-E0005","PUMP, LUBE OIL WARM-UP        ","765745","9","BLACKMER    ","2"," EA ","-118,272.16","11/11/2016","-118,272.16","            ",""
"4262","PUR   37550","10","    262-01-E0005","PUMP, LUBE OIL WARM-UP        ","765745","9","BLACKMER    ","2"," EA ","118,272.16","11/11/2016","118,272.16","            ",""
"4262","PUR   37591","3","    262-01-E0009","PUMP, WATERJET BEARING LUBE OI","799209","2","ASC PUMPING ","2"," EA ","7,732.00","11/26/2016","7,732.00","            ",""
"4262","PUR   37608","76","262-01-E0004-803","SHIPPED LOOSE PART-HEATER, COM","592769","13","CHROMALOX IN","1"," EA ","12,284.00","11/30/2016","12,284.00","            ",""
"4262","JE2   19027","86","                ","592769-10                     ","      ","    ","            ","            "," EA ","57,894.00","12/31/2016","57,894.00","            ",""
"4262","JE2   19056","1","                ","592769-10                     ","      ","    ","            ","            "," EA ","-57,894.00","12/31/2016","-57,894.00","            ",""
"4262","PUR   37628","55","262-01-E0004-801","SHIPPED LOOSE PART - HEATER, S","592769","11","CHROMALOX IN","1"," EA ","39,943.00","12/02/2016","11,359.00","            ",""
"4262","PUR   37628","55","262-01-E0007-800","SHIPPED LOOSE PART - LUBE OIL ","592769","20","CHROMALOX IN","2"," EA ","                ","12/02/2016","9,388.00","            ",""
"4262","PUR   37628","55","262-01-E0010-800","HEATER                        ","592769","28","CHROMALOX IN","2"," EA ","                ","12/02/2016","19,196.00","            ",""
"4262","PUR   37644","4","262-01-E0004-802","SHIPPED LOOSE PART - CONTROLLE","592769","12","CHROMALOX IN","1"," EA ","33,042.00","12/05/2016","33,042.00","            ",""
"4262","PUR   37663","42","    262-01-E0008","HAND PUMP, SSDG LUBE OIL      ","765745","41","BLACKMER    ","1"," EA ","-255","12/09/2016","-255","            ",""
"4262","PUR   37663","69","262-01-E0007-801","SHIPPED LOOSE PART - CONTROLLE","592769","21","CHROMALOX IN","2"," EA ","60,150.00","12/09/2016","26,900.00","            ",""
"4262","PUR   37663","69","262-01-E0004-800","SHIPPED LOOSE PART - CONTROLLE","592769","10","CHROMALOX IN","1"," EA ","                ","12/09/2016","33,250.00","            ",""
"4262","PUR   37668","50","    262-01-E0005","PUMP, LUBE OIL WARM-UP        ","765745","40","BLACKMER    ","2"," EA ","-118,272.16","12/09/2016","-118,272.16","            ",""
"4262","PUR   37694","100","    262-01-V0022","VALVE, BALL, 2-1/2"" IPS       ","799181","45","PBM INCORPOR","4"," EA ","8,852.00","12/22/2016","8,852.00","            ",""
"4262","PUR   37698","26","262-01-E0005-L11","CERTIFICATES, REGULATORY BODY ","765745","11","BLACKMER    ","1"," LO ","2,095.00","12/22/2016","2,095.00","            ",""
"4262","PUR   37698","26","262-01-E0005-L26","CERTIFICATE, IDENTICALITY     ","765745","12","BLACKMER    ","1"," EA ","                ","12/22/2016","0","            ",""
"4262","PUR   37698","26","262-01-E0008-L26","CERTIFICATE, IDENTICALITY     ","765745","17","BLACKMER    ","1"," EA ","                ","12/22/2016","0","            ",""
"4262","PUR   37699","7","262-01-E0010-801","CONTROLLER                    ","592769","29","CHROMALOX IN","2"," EA ","40,526.00","12/22/2016","40,526.00","            ",""
"4262","PUR   37699","7","    262-01-E0010","HEATER, WATERJET BEARING LUBE ","592769","27","CHROMALOX IN","            "," SYS","                ","12/22/2016","0","            ",""
"4262","PUR   37699","7","    262-01-E0010","HEATER, WATERJET BEARING LUBE ","592769","27","CHROMALOX IN","2"," SYS","                ","12/22/2016","0","            ",""
"4262","PUR   37702","82","    262-01-E0001","PUMP, DIESEL LUBE OIL TRANSFER","799217","1","MEGATOR CORP","2"," EA ","25,034.00","12/22/2016","25,034.00","            ",""
"4262","PUR   37705","11","    262-01-E0001","PUMP, DIESEL LUBE OIL TRANSFER","799217","1","MEGATOR CORP","2"," EA ","-25,034.00","12/22/2016","-25,034.00","            ",""
"4262","PUR   37705","13","    262-01-E0001","PUMP, DIESEL LUBE OIL TRANSFER","799217","1","MEGATOR CORP","2"," EA ","25,034.00","12/22/2016","25,034.00","            ",""
"4262","JE2   19028","87","                ","592769-10                     ","      ","    ","            ","            "," EA ","-57,894.00","01/02/2017","-57,894.00","            ",""
"4262","JE2   19057","1","                ","592769-10                     ","      ","    ","            ","            "," EA ","57,894.00","01/02/2017","57,894.00","            ",""
"4262","INV   26514","9","    262-01-V0022","VALVE, BALL, 2-1/2"" IPS       ","447857","    ","            ","2"," EA ","-4,426.00","01/19/2017","-4,426.00","            ",""
"4262","PUR   37828","27","    262-YY-05P03","GAGE ASSY, PRESSURE NON-SEA   ","799371","21","THUEMLING IN","2"," EA ","1,465.38","01/24/2017","1,465.38","            ",""
"4262","INV   26731","28","    262-01-V0073","VALVE, SWING CHECK, 3"" IPS, CA","450142","    ","            ","4"," EA ","1,308.00","03/09/2017","1,308.00","            ",""
"4262","PUR   37977","52","    262-01-E0010","HEATER, WATERJET BEARING LUBE ","592769","36","CHROMALOX IN","            "," SYS","                ","03/09/2017","0","            ",""
"4262","PUR   37980","19","    262-01-01P04","GAGE ASSEMBLY, PRESSURE,      ","799000","219","THUEMLING IN","4"," EA ","21,545.57","03/09/2017","1,441.00","            ",""
"4262","PUR   37980","19","    262-01-03P03","GAGE ASSY, PRESSURE NON-SEA   ","799000","220","THUEMLING IN","1"," EA ","                ","03/09/2017","360.25","            ",""
"4262","PUR   37980","19","    262-01-03P04","GAGE ASSEMBLY, PRESSURE,      ","799000","221","THUEMLING IN","2"," EA ","                ","03/09/2017","720.5","            ",""
"4262","PUR   37980","19","    262-01-05P03","GAGE ASSY, PRESSURE NON-SEA   ","799000","222","THUEMLING IN","12"," EA ","                ","03/09/2017","8,792.28","            ",""
"4262","PUR   37980","19","    262-01-06P04","GAGE ASSY, PRESSURE NON-SEA   ","799000","223","THUEMLING IN","4"," EA ","                ","03/09/2017","3,084.32","            ",""
"4262","PUR   37980","19","    262-01-06P05","GAGE ASSY, PRESSURE, NON-SEAWA","799000","224","THUEMLING IN","4"," EA ","                ","03/09/2017","3,084.32","            ",""
"4262","PUR   37980","19","    262-01-17D18","GAGE ASSY, DIFFERENTIAL PRESSU","799000","225","THUEMLING IN","2"," EA ","                ","03/09/2017","2,745.76","            ",""
"4262","PUR   37980","19","    262-01-23D09","GAGE ASSY, DIFFERENTIAL PRESS ","799000","226","THUEMLING IN","2"," EA ","                ","03/09/2017","1,317.14","            ",""
"4262","           ","     "," Project 0483   ","                     Total:   ","      ","    ","            ","            ","    ","409,852.50","          ","409,852.50","",""
"4302","PUR   36089","73","    302-01-00001","MOTOR CONTROLLERS             ","860373","1","DRS POWER AN","0.3"," EA ","219,605.10","12/18/2015","219,605.10","            ",""
"4302","PUR   37487","1","302-04-00001-837","MOTOR CONTROLLER              ","860627","14","WERNER ELECT","1"," EA ","58,987.68","10/28/2016","4,567.00","            ",""
"4302","PUR   37487","1","302-04-00001-829","MOTOR CONTROLLER              ","860627","15","WERNER ELECT","1"," EA ","                ","10/28/2016","4,567.00","            ",""
"4302","PUR   37487","1","302-04-00001-820","MOTOR CONTROLLER              ","860627","9","WERNER ELECT","1"," EA ","                ","10/28/2016","4,567.00","            ",""
"4302","PUR   37487","1","302-04-00001-818","MOTOR CONTROLLER              ","860627","7","WERNER ELECT","1"," EA ","                ","10/28/2016","2,483.00","            ",""
"4302","PUR   37487","1","302-04-00001-870","MOTOR CONTROLLER              ","860627","13","WERNER ELECT","1"," EA ","                ","10/28/2016","2,345.00","            ",""
"4302","PUR   37487","1","302-04-00001-879","MOTOR CONTROLLER,CHILLED WATER","860627","17","WERNER ELECT","3"," EA ","                ","10/28/2016","10,991.34","            ",""
"4302","PUR   37487","1","302-04-00001-821","MOTOR CONTROLLER              ","860627","10","WERNER ELECT","1"," EA ","                ","10/28/2016","2,467.00","            ",""
"4302","PUR   37487","1","302-04-00001-813","MOTOR CONTROLLER              ","860627","6","WERNER ELECT","2"," EA ","                ","10/28/2016","4,896.66","            ",""
"4302","PUR   37487","1","302-04-00001-819","MOTOR CONTROLLER              ","860627","8","WERNER ELECT","1"," EA ","                ","10/28/2016","2,483.00","            ",""
"4302","PUR   37487","1","302-04-00001-828","MOTOR CONTROLLER              ","860627","11","WERNER ELECT","1"," EA ","                ","10/28/2016","4,567.00","            ",""
"4302","PUR   37487","1","302-04-00001-869","MOTOR CONTROLLER              ","860627","12","WERNER ELECT","1"," EA ","                ","10/28/2016","2,345.00","            ",""
"4302","PUR   37487","1","302-04-00001-808","MOTOR CONTROLLER              ","860627","3","WERNER ELECT","2"," EA ","                ","10/28/2016","5,190.70","            ",""
"4302","PUR   37487","1","302-04-00001-812","MOTOR CONTROLLER              ","860627","5","WERNER ELECT","2"," EA ","                ","10/28/2016","4,896.66","            ",""
"4302","PUR   37487","1","302-04-00001-878","MOTOR CONTROLLER              ","860627","16","WERNER ELECT","1"," EA ","                ","10/28/2016","2,621.32","            ",""
"4302","PUR   37609","1","302-04-00001-818","MOTOR CONTROLLER              ","860627","7","WERNER ELECT","1"," EA ","-30,391.00","11/30/2016","-2,483.00","            ",""
"4302","PUR   37609","1","302-04-00001-819","MOTOR CONTROLLER              ","860627","8","WERNER ELECT","1"," EA ","                ","11/30/2016","-2,483.00","            ",""
"4302","PUR   37609","1","302-04-00001-820","MOTOR CONTROLLER              ","860627","9","WERNER ELECT","1"," EA ","                ","11/30/2016","-4,567.00","            ",""
"4302","PUR   37609","1","302-04-00001-821","MOTOR CONTROLLER              ","860627","10","WERNER ELECT","1"," EA ","                ","11/30/2016","-2,467.00","            ",""
"4302","PUR   37609","1","302-04-00001-828","MOTOR CONTROLLER              ","860627","11","WERNER ELECT","1"," EA ","                ","11/30/2016","-4,567.00","            ",""
"4302","PUR   37609","1","302-04-00001-869","MOTOR CONTROLLER              ","860627","12","WERNER ELECT","1"," EA ","                ","11/30/2016","-2,345.00","            ",""
"4302","PUR   37609","1","302-04-00001-870","MOTOR CONTROLLER              ","860627","13","WERNER ELECT","1"," EA ","                ","11/30/2016","-2,345.00","            ",""
"4302","PUR   37609","1","302-04-00001-837","MOTOR CONTROLLER              ","860627","14","WERNER ELECT","1"," EA ","                ","11/30/2016","-4,567.00","            ",""
"4302","PUR   37609","1","302-04-00001-829","MOTOR CONTROLLER              ","860627","15","WERNER ELECT","1"," EA ","                ","11/30/2016","-4,567.00","            ",""
"4302","PUR   37609","3","302-04-00001-818","MOTOR CONTROLLER              ","860627","7","WERNER ELECT","1"," EA ","31,764.84","11/30/2016","2,595.36","            ",""
"4302","PUR   37609","3","302-04-00001-819","MOTOR CONTROLLER              ","860627","8","WERNER ELECT","1"," EA ","                ","11/30/2016","2,595.36","            ",""
"4302","PUR   37609","3","302-04-00001-820","MOTOR CONTROLLER              ","860627","9","WERNER ELECT","1"," EA ","                ","11/30/2016","4,774.99","            ",""
"4302","PUR   37609","3","302-04-00001-821","MOTOR CONTROLLER              ","860627","10","WERNER ELECT","1"," EA ","                ","11/30/2016","2,577.50","            ",""
"4302","PUR   37609","3","302-04-00001-828","MOTOR CONTROLLER              ","860627","11","WERNER ELECT","1"," EA ","                ","11/30/2016","4,774.99","            ",""
"4302","PUR   37609","3","302-04-00001-869","MOTOR CONTROLLER              ","860627","12","WERNER ELECT","1"," EA ","                ","11/30/2016","2,448.33","            ",""
"4302","PUR   37609","3","302-04-00001-870","MOTOR CONTROLLER              ","860627","13","WERNER ELECT","1"," EA ","                ","11/30/2016","2,448.33","            ",""
"4302","PUR   37609","3","302-04-00001-837","MOTOR CONTROLLER              ","860627","14","WERNER ELECT","1"," EA ","                ","11/30/2016","4,774.99","            ",""
"4302","PUR   37609","3","302-04-00001-829","MOTOR CONTROLLER              ","860627","15","WERNER ELECT","1"," EA ","                ","11/30/2016","4,774.99","            ",""
"4302","JE2   19027","182","                ","-860373","      ","    ","            ","            "," EA ","49,308.76","12/31/2016","49,308.76","            ",""
"4302","JE2   19027","191","                ","860373-1                      ","      ","    ","            ","            "," EA ","8,003.79","12/31/2016","8,003.79","            ",""
"4302","JE2   19027","303","                ","-860373","      ","    ","            ","            "," EA ","112,813.78","12/31/2016","112,813.78","            ",""
"4302","PUR   37702","3","    302-01-00001","MOTOR CONTROLLERS             ","860373","1","DRS POWER AN","0.01"," EA ","21,521.30","12/22/2016","8,052.19","            ",""
"4302","PUR   37702","3","    302-01-00001","MOTOR CONTROLLERS             ","860373","1","DRS POWER AN","0.01"," EA ","                ","12/22/2016","13,469.11","            ",""
"4302","PUR   37702","27","    302-01-00001","MOTOR CONTROLLERS             ","860373","1","DRS POWER AN","            "," EA ","20.74","12/22/2016","20.74","            ",""
"4302","JE2   19028","184","                ","-860373","      ","    ","            ","            "," EA ","-49,308.76","01/02/2017","-49,308.76","            ",""
"4302","JE2   19028","193","                ","860373-1                      ","      ","    ","            ","            "," EA ","-8,003.79","01/02/2017","-8,003.79","            ",""
"4302","JE2   19028","305","                ","-860373","      ","    ","            ","            "," EA ","-112,813.78","01/02/2017","-112,813.78","            ",""
"4302","PUR   37790","3","    302-01-00001","MOTOR CONTROLLERS             ","860373","1","DRS POWER AN","0.15"," EA ","112,877.02","01/19/2017","112,877.02","            ",""
"4302","PUR   37799","10","    302-01-00001","MOTOR CONTROLLERS             ","860373","1","DRS POWER AN","0.06"," EA ","49,337.95","01/19/2017","49,337.95","            ",""
"4302","PUR   37803","1","    302-01-00001","MOTOR CONTROLLERS             ","860373","1","DRS POWER AN","            "," EA ","9.96","01/19/2017","9.96","            ",""
"4302","PUR   37807","7","    302-01-00001","MOTOR CONTROLLERS             ","860373","1","DRS POWER AN","            "," EA ","44.01","01/19/2017","44.01","            ",""
"4302","PUR   37810","5","    302-01-00001","MOTOR CONTROLLERS             ","860373","1","DRS POWER AN","            "," EA ","24.8","01/19/2017","24.8","            ",""
"4302","PUR   37859","76","    302-01-00001","MOTOR CONTROLLERS             ","860373","1","DRS POWER AN","0.01"," EA ","8,052.19","02/01/2017","8,052.19","            ",""
"4302","PUR   37899","6","    302-01-00001","MOTOR CONTROLLERS             ","860373","1","DRS POWER AN","            "," EA ","24.8","02/16/2017","24.8","            ",""
"4302","PUR   37903","43","    302-01-00001","MOTOR CONTROLLERS             ","860373","1","DRS POWER AN","0.02"," EA ","16,031.17","02/16/2017","16,031.17","            ",""
"4302","PUR   37903","57","    302-01-00001","MOTOR CONTROLLERS             ","860373","1","DRS POWER AN","            "," EA ","49.61","02/16/2017","49.61","            ",""
"4302","PUR   37906","7","    302-01-00001","MOTOR CONTROLLERS             ","860373","1","DRS POWER AN","0.03"," EA ","23,351.34","02/16/2017","23,351.34","            ",""
"4302","PUR   37927","53","    302-01-00001","MOTOR CONTROLLERS             ","860373","1","DRS POWER AN","            "," EA ","35.96","02/24/2017","35.96","            ",""
"4302","PUR   37971","30","    302-01-00001","MOTOR CONTROLLERS             ","860373","1","DRS POWER AN","0.01"," EA ","9,003.81","03/09/2017","9,003.81","            ",""
"4302","PUR   37977","24","    302-01-00001","MOTOR CONTROLLERS             ","860373","1","DRS POWER AN","            "," EA ","40.05","03/09/2017","40.05","            ",""
"4302","           ","     "," Project 0483   ","                     Total:   ","      ","    ","            ","            ","    ","520,391.33","          ","520,391.33","",""
"4305","PUR   37860","67","    305-01-00F15","F15 LABEL TO FIX VENDOR PLATE ","950527","8","INDUSTRIAL N","1"," EA ","0.85","02/01/2017","0.85","            ",""
"4305","           ","     "," Project 0483   ","                     Total:   ","      ","    ","            ","            ","    ","0.85","          ","0.85","",""
"4311","PUR   36097","55","311-01-00001-P01","PROGRESS PAYMENT              ","621484","2","FINCANTIERI ","1"," EA ","1,672,803.50","12/18/2015","501,841.05","            ",""
"4311","PUR   36097","55","311-01-00001-P02","PROGRESS PAYMENT              ","621484","3","FINCANTIERI ","1"," EA ","                ","12/18/2015","1,170,962.45","            ",""
"4311","           ","     "," Project 0483   ","                     Total:   ","      ","    ","            ","            ","    ","1,672,803.50","          ","1,672,803.50","",""
"4313","INV   25085","43","313-01-00001-816","CRIMP PINS FOR 2KVA UPS       ","424237","    ","            ","12"," EA ","                ","02/29/2016","0","            ",""
"4313","JE2   19027","185","                ","860619-2                      ","      ","    ","            ","            "," EA ","42,228.20","12/31/2016","42,228.20","            ",""
"4313","JE2   19027","186","                ","860619-3                      ","      ","    ","            ","            "," EA ","43,900.64","12/31/2016","43,900.64","            ",""
"4313","JE2   19027","187","                ","860619-20                     ","      ","    ","            ","            "," EA ","782.7","12/31/2016","782.7","            ",""
"4313","JE2   19027","188","                ","860619-21                     ","      ","    ","            ","            "," EA ","212.64","12/31/2016","212.64","            ",""
"4313","JE2   19027","189","                ","860619-23                     ","      ","    ","            ","            "," EA ","20,047.37","12/31/2016","20,047.37","            ",""
"4313","JE2   19027","190","                ","860619-24                     ","      ","    ","            ","            "," EA ","22,687.18","12/31/2016","22,687.18","            ",""
"4313","JE2   19028","187","                ","860619-2                      ","      ","    ","            ","            "," EA ","-42,228.20","01/02/2017","-42,228.20","            ",""
"4313","JE2   19028","188","                ","860619-3                      ","      ","    ","            ","            "," EA ","-43,900.64","01/02/2017","-43,900.64","            ",""
"4313","JE2   19028","189","                ","860619-20                     ","      ","    ","            ","            "," EA ","-782.7","01/02/2017","-782.7","            ",""
"4313","JE2   19028","190","                ","860619-21                     ","      ","    ","            ","            "," EA ","-212.64","01/02/2017","-212.64","            ",""
"4313","JE2   19028","191","                ","860619-23                     ","      ","    ","            ","            "," EA ","-20,047.37","01/02/2017","-20,047.37","            ",""
"4313","JE2   19028","192","                ","860619-24                     ","      ","    ","            ","            "," EA ","-22,687.18","01/02/2017","-22,687.18","            ",""
"4313","PUR   37799","13","    313-01-00001","UNINTERRUPTIBLE POWER SUPPLY  ","860619","1","PIVOTAL POWE","0.76"," LO ","129,874.82","01/19/2017","129,874.82","            ",""
"4313","PUR   37807","8","    313-01-00001","UNINTERRUPTIBLE POWER SUPPLY  ","860619","1","PIVOTAL POWE","            "," LO ","0.83","01/19/2017","0.83","            ",""
"4313","INV   26665","1","414700-000000009","CRIMP PINS FOR 2.4 KWUPS      ","449735","    ","            ","4"," EA ","36","02/24/2017","36","            ",""
"4313","INV   26665","4","414700-000000009","CRIMP PINS FOR 2.4 KWUPS      ","449737","    ","            ","4"," EA ","-36","02/24/2017","-36","            ",""
"4313","INV   26679","5","313-01-00001-807","CRIMP PINS FOR 2.4 KWUPS      ","449737","    ","            ","4"," EA ","36","02/24/2017","36","            ",""
"4313","           ","     "," Project 0483   ","                     Total:   ","      ","    ","            ","            ","    ","129,911.65","          ","129,911.65","",""
"4314","PUR   37569","33","    314-01-00004","RECTIFIERS, MISSION MODULE IAW","860621","1","PIVOTAL POWE","1"," LO ","83,247.00","11/18/2016","83,247.00","            ",""
"4314","PUR   37660","68","314-01-00003-800","CONVERTER, FREQUENCY, 400HZ,  ","860615","2","BOGUE SYSTEM","1"," EA ","60,000.00","12/09/2016","60,000.00","            ",""
